varga_id	kanda	theme_iast	theme_slp1	semdom_keywords	lemma_slp1	deva	iast	gloss	core_rank	card_href
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	dAnava	दानव	dānava	dānava m. ( fr. 2. dānu ) a class of demons often identified with the Daityas or Asuras and held to…	452	../../w/d_41nava.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	Bava	भव	bhava	bhava m. (√ bhū ) coming into existence, birth, production, origin (= bhāva , Vop. ; ifc. , with f(…	466	../../w/_42ava.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	anila	अनिल	anila	anila m. (√ an , cf. Irish anal ), air or wind	470	../../w/anila.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	prajApati	प्रजापति	prajāpati	prajā—pati ( ˚jā- ), m. ‘lord of creatures’, N. of Savitṛ, Soma, Agni, Indra &c., RV. ; AV.	471	../../w/praj_41pati.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	varuRa	वरुण	varuṇa	varuṇa m. (once in the TĀr. varuṇa ) ‘All-enveloping Sky’, N. of an Āditya (in the Veda commonly as…	500	../../w/varu_52a.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	dEtya	दैत्य	daitya	daitya m. a son of Diti, a demon, Mn. ; MBh. &c.	508	../../w/d_45tya.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	dfQa	दृढ	dṛḍha	dṛḍha (or dṛ|a ), mfn. fixed, firm, hard, strong, solid, massive, RV. ; AV. ; ŚBr. ; MBh. &c.	518	../../w/df_51a.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	sidDa	सिद्ध	siddha	1. siddha mfn. driven off, scared away, PañcavBr.	524	../../w/sid_44a.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	ISa	ईश	īśa	īśa mfn. owning, possessing, sharing	532	../../w/_49_53a.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	vAsudeva	वासुदेव	vāsudeva	vāsu—deva See below.	552	../../w/v_41sudeva.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	kumAra	कुमार	kumāra	kumāra as , m. ( fr. 1. ku + māra , √ mṛ ? ‘easily dying’; fr. √ 2. kam , Uṇ. iii, 138 ) a child, b…	577	../../w/kum_41ra.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	nArada	नारद	nārada	nārada or nārada m. N. of a Ṛṣi (a Kāṇva or Kāśyapa, author of RV. viii, 13 ; ix, 104 ; 105 ; Anukr…	578	../../w/n_41rada.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	nArAyaRa	नारायण	nārāyaṇa	nārāyaṇa m. ( patr. fr. nara , q.v. ) the son of the original Man (with whom he is generally associ…	592	../../w/n_41r_41ya_52a.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	marut	मरुत्	marut	marut m. pl. ( prob. the ‘flashing or shining ones’; cf. marīci and Gk. μαρμαίρω ) the storm-gods (…	596	../../w/marut.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	maheSvara	महेश्वर	maheśvara	mahe Svara m. a great lord, sovereign, chief, ŚvetUp. ; MBh. &c. (with tridaśānām , ‘chief of the g…	662	../../w/mahe_53vara.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	mahAdeva	महादेव	mahādeva	mahā—deva m. ‘the gr˚ deity’, N. of Rudra or Śiva or one of his attendant deities, AV. &c. &c.	678	../../w/mah_41deva.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	yakza	यक्ष	yakṣa	yakṣa n. a living supernatural being, spiritual apparition, ghost, spirit, RV. ; AV. ; VS. ; Br. ;…	686	../../w/yakza.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	keSava	केशव	keśava	keśava mfn. ( Pāṇ. v, 2, 109 ) having long or much or handsome hair, AV. viii, 6, 23 ; ŚBr. ; KātyŚ…	710	../../w/ke_53ava.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	budDa	बुद्ध	buddha	buddha buddhi . See cols. 2 and 3.	720	../../w/bud_44a.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	BIma	भीम	bhīma	bhīma mf( ā )n. fearful, terrific, terrible, awful, formidable, tremendous, RV. &c. &c. ( ibc. , fe…	739	../../w/_42_49ma.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	apsaras	अप्सरस्	apsaras	ap-saras ās [ RV. ; AV. &c.], or ap-sarā [ AV. &c.], f. ( fr. 2. ap + √ sṛ ), ‘going in the waters…	772	../../w/apsaras.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	tIvra	तीव्र	tīvra	tīvra mf( ā )n. ( fr. tiv-ra , √ tu ) strong, severe, violent, intense, hot, pervading, excessive,…	811	../../w/t_49vra.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	janArdana	जनार्दन	janārdana	janā rdana m. ( g. nandy-ādi ) ‘exciting or agitating men’, Viṣṇu or Kṛṣṇa, MBh. iii, 8102 ; v, 256…	841	../../w/jan_41rdana.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	anala	अनल	anala	1. anala m. (√ an ), fire	900	../../w/anala.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	sugrIva	सुग्रीव	sugrīva	su—grīva mfn. handsome-necked, having a beautiful neck	933	../../w/sugr_49va.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	gOtama	गौतम	gautama	gautama mf( ī )n. relating to Gotama (with pada-stobha m. pl. N. of a Sāman)	985	../../w/g_4ftama.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	puRya	पुण्य	puṇya	puṇya mf( ā )n. (perhaps fr. √ 2. puṣ , according to Uṇ. v, 15 from √ pū ; see also √ puṇ ) auspici…	1023	../../w/pu_52ya.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	ESvarya	ऐश्वर्य	aiśvarya	aiśvarya n. the state of being a mighty lord, sovereignty, supremacy, power, sway, ŚBr. xiii ; MBh.…	1036	../../w/_45_53varya.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	lakzmI	लक्ष्मी	lakṣmī	lakṣmī f. ( nom. īs , rarely ī ; also ifc. as mf. , but n( i ). ; cf. lakṣmīka ) a mark, sign, toke…	1040	../../w/lakzm_49.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	DarmarAja	धर्मराज	dharmarāja	dharma—rāja m. ‘ id. ’ a just or righteous king, Hariv.	1042	../../w/_44armar_41ja.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	vimAna	विमान	vimāna	1. vi—māna mfn. (for 2. see vi-√man ) devoid of honour, disgraced, BhP.	1111	../../w/vim_41na.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	mADava	माधव	mādhava	mādhava mf( ī )n. ( fr. madhu ; f( ā ). only in mādhavā [= madhavyā ] tanūḥ , Pāṇ. iv, 4, 129 , Sch…	1143	../../w/m_41_44ava.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	hara	हर	hara	hara mf( ā , rarely ī )n. (only ifc. ; fr. √ 1. hṛ ) bearing, wearing, taking, conveying, bringing…	1169	../../w/hara.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	amfta	अमृत	amṛta	a-mṛta mfn. ( cf. Pāṇ. vi, 2, 116 ) not dead, MBh.	1195	../../w/amfta.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	pavana	पवन	pavana	pavana m. ‘purifier’, wind or the god of wind, breeze, air ( ifc. f( ā ). ), MBh. ; Kāv. &c.	1196	../../w/pavana.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	vAsava	वासव	vāsava	vāsava mf( ī )n. ( fr. 1. vasu ) relating or belonging to the Vasus, derived or descended from them…	1246	../../w/v_41sava.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	taTAgata	तथागत	tathāgata	tathā—gata mfn. being in such a state or condition, of such a quality or nature, RPrāt. iii, 5 ; MB…	1251	../../w/ta_54_41gata.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	dEvata	दैवत	daivata	daivata mf( ī )n. ( fr. devatā ) relating to the gods or to a partic. deity, divine, Śr. & GṛS.	1292	../../w/d_45vata.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	niDana	निधन	nidhana	1. ni-dhana mfn. (for 2. See col. 3) having no property, poor, L.	1324	../../w/ni_44ana.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	ASu	आशु	āśu	āśu mfn. (√ 1. aś , Uṇ. i, 1 ), fast, quick, going quickly, RV. ; AV. ; ŚBr. &c.	1365	../../w/_41_53u.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	meru	मेरु	meru	meru m. ( Uṇ. iv, 101 ) N. of a fabulous mountain (regarded as the Olympus of Hindū mythology and s…	1379	../../w/meru.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	ISAna	ईशान	īśāna	īśāna (and īśāna ) mfn. owning, possessing, wealthy	1383	../../w/_49_53_41na.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	mA	मा	mā	mā f. a mother, L.	1391	../../w/m_41.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	gada	गद	gada	gada m. a sentence, MBh. i, 1787	1474	../../w/gada.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	DAtf	धातृ	dhātṛ	dhātṛ m. establisher, founder, creator, bearer, supporter ( cf. vasu- ), orderer, arranger, RV. &c.…	1494	../../w/_44_41tf.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	madana	मदन	madana	madana m. ( ifc. f( ā ). ) passion, love or the god of love, MBh. ; Kāv. &c.	1521	../../w/madana.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	niDi	निधि	nidhi	ni-˚dhi m. setting down or serving up (food, &c.), RV. i, 183, 4 &c.	1543	../../w/ni_44i.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	SiKA	शिखा	śikhā	śikhā ( ā ), f. , see below	1590	../../w/_53i_4b_41.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	garuqa	गरुड	garuḍa	garuḍa m. (√ 2. gṝ , Uṇ. iv, 155 , ‘devourer’, because Garuḍa was perhaps originally identified wit…	1591	../../w/garuqa.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	jAtavedas	जातवेदस्	jātavedas	jāta—vedas ( ˚ta- ), mfn. ( fr. √ vid , cl. 6) ‘having whatever is born or created as his property’…	1599	../../w/j_41tavedas.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	govinda	गोविन्द	govinda	go—vinda m. ( Pāṇ. iii, 1, 138 , Vārtt. 2) ‘= -vid (or fr. Prākṛt gov'-inda = gope ndra ?)’, Kṛṣṇa…	1605	../../w/govinda.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	umA	उमा	umā	umā f. (perhaps fr. √ ve , BRD. ) flax ( Linum Usitatissimum ), ŚBr. vi ; Kauś. ; Pāṇ.	1622	../../w/um_41.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	ekAnta	एकान्त	ekānta	ekā nta m. a lonely or retired or secret place, ( ˚e ind. in a lonely or solitary place, alone, apa…	1650	../../w/ek_41nta.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	rakzA	रक्षा	rakṣā	rakṣā f. the act of protecting or guarding, protection, care, preservation, security, Mn. ; MBh. &c.	1658	../../w/rakz_41.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	tridaSa	त्रिदश	tridaśa	tri—daśa mf( ā )n. 3 × 10 (= 30), MBh. i, 4445	1675	../../w/trida_53a.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	apAna	अपान	apāna	apā na/ m. (opposed to prā Ra/), that of the five vital airs which goes downwards and out at the an…	1695	../../w/ap_41na.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	sarvajYa	सर्वज्ञ	sarvajña	sarva—jña mf( ā )n. all-knowing, omniscient (said of gods and men, esp. of ministers and philosophe…	1749	../../w/sarvaj_59a.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	aSani	अशनि	aśani	aśani f. (rarely m. , R. ; Pāṇ. , Sch. ) the thunderbolt, a flash of lightning, RV. &c.	1751	../../w/a_53ani.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	BfSa	भृश	bhṛśa	bhṛśa mfn. (perhaps the original meaning may be ‘falling heavily’, cf. √ bhraś ) strong, vehement,…	1795	../../w/_42f_53a.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	prApti	प्राप्ति	prāpti	prā pti f. advent, occurrence, AV. ; Yājñ. ; Pañcat.	1806	../../w/pr_41pti.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	java	जव	java	java mfn. (√ ju , or jū ) swift, AV. xix, 7, 1	1847	../../w/java.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	piSAca	पिशाच	piśāca	piśāca m. ( ifc. f( ā ). ) N. of a class of demons (possibly so called either from their fondness f…	1869	../../w/pi_53_41ca.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	SrI	श्री	śrī	1. śrī ( cf. √ śrā ) cl. 9. P. Ā. ( Dhātup. xxxi, 3 ) śrīṇati , śrīṇīte ( Gr. also pf. śiśrāya , śi…	1893	../../w/_53r_49.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	suDA	सुधा	sudhā	1. su—dhā f. (√ 1. dhā ; for 2. su-dhā &c. See s.v. ) welfare, ease, comfort, AV. ; AitBr.	2025	../../w/su_44_41.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	BUti	भूति	bhūti	bhūti or ( RV. ) bhūti , f. existence, being, L.	2102	../../w/_42_55ti.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	puruzottama	पुरुषोत्तम	puruṣottama	puruṣo ttama See below.	2133	../../w/puruzottama.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	jvAlA	ज्वाला	jvālā	jvālā f. id. , ib.	2152	../../w/jv_41l_41.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	SaNKa	शङ्ख	śaṅkha	śaṅkha m. n. ( ifc. f( ā ). ) a shell, ( esp. ) the conch-shell (used for making libations of water…	2157	../../w/_53a_4e_4ba.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	paramezWin	परमेष्ठिन्	parameṣṭhin	parame—ṣṭhin mfn. standing at the head, highest, chief, principal, AV. &c. &c.	2163	../../w/paramez_57in.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	suparRa	सुपर्ण	suparṇa	su—parṇa n. a beautiful leaf, R.	2166	../../w/supar_52a.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	skanda	स्कन्द	skanda	skanda m. anything which jumps or hops (in tṛṇa-skanda , ‘grasshopper’, N. of a man), RV.	2219	../../w/skanda.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	pArvatI	पार्वती	pārvatī	pārvatī f. See below.	2237	../../w/p_41rvat_49.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	mahiman	महिमन्	mahiman	mahiman m. greatness, might, power, majesty, glory, RV. &c. &c. ( ˚himnā ind. or ˚hinā ind. mightil…	2244	../../w/mahiman.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	aSoka	अशोक	aśoka	1. a-śoka mf( ā )n. (√ 1. śuc ), not causing sorrow N. ; Lalit.	2278	../../w/a_53oka.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	kElAsa	कैलास	kailāsa	kailāsa m. N. of a mountain (fabulous residence of Kubera and paradise of Śiva; placed in the Himāl…	2370	../../w/k_45l_41sa.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	vESvAnara	वैश्वानर	vaiśvānara	vaiśvānara mf( ī )n. ( fr. viśvā-nara ) relating or belonging to all men, omnipresent, known or wor…	2375	../../w/v_45_53v_41nara.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	divOkas	दिवौकस्	divaukas	divau kas m. ‘sky-dweller’, a deity, Mn. ; MBh. ; Kālid. &c.	2433	../../w/div_4fkas.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	sanatkumAra	सनत्कुमार	sanatkumāra	sanat—kumāra m. ‘always a youth’ or ‘son of Brahmā’, N. of one of the four or seven sons of Brahmā…	2498	../../w/sanatkum_41ra.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	SivA	शिवा	śivā	śivā f. Śiva's wife (also śivī ) See śivā below	2540	../../w/_53iv_41.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	gOrI	गौरी	gaurī	gaurī ( ī ), f. the female of the Bos Gaurus , RV. (‘Vāc or voice of the middle region of the air’,…	2577	../../w/g_4fr_49.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	Sarva	शर्व	śarva	śarva m. ( fr. śaru ) N. of a god who kills people with arrows (mentioned together with Bhava and o…	2633	../../w/_53arva.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	Bara	भर	bhara	bhara mf( ā )n. (√ bhṛ ) bearing, carrying, bringing	2639	../../w/_42ara.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	ulkA	उल्का	ulkā	ulkā f. (√ uṣ , Uṇ. iii, 42 ), a fiery phenomenon in the sky, a meteor, fire falling from heaven, R…	2658	../../w/ulk_41.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	jvalana	ज्वलन	jvalana	jvalana mfn. ( Pāṇ. iii, 2, 150 ) inflammable, combustible, flaming, ŚBr. xiii, 4, 4, 7 ; MBh. iii,…	2687	../../w/jvalana.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	hfzIkeSa	हृषीकेश	hṛṣīkeśa	hṛṣī-keśa See below under hṛṣīka .	2731	../../w/hfz_49ke_53a.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	vibuDa	विबुध	vibudha	1. vi—budha mfn. (for 2. See vi-√budh ) destitute of learned men, Kāvyād.	2752	../../w/vibu_44a.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	makara	मकर	makara	makara m. a kind of sea-monster (sometimes confounded with the crocodile, shark, dolphin &c.; regar…	2807	../../w/makara.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	acyuta	अच्युत	acyuta	a-cyuta or a-cyuta , mfn. not fallen	2837	../../w/acyuta.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	sahasrAkza	सहस्राक्ष	sahasrākṣa	sahasrā kza/ mfn. th˚ -eyed, RV. ; VS. ; TS. &c.	2840	../../w/sahasr_41kza.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	vajrin	वज्रिन्	vajrin	vajrin mf( iṇī )n. holding or wielding a thunderbolt (said of various gods), RV. ; MBh.	2852	../../w/vajrin.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	viBUti	विभूति	vibhūti	vi-bhūti mfn. penetrating, pervading, Nir.	2899	../../w/vi_42_55ti.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	taras	तरस्	taras	taras n. rapid progress, velocity, strength, energy, efficacy, RV. ; MBh. xii, 5172 ; R. v, 77, 18…	2911	../../w/taras.html
AK-1.1	1	svargavargaḥ	svargavargaH	Air; God; Supernatural being	smara	स्मर	smara	smara &c. See p. 1272, col. 1.	2992	../../w/smara.html
