period	period_key	lemma_slp1	lemma_iast	a6_count	tsv_count	delta	ratio	ratio_log2
-800..-300	2 -300	Sara	śara	961	11	950	87.364	6.449
-800..-300	2 -300	sugrIva	sugrīva	1006	0	1006	inf	inf
-800..-300	2 -300	tejas	tejas	993	135	858	7.356	2.879
-800..-300	2 -300	karman	karman	949	182	767	5.214	2.382
-800..-300	2 -300	pA	pā	894	59	835	15.153	3.921
-800..-300	2 -300	Agam	āgam	811	59	752	13.746	3.781
-800..-300	2 -300	kAla	kāla	882	56	826	15.750	3.977
-800..-300	2 -300	su	su	863	100	763	8.630	3.109
-800..-300	2 -300	nf	nṛ	865	5	860	173.000	7.435
-800..-300	2 -300	Bf	bhṛ	866	38	828	22.789	4.510
-800..-300	2 -300	bahu	bahu	872	75	797	11.627	3.539
-800..-300	2 -300	Barata	bharata	871	1	870	871.000	9.767
-800..-300	2 -300	aSva	aśva	871	44	827	19.795	4.307
-800..-300	2 -300	bAhu	bāhu	904	28	876	32.286	5.013
-800..-300	2 -300	yuj	yuj	878	51	827	17.216	4.106
-800..-300	2 -300	vacas	vacas	824	9	815	91.556	6.517
-800..-300	2 -300	pati	pati	861	89	772	9.674	3.274
-800..-300	2 -300	pfTivI	pṛthivī	899	123	776	7.309	2.870
-800..-300	2 -300	marut	marut	877	14	863	62.643	5.969
-800..-300	2 -300	varuRa	varuṇa	877	47	830	18.660	4.222
-800..-300	2 -300	hanumant	hanumant	827	0	827	inf	inf
-800..-300	2 -300	vAja	vāja	829	5	824	165.800	7.373
-800..-300	2 -300	tri	tri	743	239	504	3.109	1.636
-800..-300	2 -300	kAma	kāma	824	258	566	3.194	1.675
-800..-300	2 -300	aSvin	aśvin	787	36	751	21.861	4.450
-800..-300	2 -300	rUpa	rūpa	834	250	584	3.336	1.738
-800..-300	2 -300	hvA	hvā	767	6	761	127.833	6.998
-800..-300	2 -300	uttama	uttama	715	41	674	17.439	4.124
-800..-300	2 -300	Sata	śata	749	96	653	7.802	2.964
-800..-300	2 -300	muni	muni	795	3	792	265.000	8.050
-800..-300	2 -300	prAp	prāp	802	38	764	21.105	4.400
-800..-300	2 -300	iz	iṣ	732	67	665	10.925	3.450
-800..-300	2 -300	mAtf	mātṛ	755	82	673	9.207	3.203
-800..-300	2 -300	vIrya	vīrya	778	25	753	31.120	4.960
-800..-300	2 -300	mitra	mitra	766	21	745	36.476	5.189
-800..-300	2 -300	parvata	parvata	735	10	725	73.500	6.200
-800..-300	2 -300	Soka	śoka	764	17	747	44.941	5.490
-800..-300	2 -300	paS	paś	706	72	634	9.806	3.294
-800..-300	2 -300	kapi	kapi	707	0	707	inf	inf
-800..-300	2 -300	vfD	vṛdh	707	12	695	58.917	5.881
-800..-300	2 -300	nara	nara	720	3	717	240.000	7.907
-800..-300	2 -300	vah	vah	695	16	679	43.438	5.441
-800..-300	2 -300	fta	ṛta	689	17	672	40.529	5.341
-800..-300	2 -300	grah	grah	704	139	565	5.065	2.340
-800..-300	2 -300	Gora	ghora	736	4	732	184.000	7.524
-800..-300	2 -300	pat	pat	700	22	678	31.818	4.992
-800..-300	2 -300	gir	gir	660	6	654	110.000	6.781
-800..-300	2 -300	man	man	617	99	518	6.232	2.640
-800..-300	2 -300	av	av	641	26	615	24.654	4.624
-800..-300	2 -300	bfhat	bṛhat	655	22	633	29.773	4.896
-800..-300	2 -300	praviS	praviś	616	61	555	10.098	3.336
-800..-300	2 -300	vfzan	vṛṣan	607	6	601	101.167	6.661
-800..-300	2 -300	vEdehI	vaidehī	671	0	671	inf	inf
-800..-300	2 -300	SrezWa	śreṣṭha	670	33	637	20.303	4.344
-800..-300	2 -300	vara	vara	631	54	577	11.685	3.547
-800..-300	2 -300	rAjya	rājya	608	4	604	152.000	7.248
-800..-300	2 -300	uzas	uṣas	630	4	626	157.500	7.299
-800..-300	2 -300	brahman	brahman	626	533	93	1.174	0.232
-800..-300	2 -300	Uti	ūti	582	2	580	291.000	8.185
-800..-300	2 -300	Baya	bhaya	613	18	595	34.056	5.090
-800..-300	2 -300	tapas	tapas	608	47	561	12.936	3.693
-800..-300	2 -300	giri	giri	600	4	596	150.000	7.229
-800..-300	2 -300	SUra	śūra	618	3	615	206.000	7.687
-800..-300	2 -300	mada	mada	607	0	607	inf	inf
-800..-300	2 -300	indu	indu	589	0	589	inf	inf
-800..-300	2 -300	car	car	606	62	544	9.774	3.289
-800..-300	2 -300	arh	arh	472	8	464	59.000	5.883
-800..-300	2 -300	yaj	yaj	574	80	494	7.175	2.843
-800..-300	2 -300	raRa	raṇa	594	0	594	inf	inf
-800..-300	2 -300	devI	devī	598	22	576	27.182	4.765
-800..-300	2 -300	puru	puru	591	1	590	591.000	9.207
-800..-300	2 -300	laNkA	laṅkā	611	0	611	inf	inf
-800..-300	2 -300	vajra	vajra	597	7	590	85.286	6.414
-800..-300	2 -300	gaRa	gaṇa	605	4	601	151.250	7.241
-800..-300	2 -300	divya	divya	594	10	584	59.400	5.892
-800..-300	2 -300	mah	mah	567	3	564	189.000	7.562
-800..-300	2 -300	puruza	puruṣa	575	302	273	1.904	0.929
-800..-300	2 -300	vega	vega	603	1	602	603.000	9.236
-800..-300	2 -300	citra	citra	570	10	560	57.000	5.833
-800..-300	2 -300	hotf	hotṛ	560	25	535	22.400	4.485
-800..-300	2 -300	yudDa	yuddha	566	2	564	283.000	8.145
-800..-300	2 -300	muc	muc	536	30	506	17.867	4.159
-800..-300	2 -300	saKi	sakhi	537	15	522	35.800	5.162
-800..-300	2 -300	vAc	vāc	550	354	196	1.554	0.636
-800..-300	2 -300	Satru	śatru	562	3	559	187.333	7.549
-800..-300	2 -300	vAyu	vāyu	536	146	390	3.671	1.876
-800..-300	2 -300	juz	juṣ	526	28	498	18.786	4.232
-800..-300	2 -300	SuBa	śubha	523	6	517	87.167	6.446
-800..-300	2 -300	BUmi	bhūmi	541	32	509	16.906	4.079
-800..-300	2 -300	mad	mad	516	1353	-837	0.381	-1.391
-800..-300	2 -300	maDu	madhu	534	91	443	5.868	2.553
-800..-300	2 -300	samudra	samudra	527	33	494	15.970	3.997
-800..-300	2 -300	bARa	bāṇa	529	1	528	529.000	9.047
-800..-300	2 -300	nihan	nihan	508	6	502	84.667	6.404
-800..-300	2 -300	DI	dhī	521	14	507	37.214	5.218
-800..-300	2 -300	yam	yam	512	13	499	39.385	5.300
-800..-300	2 -300	satya	satya	513	174	339	2.948	1.560
-800..-300	2 -300	vasu	vasu	528	48	480	11.000	3.459
-800..-300	2 -300	jYA	jñā	507	43	464	11.791	3.560
-800..-300	2 -300	vf	vṛ	483	37	446	13.054	3.706
-800..-300	2 -300	agra	agra	541	91	450	5.945	2.572
-800..-300	2 -300	kratu	kratu	504	11	493	45.818	5.518
-800..-300	2 -300	ji	ji	491	61	430	8.049	3.009
-800..-300	2 -300	sahas	sahas	539	2	537	269.500	8.074
-800..-300	2 -300	BIma	bhīma	533	0	533	inf	inf
-800..-300	2 -300	rayi	rayi	509	13	496	39.154	5.291
-800..-300	2 -300	brahman	brahman	512	533	-21	0.961	-0.058
-800..-300	2 -300	upama	upama	457	2	455	228.500	7.836
-800..-300	2 -300	vrata	vrata	501	64	437	7.828	2.969
-800..-300	2 -300	sfj	sṛj	485	38	447	12.763	3.674
-800..-300	2 -300	fzaBa	ṛṣabha	446	22	424	20.273	4.341
-800..-300	2 -300	ojas	ojas	477	8	469	59.625	5.898
-800..-300	2 -300	duHKa	duḥkha	507	17	490	29.824	4.898
-800..-300	2 -300	suta	suta	479	0	479	inf	inf
-800..-300	2 -300	nI	nī	494	34	460	14.529	3.861
-800..-300	2 -300	tva	tva	497	78	419	6.372	2.672
-800..-300	2 -300	vaDa	vadha	491	14	477	35.071	5.132
-800..-300	2 -300	strI	strī	468	79	389	5.924	2.567
-800..-300	2 -300	darSana	darśana	441	13	428	33.923	5.084
-800..-300	2 -300	paTin	pathin	492	39	453	12.615	3.657
-800..-300	2 -300	stu	stu	449	22	427	20.409	4.351
-800..-300	2 -300	rE	rai	484	2	482	242.000	7.919
-800..-300	2 -300	Pala	phala	480	38	442	12.632	3.659
-800..-300	2 -300	vft	vṛt	457	12	445	38.083	5.251
-800..-300	2 -300	ugra	ugra	474	10	464	47.400	5.567
-800..-300	2 -300	Aditya	āditya	476	202	274	2.356	1.237
-800..-300	2 -300	kruD	krudh	481	5	476	96.200	6.588
-800..-300	2 -300	vas	vas	449	56	393	8.018	3.003
-800..-300	2 -300	vikrama	vikrama	430	0	430	inf	inf
-800..-300	2 -300	Bartf	bhartṛ	480	6	474	80.000	6.322
-800..-300	2 -300	Bavat	bhavat	413	19	394	21.737	4.442
-800..-300	2 -300	aDvara	adhvara	449	3	446	149.667	7.226
-800..-300	2 -300	kavi	kavi	460	9	451	51.111	5.676
-800..-300	2 -300	kAkutsTa	kākutstha	490	0	490	inf	inf
-800..-300	2 -300	ASrama	āśrama	439	4	435	109.750	6.778
-800..-300	2 -300	pA	pā	464	59	405	7.864	2.975
-800..-300	2 -300	mati	mati	439	9	430	48.778	5.608
-800..-300	2 -300	sad	sad	440	28	412	15.714	3.974
-800..-300	2 -300	sAgara	sāgara	414	0	414	inf	inf
-800..-300	2 -300	mfga	mṛga	443	0	443	inf	inf
-800..-300	2 -300	rakz	rakṣ	431	12	419	35.917	5.167
-800..-300	2 -300	diS	diś	421	124	297	3.395	1.763
-800..-300	2 -300	sOmitri	saumitri	452	0	452	inf	inf
-800..-300	2 -300	iz	iṣ	433	67	366	6.463	2.692
-800..-300	2 -300	jYa	jña	463	14	449	33.071	5.048
-800..-300	2 -300	Dana	dhana	414	20	394	20.700	4.372
-800..-300	2 -300	asura	asura	430	25	405	17.200	4.104
-800..-300	2 -300	nadI	nadī	422	24	398	17.583	4.136
-800..-300	2 -300	ratna	ratna	432	4	428	108.000	6.755
-800..-300	2 -300	SEla	śaila	431	1	430	431.000	8.752
-800..-300	2 -300	hA	hā	423	43	380	9.837	3.298
-800..-300	2 -300	svasti	svasti	321	29	292	11.069	3.468
-800..-300	2 -300	kroDa	krodha	440	5	435	88.000	6.459
-800..-300	2 -300	saptan	saptan	408	57	351	7.158	2.840
-800..-300	2 -300	vid	vid	413	569	-156	0.726	-0.462
-800..-300	2 -300	BUta	bhūta	442	162	280	2.728	1.448
-800..-300	2 -300	sura	sura	423	0	423	inf	inf
-800..-300	2 -300	gfha	gṛha	392	48	344	8.167	3.030
-800..-300	2 -300	Atmaja	ātmaja	384	0	384	inf	inf
-800..-300	2 -300	daSan	daśan	386	57	329	6.772	2.760
-800..-300	2 -300	tf	tṛ	402	24	378	16.750	4.066
-800..-300	2 -300	vAlin	vālin	417	1	416	417.000	8.704
-800..-300	2 -300	daSaraTa	daśaratha	422	0	422	inf	inf
-800..-300	2 -300	vara	vara	400	54	346	7.407	2.889
-800..-300	2 -300	stoma	stoma	386	12	374	32.167	5.007
-800..-300	2 -300	viBIzaRa	vibhīṣaṇa	353	0	353	inf	inf
-800..-300	2 -300	namas	namas	373	113	260	3.301	1.723
-800..-300	2 -300	yaSas	yaśas	373	75	298	4.973	2.314
-800..-300	2 -300	Danus	dhanus	385	11	374	35.000	5.129
-800..-300	2 -300	vftra	vṛtra	415	6	409	69.167	6.112
-800..-300	2 -300	dAS	dāś	390	1	389	390.000	8.607
-800..-300	2 -300	vipra	vipra	411	10	401	41.100	5.361
-800..-300	2 -300	BAryA	bhāryā	404	21	383	19.238	4.266
-800..-300	2 -300	varza	varṣa	410	50	360	8.200	3.036
-800..-300	2 -300	jIv	jīv	353	80	273	4.412	2.142
-800..-300	2 -300	mETilI	maithilī	371	0	371	inf	inf
-800..-300	2 -300	vfkza	vṛkṣa	389	40	349	9.725	3.282
-800..-300	2 -300	hasta	hasta	402	84	318	4.786	2.259
-800..-300	2 -300	SrI	śrī	365	35	330	10.429	3.382
-800..-300	2 -300	viS	viś	382	15	367	25.467	4.671
-800..-300	2 -300	sinDu	sindhu	396	6	390	66.000	6.044
-800..-300	2 -300	kArya	kārya	392	5	387	78.400	6.293
-800..-300	2 -300	budDi	buddhi	378	13	365	29.077	4.862
-800..-300	2 -300	nAman	nāman	375	103	272	3.641	1.864
-800..-300	2 -300	guRa	guṇa	385	20	365	19.250	4.267
-800..-300	2 -300	deSa	deśa	375	47	328	7.979	2.996
-800..-300	2 -300	saMkASa	saṁkāśa	411	0	411	inf	inf
-800..-300	2 -300	gf	gṛ	382	4	378	95.500	6.577
-800..-300	2 -300	hfz	hṛṣ	384	2	382	192.000	7.585
-800..-300	2 -300	maGavan	maghavan	398	13	385	30.615	4.936
-800..-300	2 -300	amfta	amṛta	398	229	169	1.738	0.797
-800..-300	2 -300	vizRu	viṣṇu	367	54	313	6.796	2.765
-800..-300	2 -300	tala	tala	336	0	336	inf	inf
-800..-300	2 -300	tyaj	tyaj	369	4	365	92.250	6.527
-800..-300	2 -300	tanU	tanū	393	17	376	23.118	4.531
-800..-300	2 -300	Siras	śiras	377	52	325	7.250	2.858
-800..-300	2 -300	praTama	prathama	387	67	320	5.776	2.530
-800..-300	2 -300	prARa	prāṇa	389	498	-109	0.781	-0.356
-800..-300	2 -300	vad	vad	350	99	251	3.535	1.822
-800..-300	2 -300	havis	havis	374	67	307	5.582	2.481
-800..-300	2 -300	Sak	śak	350	42	308	8.333	3.059
-800..-300	2 -300	anta	anta	380	136	244	2.794	1.482
-800..-300	2 -300	maDya	madhya	372	73	299	5.096	2.349
-800..-300	2 -300	pada	pada	367	52	315	7.058	2.819
-800..-300	2 -300	uru	uru	369	3	366	123.000	6.943
-800..-300	2 -300	Sakra	śakra	368	1	367	368.000	8.524
-800..-300	2 -300	Suci	śuci	358	37	321	9.676	3.274
-800..-300	2 -300	SrImat	śrīmat	386	1	385	386.000	8.592
-800..-300	2 -300	mahi	mahi	361	3	358	120.333	6.911
-800..-300	2 -300	vasizWa	vasiṣṭha	339	23	316	14.739	3.882
-800..-300	2 -300	purI	purī	356	0	356	inf	inf
-800..-300	2 -300	rAja	rāja	384	4	380	96.000	6.585
-800..-300	2 -300	sTa	stha	385	11	374	35.000	5.129
-800..-300	2 -300	Bid	bhid	348	10	338	34.800	5.121
-800..-300	2 -300	avas	avas	351	0	351	inf	inf
-800..-300	2 -300	astra	astra	345	1	344	345.000	8.430
-800..-300	2 -300	aNgada	aṅgada	312	0	312	inf	inf
-800..-300	2 -300	Buvana	bhuvana	356	15	341	23.733	4.569
-800..-300	2 -300	savitf	savitṛ	360	63	297	5.714	2.515
-800..-300	2 -300	vfzaBa	vṛṣabha	366	5	361	73.200	6.194
-800..-300	2 -300	hf	hṛ	328	49	279	6.694	2.743
-800..-300	2 -300	ISvara	īśvara	309	12	297	25.750	4.687
-800..-300	2 -300	satya	satya	328	174	154	1.885	0.915
-800..-300	2 -300	barhis	barhis	348	34	314	10.235	3.355
-800..-300	2 -300	prI	prī	343	7	336	49.000	5.615
-800..-300	2 -300	aDipa	adhipa	316	7	309	45.143	5.496
-800..-300	2 -300	aS	aś	299	111	188	2.694	1.430
-800..-300	2 -300	aditi	aditi	346	34	312	10.176	3.347
-800..-300	2 -300	dIna	dīna	354	0	354	inf	inf
-800..-300	2 -300	viviDa	vividha	345	2	343	172.500	7.430
-800..-300	2 -300	Savas	śavas	342	1	341	342.000	8.418
-800..-300	2 -300	Badra	bhadra	310	13	297	23.846	4.576
-800..-300	2 -300	Arta	ārta	342	7	335	48.857	5.610
-800..-300	2 -300	dIp	dīp	345	16	329	21.562	4.430
-800..-300	2 -300	Gfta	ghṛta	339	51	288	6.647	2.733
-800..-300	2 -300	rudra	rudra	326	49	277	6.653	2.734
-800..-300	2 -300	ganDarva	gandharva	345	35	310	9.857	3.301
-800..-300	2 -300	praBA	prabhā	298	0	298	inf	inf
-800..-300	2 -300	rADas	rādhas	327	1	326	327.000	8.353
-800..-300	2 -300	AdA	ādā	326	68	258	4.794	2.261
-800..-300	2 -300	rajas	rajas	329	7	322	47.000	5.555
-800..-300	2 -300	vf	vṛ	292	37	255	7.892	2.980
-800..-300	2 -300	jyotis	jyotis	336	77	259	4.364	2.126
-800..-300	2 -300	havya	havya	342	8	334	42.750	5.418
-800..-300	2 -300	puzpa	puṣpa	324	26	298	12.462	3.639
-800..-300	2 -300	hu	hu	310	425	-115	0.729	-0.455
-800..-300	2 -300	dUta	dūta	328	6	322	54.667	5.773
-800..-300	2 -300	puMgava	puṁgava	287	0	287	inf	inf
-800..-300	2 -300	saKya	sakhya	328	8	320	41.000	5.358
-800..-300	2 -300	sEnya	sainya	333	0	333	inf	inf
-800..-300	2 -300	brAhmaRa	brāhmaṇa	294	239	55	1.230	0.299
-800..-300	2 -300	vAta	vāta	308	15	293	20.533	4.360
-800..-300	2 -300	sADu	sādhu	298	34	264	8.765	3.132
-800..-300	2 -300	viSvAmitra	viśvāmitra	312	12	300	26.000	4.700
-800..-300	2 -300	ah	ah	318	167	151	1.904	0.929
-800..-300	2 -300	kumBakarRa	kumbhakarṇa	300	0	300	inf	inf
-800..-300	2 -300	niSAcara	niśācara	287	0	287	inf	inf
-800..-300	2 -300	DAray	dhāray	304	38	266	8.000	3.000
-800..-300	2 -300	AyuDa	āyudha	298	2	296	149.000	7.219
-800..-300	2 -300	jIvita	jīvita	275	7	268	39.286	5.296
-800..-300	2 -300	pracC	pracch	291	54	237	5.389	2.430
-800..-300	2 -300	catur	catur	290	85	205	3.412	1.771
-800..-300	2 -300	yama	yama	313	16	297	19.562	4.290
-800..-300	2 -300	DArA	dhārā	313	11	302	28.455	4.831
-800..-300	2 -300	muKa	mukha	311	91	220	3.418	1.773
-800..-300	2 -300	kEkeyI	kaikeyī	307	0	307	inf	inf
-800..-300	2 -300	vAjin	vājin	298	2	296	149.000	7.219
-800..-300	2 -300	cit	cit	299	9	290	33.222	5.054
-800..-300	2 -300	mUla	mūla	316	48	268	6.583	2.719
-800..-300	2 -300	SaMs	śaṁs	285	43	242	6.628	2.729
-800..-300	2 -300	yoni	yoni	294	52	242	5.654	2.499
-800..-300	2 -300	prajA	prajā	287	146	141	1.966	0.975
-800..-300	2 -300	kula	kula	301	39	262	7.718	2.948
-800..-300	2 -300	martya	martya	295	24	271	12.292	3.620
-800..-300	2 -300	sac	sac	298	0	298	inf	inf
-800..-300	2 -300	rodas	rodas	282	0	282	inf	inf
-800..-300	2 -300	janay	janay	305	28	277	10.893	3.445
-800..-300	2 -300	vaSa	vaśa	305	6	299	50.833	5.668
-800..-300	2 -300	druma	druma	281	0	281	inf	inf
-800..-300	2 -300	hava	hava	261	0	261	inf	inf
-800..-300	2 -300	maGavan	maghavan	301	13	288	23.154	4.533
-800..-300	2 -300	nfpa	nṛpa	289	0	289	inf	inf
-800..-300	2 -300	Sravas	śravas	297	0	297	inf	inf
-800..-300	2 -300	Ayus	āyus	291	103	188	2.825	1.498
-800..-300	2 -300	aNga	aṅga	302	63	239	4.794	2.261
-800..-300	2 -300	adri	adri	288	1	287	288.000	8.170
-800..-300	2 -300	varRa	varṇa	301	39	262	7.718	2.948
-800..-300	2 -300	vid	vid	285	569	-284	0.501	-0.997
-800..-300	2 -300	gati	gati	249	20	229	12.450	3.638
-800..-300	2 -300	tap	tap	286	38	248	7.526	2.912
-800..-300	2 -300	candra	candra	293	32	261	9.156	3.195
-800..-300	2 -300	ahar	ahar	282	104	178	2.712	1.439
-800..-300	2 -300	siMha	siṁha	286	6	280	47.667	5.575
-800..-300	2 -300	gaja	gaja	271	0	271	inf	inf
-800..-300	2 -300	nipat	nipat	280	3	277	93.333	6.544
-800..-300	2 -300	arka	arka	290	19	271	15.263	3.932
-800..-300	2 -300	uttara	uttara	250	365	-115	0.685	-0.546
-800..-300	2 -300	antarikza	antarikṣa	279	61	218	4.574	2.193
-800..-300	2 -300	mAyA	māyā	276	5	271	55.200	5.787
-800..-300	2 -300	sOmya	saumya	292	4	288	73.000	6.190
-800..-300	2 -300	parAkrama	parākrama	248	0	248	inf	inf
-800..-300	2 -300	tamas	tamas	281	19	262	14.789	3.886
-800..-300	2 -300	laB	labh	282	37	245	7.622	2.930
-800..-300	2 -300	ramya	ramya	294	0	294	inf	inf
-800..-300	2 -300	daSagrIva	daśagrīva	285	0	285	inf	inf
-800..-300	2 -300	AsAday	āsāday	285	5	280	57.000	5.833
-800..-300	2 -300	sampad	sampad	287	60	227	4.783	2.258
-800..-300	2 -300	BU	bhū	266	1095	-829	0.243	-2.041
-800..-300	2 -300	pura	pura	269	7	262	38.429	5.264
-800..-300	2 -300	Kara	khara	264	3	261	88.000	6.459
-800..-300	2 -300	Sarman	śarman	282	3	279	94.000	6.555
-800..-300	2 -300	Iq	īḍ	256	9	247	28.444	4.830
-800..-300	2 -300	hi	hi	263	379	-116	0.694	-0.527
-800..-300	2 -300	paYcan	pañcan	268	63	205	4.254	2.089
-800..-300	2 -300	guru	guru	259	53	206	4.887	2.289
-800..-300	2 -300	IS	īś	265	16	249	16.562	4.050
-800..-300	2 -300	viS	viś	256	15	241	17.067	4.093
-800..-300	2 -300	SI	śī	272	31	241	8.774	3.133
-800..-300	2 -300	ram	ram	256	20	236	12.800	3.678
-800..-300	2 -300	ukTa	uktha	271	21	250	12.905	3.690
-800..-300	2 -300	dIrGa	dīrgha	263	34	229	7.735	2.951
-800..-300	2 -300	pAda	pāda	273	91	182	3.000	1.585
-800..-300	2 -300	SArdUla	śārdūla	287	2	285	143.500	7.165
-800..-300	2 -300	vaS	vaś	264	6	258	44.000	5.459
-800..-300	2 -300	suKa	sukha	264	23	241	11.478	3.521
-800..-300	2 -300	muhUrta	muhūrta	255	6	249	42.500	5.409
-800..-300	2 -300	bfhaspati	bṛhaspati	263	40	223	6.575	2.717
-800..-300	2 -300	marta	marta	267	1	266	267.000	8.061
-800..-300	2 -300	pARi	pāṇi	258	71	187	3.634	1.861
-800..-300	2 -300	dvi	dvi	241	91	150	2.648	1.405
-800..-300	2 -300	mUrDan	mūrdhan	247	61	186	4.049	2.018
-800..-300	2 -300	samara	samara	274	1	273	274.000	8.098
-800..-300	2 -300	rAkzasI	rākṣasī	262	0	262	inf	inf
-800..-300	2 -300	pAvaka	pāvaka	233	6	227	38.833	5.279
-800..-300	2 -300	jyezWa	jyeṣṭha	254	28	226	9.071	3.181
-800..-300	2 -300	vyAGra	vyāghra	279	5	274	55.800	5.802
-800..-300	2 -300	patnI	patnī	264	30	234	8.800	3.138
-800..-300	2 -300	ayoDyA	ayodhyā	259	0	259	inf	inf
-800..-300	2 -300	yUTapa	yūthapa	224	0	224	inf	inf
-800..-300	2 -300	sahita	sahita	272	0	272	inf	inf
-800..-300	2 -300	duh	duh	263	6	257	43.833	5.454
-800..-300	2 -300	kOsalyA	kausalyā	252	0	252	inf	inf
-800..-300	2 -300	meGa	megha	260	9	251	28.889	4.852
-800..-300	2 -300	arc	arc	245	3	242	81.667	6.352
-800..-300	2 -300	tan	tan	250	8	242	31.250	4.966
-800..-300	2 -300	ambara	ambara	221	1	220	221.000	7.788
-800..-300	2 -300	garBa	garbha	255	67	188	3.806	1.928
-800..-300	2 -300	SatruGna	śatrughna	254	0	254	inf	inf
-800..-300	2 -300	As	ās	243	62	181	3.919	1.971
-800..-300	2 -300	SuB	śubh	240	0	240	inf	inf
-800..-300	2 -300	utTA	utthā	219	22	197	9.955	3.315
-800..-300	2 -300	mftyu	mṛtyu	250	114	136	2.193	1.133
-800..-300	2 -300	prativac	prativac	261	4	257	65.250	6.028
-800..-300	2 -300	dvija	dvija	234	0	234	inf	inf
-800..-300	2 -300	vaD	vadh	228	4	224	57.000	5.833
-800..-300	2 -300	han	han	246	78	168	3.154	1.657
-800..-300	2 -300	yuD	yudh	243	1	242	243.000	7.925
-800..-300	2 -300	vasu	vasu	242	48	194	5.042	2.334
-800..-300	2 -300	hfdaya	hṛdaya	254	135	119	1.881	0.912
-800..-300	2 -300	banD	bandh	235	35	200	6.714	2.747
-800..-300	2 -300	BUri	bhūri	236	2	234	118.000	6.883
-800..-300	2 -300	Bagavat	bhagavat	236	140	96	1.686	0.753
-800..-300	2 -300	cAru	cāru	246	1	245	246.000	7.943
-800..-300	2 -300	SfNga	śṛṅga	258	6	252	43.000	5.426
-800..-300	2 -300	AnI	ānī	234	44	190	5.318	2.411
-800..-300	2 -300	vIryavat	vīryavat	221	4	217	55.250	5.788
-800..-300	2 -300	Denu	dhenu	240	13	227	18.462	4.206
-800..-300	2 -300	mahI	mahī	246	4	242	61.500	5.943
-800..-300	2 -300	jAtavedas	jātavedas	235	15	220	15.667	3.970
-800..-300	2 -300	prIti	prīti	250	2	248	125.000	6.966
-800..-300	2 -300	pUjay	pūjay	220	2	218	110.000	6.781
-800..-300	2 -300	AsTA	āsthā	241	5	236	48.200	5.591
-800..-300	2 -300	Baga	bhaga	243	24	219	10.125	3.340
-800..-300	2 -300	dakziRa	dakṣiṇa	236	192	44	1.229	0.298
-800..-300	2 -300	pf	pṛ	250	33	217	7.576	2.921
-800..-300	2 -300	rA	rā	239	3	236	79.667	6.316
-800..-300	2 -300	cakzus	cakṣus	229	169	60	1.355	0.438
-800..-300	2 -300	Sabda	śabda	229	52	177	4.404	2.139
-800..-300	2 -300	fz	ṛṣ	230	0	230	inf	inf
-800..-300	2 -300	Baj	bhaj	233	7	226	33.286	5.057
-800..-300	2 -300	antara	antara	200	89	111	2.247	1.168
-800..-300	2 -300	cintay	cintay	217	3	214	72.333	6.177
-800..-300	2 -300	cakra	cakra	239	13	226	18.385	4.200
-800..-300	2 -300	anna	anna	231	256	-25	0.902	-0.148
-800..-300	2 -300	raSmi	raśmi	231	20	211	11.550	3.530
-800..-300	2 -300	sUnu	sūnu	233	0	233	inf	inf
-800..-300	2 -300	suta	suta	231	0	231	inf	inf
-800..-300	2 -300	van	van	226	2	224	113.000	6.820
-800..-300	2 -300	sadfSa	sadṛśa	228	2	226	114.000	6.833
-800..-300	2 -300	araRya	araṇya	247	16	231	15.438	3.948
-800..-300	2 -300	jala	jala	227	5	222	45.400	5.505
-800..-300	2 -300	dAruRa	dāruṇa	209	1	208	209.000	7.707
-800..-300	2 -300	sah	sah	238	8	230	29.750	4.895
-800..-300	2 -300	yuD	yudh	226	1	225	226.000	7.820
-800..-300	2 -300	vAsa	vāsa	242	9	233	26.889	4.749
-800..-300	2 -300	vasu	vasu	243	48	195	5.062	2.340
-800..-300	2 -300	Sakti	śakti	234	8	226	29.250	4.870
-800..-300	2 -300	Sukra	śukra	231	21	210	11.000	3.459
-800..-300	2 -300	SUla	śūla	226	3	223	75.333	6.235
-800..-300	2 -300	I	ī	198	1	197	198.000	7.629
-800..-300	2 -300	pUzan	pūṣan	211	31	180	6.806	2.767
-800..-300	2 -300	dah	dah	219	9	210	24.333	4.605
-800..-300	2 -300	saMSaya	saṁśaya	182	5	177	36.400	5.186
-800..-300	2 -300	jaritf	jaritṛ	234	2	232	117.000	6.870
-800..-300	2 -300	pApa	pāpa	230	35	195	6.571	2.716
-800..-300	2 -300	svana	svana	208	0	208	inf	inf
-800..-300	2 -300	muKya	mukhya	239	8	231	29.875	4.901
-800..-300	2 -300	BA	bhā	229	27	202	8.481	3.084
-800..-300	2 -300	BaYj	bhañj	228	0	228	inf	inf
-800..-300	2 -300	indriya	indriya	191	37	154	5.162	2.368
-800..-300	2 -300	Avf	āvṛ	215	19	196	11.316	3.500
-800..-300	2 -300	Arya	ārya	211	8	203	26.375	4.721
-800..-300	2 -300	ASu	āśu	228	0	228	inf	inf
-800..-300	2 -300	vatsa	vatsa	230	33	197	6.970	2.801
-800..-300	2 -300	vayas	vayas	230	18	212	12.778	3.676
-800..-300	2 -300	BI	bhī	225	12	213	18.750	4.229
-800..-300	2 -300	mantrin	mantrin	205	0	205	inf	inf
-800..-300	2 -300	pArTiva	pārthiva	217	5	212	43.400	5.440
