rule	category	count	pct	examples
m s → ṃ s	anusvāra / nasal	31	2.0	mānase ramatāṃ dīrghaṃ sarvaśuklā sarasvatī dīrghaṃ+sarva · sāgaraḥ sūktiratnānāṃ setubandhādi yanmayam ratnānām→sūktiratnānāṃ +setubandha · saṃskṛtaṃ sargabandhādi prākṛtaṃ skandhakādikam saṃskṛtaṃ+sargabandha · saṃskṛtaṃ sargabandhādi prākṛtaṃ skandhakādikam prākṛtaṃ+skandhaka
a e → ai	vowel coalescence	31	2.0	syād vapuḥ sundaram api śvitreṇaikena durbhagam śvitreṇa+ekena→śvitreṇaikena · nāyakenaiva vācyānyā nāyakenetareṇa vā nāyakena+eva→nāyakenaiva · atraivāntarbhaviṣyanti śeṣāś cākhyānajātayaḥ atra+eva→atraivāntarbhaviṣyanti · sargabandhasamā eva naite vaiśeṣikā guṇāḥ na+ete→naite
m n → ṃ n	anusvāra / nasal	30	1.94	yadi śabdāhvayaṃ jyotir āsaṃsāraṃ na dīpyate āsaṃsāraṃ+na · vācāṃ vicitramārgāṇāṃ nibabandhuḥ kriyāvidhim mārgāṇām→vicitramārgāṇāṃ +nibabandhuḥ · nyūnam apy atra yaiḥ kaiścid aṅgaiḥ kāvyaṃ na duṣyati kāvyaṃ+na · āryādivatpraveśaḥ kiṃ na vaktrāparavaktrayoḥ kiṃ+na
ḥ c → ś c	visarga	30	1.94	taiḥ śarīraṃ ca kāvyānām alaṃkārāś ca darśitāḥ alaṃkārāś+ca · vipralambhair vivāhaiś ca kumārodayavarṇanaiḥ vivāhaiś+ca · cihnam ākhyāyikāyāś cet prasaṅgena kathāsv api ākhyāyikāyāś+cet · bhedaś ca dṛṣṭo lambhādir ucchvāso vāstu kiṃ tataḥ bhedaś+ca
ā a → ā	vowel coalescence	30	1.94	āśīr namaskriyā vastunirdeśo vāpi tanmukham vā+api→vāpi · nāyakenaiva vācyānyā nāyakenetareṇa vā vācyā+anyā→vācyānyā · bhedaś ca dṛṣṭo lambhādir ucchvāso vāstu kiṃ tataḥ vā+astu→vāstu · kathāpi sarvabhāṣābhiḥ saṃskṛtena ca badhyate kathā+api→kathāpi
m c → ṃ c	anusvāra / nasal	29	1.87	taiḥ śarīraṃ ca kāvyānām alaṃkārāś ca darśitāḥ śarīraṃ+ca · padyaṃ gadyaṃ ca miśraṃ ca tat tridhaiva vyavasthitam gadyaṃ+ca · padyaṃ gadyaṃ ca miśraṃ ca tat tridhaiva vyavasthitam miśraṃ+ca · padyaṃ catuṣpadī tac ca vṛttaṃ jātir iti dvidhā padyaṃ+catuṣpadī
m m → ṃ m	anusvāra / nasal	27	1.74	asty aneko girāṃ mārgaḥ sūkṣmabhedaḥ parasparam girāṃ+mārgaḥ · śithilaṃ mālatīmālā lolālikalilā yathā śithilaṃ+mālatī · kanye kāmayamānaṃ māṃ na tvaṃ kāmayase katham kāmayamānaṃ+māṃ · sukumāratayaivaitad ārohati satāṃ manaḥ satāṃ+manaḥ
a i → e	vowel coalescence	25	1.61	nāyakenaiva vācyānyā nāyakenetareṇa vā nāyakena+itareṇa→nāyakenetareṇa · apabhraṃśaś ca miśraṃ cety āhur āryāś caturvidham ca+iti→cety · śravyam eveti saiṣāpi dvayī gatir udāhṛtā eva+iti→eveti · aniṣṭhurākṣaraprāyaṃ sukumāram iheṣyate iha+iṣyate→iheṣyate
t a → d a	consonant / other	22	1.42	tad alpam api nopekṣyaṃ kāvye duṣṭaṃ kathaṃcana tad+alpam · sargabandhāṃśarūpatvād anuktaḥ padyavistaraḥ rūpatvāt→sargabandhāṃśarūpatvād +anuktaḥ · śāstreṣu saṃskṛtād anyad apabhraṃśatayoditam saṃskṛtād+anyad · śāstreṣu saṃskṛtād anyad apabhraṃśatayoditam anyad+apabhraṃśatayā
ḥ a → r a	visarga	22	1.42	mantradūtaprayāṇājināyakābhyudayair api abhyudayaiḥ→mantradūtaprayāṇājināyakābhyudayair +api · sargair anativistīrṇaiḥ śravyavṛttaiḥ susaṃdhibhiḥ sargair+anativistīrṇaiḥ · vaṃśavīryaśrutādīni varṇayitvā ripor api ripor+api · bhūtabhāṣāmayīṃ prāhur adbhutārthāṃ bṛhatkathām prāhur+adbhuta
aḥ a → o '	visarga	21	1.36	tataḥ prabhṛti dharmasya loke 'sminn utsavo 'bhavat utsavo+'bhavat · iti grāmyo 'yam arthātmā vairasyāya prakalpate grāmyo+'yam · vākyārtheṇaiva vākyārthaḥ ko 'pi yady upamīyate ko+'pi · prāṇā iva priyo 'yam me vidyā dhanam ivārjitam priyo+'yam
i i → ī	vowel coalescence	19	1.23	lakṣma lakṣmīṃ tanotīti pratītisubhagaṃ vacaḥ tanoti+iti→tanotīti · vyutpannam iti gauḍīyair nātirūḍham apīṣyate api+iṣyate→apīṣyate · itīdaṃ nādṛtaṃ gauḍair anuprāsas tu tatpriyaḥ iti+idam→itīdaṃ · itīyatyeva nirdiṣṭe neyatvam uragāsṛjaḥ iti+iyati→itīyatyeva
ā e → ai	vowel coalescence	17	1.1	duṣprayuktā punar gotvaṃ prayoktuḥ saiva śaṃsati sā+eva→saiva · padyaṃ gadyaṃ ca miśraṃ ca tat tridhaiva vyavasthitam tridhā+eva→tridhaiva · śravyam eveti saiṣāpi dvayī gatir udāhṛtā sā+eṣā→saiṣāpi · sukumāratayaivaitad ārohati satāṃ manaḥ sukumāratayā+eva→sukumāratayaivaitad
d m → n m	consonant / other	17	1.1	āśīr namaskriyā vastunirdeśo vāpi tanmukham tad+mukham→tanmukham · sāgaraḥ sūktiratnānāṃ setubandhādi yanmayam yad+mayam→yanmayam · arthināṃ kṛpaṇā dṛṣṭis tvanmukhe patitā sakṛt tvad+mukhe→tvanmukhe · kāścinmārgavibhāgārtham uktāḥ prāg apyalaṃkriyāḥ kāścid+mārga→kāścinmārgavibhāgārtham
m d → ṃ d	anusvāra / nasal	16	1.03	mānase ramatāṃ dīrghaṃ sarvaśuklā sarasvatī ramatāṃ+dīrghaṃ · ato naivam anuprāsaṃ dākṣiṇātyāḥ prayuñjate anuprāsaṃ+dākṣiṇātyāḥ · svabhāvākhyānam upamā rūpakaṃ dīpakāvṛttiḥ rūpakaṃ+dīpaka · tvayyeva tvanmukhaṃ dṛṣṭaṃ dṛśyate divi candramāḥ dṛṣṭaṃ+dṛśyate
ā i → e	vowel coalescence	16	1.03	anyo vaktā svayaṃ veti kīdṛg vā bhedalakṣaṇam vā+iti→veti · yena mādyanti dhīmanto madhuneva madhuvratāḥ madhunā+iva→madhuneva · tvayi nirmatsaro diṣṭyety agrāmyo 'rtho rasāvahaḥ diṣṭyā+iti→diṣṭyety · sā prasiddhiviparyāsād viparyāsopameṣyate viparyāsopamā+iṣyate→viparyāsopameṣyate
i ā → y ā	vowel coalescence	16	1.03	apabhraṃśaś ca miśraṃ cety āhur āryāś caturvidham iti→cety +āhur · sahoktiḥ parivṛttyāśiḥsaṃkīrṇam atha bhāvikam parivṛtti+āśis→parivṛttyāśiḥsaṃkīrṇam · svabhāvoktiś ca jātiś cety ādyā sālaṃkṛtir yathā iti→cety +ādyā · candreṇa tvanmukhaṃ tulyam ity ācikhyāsu me manaḥ ity+ācikhyāsu
aḥ n → o n	visarga	15	0.97	chandovicityāṃ sakalas tatprabandho nidarśitaḥ prabandhaḥ→tatprabandho +nidarśitaḥ · svaguṇāviṣkriyā doṣo nātra bhūtārthaśaṃsinaḥ doṣo+na · osarādīny apabhraṃśo nāṭakādi tu miśrakam apabhraṃśo+nāṭaka · ity anūrjita evārtho nālaṃkāro 'pi tādṛśaḥ arthaḥ→evārtho +na
aḥ v → o v	visarga	15	0.97	āśīr namaskriyā vastunirdeśo vāpi tanmukham vastunirdeśo+vā · anyo vaktā svayaṃ veti kīdṛg vā bhedalakṣaṇam anyo+vaktā · bhedaś ca dṛṣṭo lambhādir ucchvāso vāstu kiṃ tataḥ ucchvāso+vā · spardhate ruddhamaddhairyo vararāmāmukhānilaiḥ dhairyaḥ→ruddhamaddhairyo +vara
m bh → ṃ bh	anusvāra / nasal	15	0.97	tad etad vāṅmayaṃ bhūyaḥ saṃskṛtaṃ prākṛtaṃ tathā mayam→vāṅmayaṃ +bhūyaḥ · mahārāṣṭrāśrayāṃ bhāṣāṃ prakṛṣṭaṃ prākṛtaṃ viduḥ āśrayām→mahārāṣṭrāśrayāṃ +bhāṣāṃ · vaidarbhair mālatīdāma laṅghitaṃ bhramarair iti laṅghitaṃ+bhramarair · cāru candramasaṃ bhīru bimbaṃ paśyaitad ambare candramasaṃ+bhīru
aḥ m → o m	visarga	14	0.9	sargabandho mahākāvyam ucyate tasya lakṣaṇam sargabandho+mahākāvyam · kokilālāpavācālo mām eti malayānilaḥ vācālaḥ→kokilālāpavācālo +mām · candanapraṇayodgandhir mando malayamārutaḥ mando+malaya · yena mādyanti dhīmanto madhuneva madhuvratāḥ dhīmanto+madhunā
t v → d v	consonant / other	13	0.84	syād vapuḥ sundaram api śvitreṇaikena durbhagam syād+vapuḥ · itihāsakathodbhūtam itarad vā sadāśrayam itarad+vā · tad etad vāṅmayaṃ bhūyaḥ saṃskṛtaṃ prākṛtaṃ tathā etad+vāc · madhuraṃ rasavad vāci vastuny api rasasthitiḥ rasavad+vāci
u a → v a	vowel coalescence	12	0.78	api tv aniyamo dṛṣṭas tatrāpy anyair udīraṇāt tv+aniyamo · cihnam ākhyāyikāyāś cet prasaṅgena kathāsv api kathāsv+api · ābhīrādigiraḥ kāvyeṣv apabhraṃśa iti smṛtāḥ kāvyeṣv+apabhraṃśa · samaṃ bandheṣv aviṣamaṃ te mṛdusphuṭamadhyamāḥ bandheṣv+a
t i → d i	consonant / other	11	0.71	śarīraṃ tāvadiṣṭārthavyavacchinnā padāvalī tāvat+iṣṭa→tāvadiṣṭārthavyavacchinnā · anuprāsadhiyā gauḍais tad iṣṭaṃ bandhagauravāt tad+iṣṭaṃ · nyakṣeṇa kṣayitaḥ pakṣaḥ kṣatriyāṇāṃ kṣaṇād iti kṣaṇād+iti · tavānanam ivonnidram aravindam abhūd iti abhūd+iti
ḥ i → r i	visarga	11	0.71	padyaṃ catuṣpadī tac ca vṛttaṃ jātir iti dvidhā jātir+iti · vaidarbhair mālatīdāma laṅghitaṃ bhramarair iti bhramarair+iti · prasādavat prasiddhārtham indor indīvaradyuti indor+indīvara · anuprāsād api prāyo vaidarbhair idam iṣyate vaidarbhair+idam
ḥ i → Ø i	visarga	11	0.71	muktakaṃ kulakaṃ kośaḥ saṃghāta iti tādṛśaḥ saṃghāta+iti · ābhīrādigiraḥ kāvyeṣv apabhraṃśa iti smṛtāḥ apabhraṃśa+iti · na tu rāmāmukhāmbhojasadṛśaś candramā iti candramā+iti · lokātīta ivātyartham adhyāropya vivakṣitaḥ atītaḥ→lokātīta +iva
ḥ u → r u	visarga	11	0.71	sarvatra bhinnavṛttāntair upetaṃ lokarañjanam vṛttāntaiḥ→bhinnavṛttāntair +upetaṃ · api tv aniyamo dṛṣṭas tatrāpy anyair udīraṇāt anyair+udīraṇāt · bhedaś ca dṛṣṭo lambhādir ucchvāso vāstu kiṃ tataḥ ādiḥ→lambhādir +ucchvāso · śravyam eveti saiṣāpi dvayī gatir udāhṛtā gatir+udāhṛtā
m y → ṃ y	anusvāra / nasal	11	0.71	āvṛttiṃ varṇasaṃghātagocarāṃ yamakaṃ viduḥ gocarām→varṇasaṃghātagocarāṃ +yamakaṃ · duṣpratītikaraṃ grāmyaṃ yathā yā bhavataḥ priyā grāmyaṃ+yathā · anye tv anākulaṃ hṛdyam icchanty ojo girāṃ yathā girāṃ+yathā · yathā kathaṃcid sādṛśyaṃ yatrodbhūtaṃ pratīyate sādṛśyaṃ+yatra
aḥ a → o a	visarga	10	0.65	kim andhasyādhikāro 'sti rūpabhedopalabdhiṣu adhikāraḥ→andhasyādhikāro +'sti · ity anūrjita evārtho nālaṃkāro 'pi tādṛśaḥ alaṃkāraḥ→nālaṃkāro +'pi · amandaś cābhiyogo 'syāḥ kāraṇaṃ kāvyasampadaḥ abhiyogaḥ→cābhiyogo +'syāḥ · naiko 'pi tvādṛśo 'dyāpi jāyamāneṣu rājasu tvādṛśo+adya
t e → d e	consonant / other	10	0.65	tad etad vāṅmayaṃ bhūyaḥ saṃskṛtaṃ prākṛtaṃ tathā tad+etad · tad etat kāvyasarvasvaṃ samādhir nāma yo guṇaḥ tad+etat · tad eva pratisaṃskartum ayam asmatpariśramaḥ tad+eva · tadyogyasthānavinyāsād etat sakalarūpakam vinyāsāt→tadyogyasthānavinyāsād +etat
ḥ bh → r bh	visarga	10	0.65	dīptam ity aparair bhūmnā kṛcchrodyam api badhyate aparair+bhūmnā · gṛhāṇi nāma tāny eva taporāśir bhavādṛśaḥ taporāśir+bhavādṛśaḥ · divo jāgarti rakṣāyai pulomārir bhuvo bhavān pulomārir+bhuvo · dhriyate mūrdhni bhūpālair bhavaccaraṇapaṅkajam bhūpālair+bhavat
m j → ṃ j	anusvāra / nasal	9	0.58	idam andhaṃ tamaḥ kṛtsnaṃ jāyeta bhuvanatrayam kṛtsnaṃ+jāyeta · yadi śabdāhvayaṃ jyotir āsaṃsāraṃ na dīpyate āhvayam→śabdāhvayaṃ +jyotir · padyaṃ catuṣpadī tac ca vṛttaṃ jātir iti dvidhā vṛttaṃ+jātir · rūpakaṃ viṣamaṃ nāma lalitaṃ jāyate yathā lalitaṃ+jāyate
ḥ ā → r ā	visarga	9	0.58	yadi śabdāhvayaṃ jyotir āsaṃsāraṃ na dīpyate jyotir+āsaṃsāraṃ · yady upātteṣu sampattir ārādhayati tadvidaḥ sampattir+ārādhayati · iti tasya prabhedau dvau tayor ākhyāyikā kila tayor+ākhyāyikā · apabhraṃśaś ca miśraṃ cety āhur āryāś caturvidham āhur+āryāś
m g → ṃ g	anusvāra / nasal	9	0.58	padyaṃ gadyaṃ ca miśraṃ ca tat tridhaiva vyavasthitam padyaṃ+gadyaṃ · sā vidyā naur vivikṣūṇāṃ gambhīraṃ kāvyasāgaram vivikṣūṇāṃ+gambhīraṃ · itīdaṃ nādṛtaṃ gauḍair anuprāsas tu tatpriyaḥ ādṛtam→nādṛtaṃ +gauḍair · duṣpratītikaraṃ grāmyaṃ yathā yā bhavataḥ priyā karam→duṣpratītikaraṃ +grāmyaṃ
ḥ v → r v	visarga	9	0.58	sā vidyā naur vivikṣūṇāṃ gambhīraṃ kāvyasāgaram naur+vivikṣūṇāṃ · vipralambhair vivāhaiś ca kumārodayavarṇanaiḥ vipralambhair+vivāhaiś · ślāghyair viśeṣaṇair yuktam udāraṃ kaiścid iṣyate ślāghyair+viśeṣaṇair · mayy evāsyā mukhaśrīr ity alam indor vikatthanaiḥ indor+vikatthanaiḥ
m r → ṃ r	anusvāra / nasal	9	0.58	alaṃkṛtam asaṃkṣiptaṃ rasabhāvanirantaram saṃkṣiptam→asaṃkṣiptaṃ +rasa · madhuraṃ rasavad vāci vastuny api rasasthitiḥ madhuraṃ+rasavad · yathā yakārādipadaṃ ratyutsavanirūpaṇe padam→yakārādipadaṃ +rati · nānāvasthaṃ padārthānāṃ rūpaṃ sākṣād vivṛṇvatī padārthānāṃ+rūpaṃ
t n → n n	consonant / other	9	0.58	tajjayān nāyakotkarṣavarṇanaṃ ca dhinoti naḥ jayāt→tajjayān +nāyaka · tam anvety anubadhnāti tacchīlaṃ tanniṣedhati tat+niṣedhati→tanniṣedhati · saṃrabdhayā priyārabdhaṃ prayāṇaṃ yan niṣidhyate yan+niṣidhyate · rutaṃ nūpurasaṃvādi śrūyate tan na toyadaḥ tan+na
m b → ṃ b	anusvāra / nasal	9	0.58	bhūtabhāṣāmayīṃ prāhur adbhutārthāṃ bṛhatkathām arthām→adbhutārthāṃ +bṛhatkathām · anuprāsadhiyā gauḍais tad iṣṭaṃ bandhagauravāt iṣṭaṃ+bandha · samaṃ bandheṣv aviṣamaṃ te mṛdusphuṭamadhyamāḥ samaṃ+bandheṣv · nedṛśaṃ bahu manyate mārgayor ubhayor api īdṛśam→nedṛśaṃ +bahu
aḥ y → o y	visarga	9	0.58	samyag ādhīyate yatra sa samādhiḥ smṛto yathā smṛto+yathā · yugapan naikadharmāṇām adhyāsaś ca smṛto yathā smṛto+yathā · asāv anādarākṣepo yad anādaravad vacaḥ anādarākṣepo+yad · ity āśīrvacanākṣepo yad āśīrvādavartmanā āśīrvacanākṣepo+yad
au a → āv a	vowel coalescence	9	0.58	asti ced astu tatkārīty asāv aniyamopamā asāv+aniyamopamā · asāv anādarākṣepo yad anādaravad vacaḥ asāv+anādarākṣepo · asāv anukrośākṣepaḥ sānukrośam ivotpale asāv+anukrośākṣepaḥ · asāv anuśayākṣepo yasmād anuśayottaram asāv+anuśayākṣepo
m ś → ṃ ś	anusvāra / nasal	8	0.52	iha śiṣṭānuśiṣṭānāṃ śiṣṭānām api sarvathā anuśiṣṭānām→śiṣṭānuśiṣṭānāṃ +śiṣṭānām · ityādi bandhapāruṣyaṃ śaithilyaṃ ca nigacchati pāruṣyam→bandhapāruṣyaṃ +śaithilyaṃ · śatapattraṃ śaraccandras tvadānanam iti trayam śatapattraṃ+śarad · tvayā nīlotpalaṃ karṇe smareṇāstraṃ śarāsane astram→smareṇāstraṃ +śarāsane
e a → e '	vowel coalescence	8	0.52	teṣām asaṃnidhāne 'pi na svayaṃ paśya naśyati asaṃnidhāne+'pi · śabde 'pi grāmyatāstyeva sā sabhyetarakīrtanāt śabde+'pi · iti padye 'pi paurastyā badhnanty ojasvinīr giraḥ padye+'pi · kṛśe kavitve 'pi janāḥ kṛtaśramāḥ vidagdhagoṣṭhīṣu vihartum īśate tve+'pi
i u → y u	vowel coalescence	8	0.52	yady upātteṣu sampattir ārādhayati tadvidaḥ yady+upātteṣu · yathā yakārādipadaṃ ratyutsavanirūpaṇe rati+utsava→ratyutsavanirūpaṇe · idam atyuktir ity uktam etad gauḍopalālitam ity+uktam · kumudāni nimīlanti kamalāny unmiṣanti ca kamalāny+unmiṣanti
aḥ g → o g	visarga	8	0.52	apādaḥ padasaṃtāno gadyam ākhyāyikā kathā saṃtānaḥ→padasaṃtāno +gadyam · asty aneko girāṃ mārgaḥ sūkṣmabhedaḥ parasparam aneko+girāṃ · anye tv anākulaṃ hṛdyam icchanty ojo girāṃ yathā ojo+girāṃ · devadhiṣṇyam ivārādhyam adyaprabhṛti no gṛham no+gṛham
ḥ e → Ø e	visarga	8	0.52	sargabandhasamā eva naite vaiśeṣikā guṇāḥ samāḥ→sargabandhasamā +eva · ity anūrjita evārtho nālaṃkāro 'pi tādṛśaḥ anūrjita+eva · tathāpi sama evāsau notkarṣīti caṭūpamā sama+eva · sa evāvanatāṅgīnāṃ mānabhaṅgāya kalpate sa+eva
m h → ṃ h	anusvāra / nasal	8	0.52	mukham iṣṭārthasaṃsiddhyai kiṃ hi na syāt kṛtātmanām kiṃ+hi · manmano manmathākrāntaṃ nirdayaṃ hantum udyatam nirdayaṃ+hantum · anye tv anākulaṃ hṛdyam icchanty ojo girāṃ yathā ākulam→anākulaṃ +hṛdyam · tvanmukhendur mamāsūnāṃ haraṇāyaiva kalpate asūnām→mamāsūnāṃ +haraṇāya
aḥ ayam → o 'yaṃ	visarga	8	0.52	upamā nāma sā tasyāḥ prapañco 'yaṃ nidarśyate prapañco+'yaṃ · strīva gacchati ṣaṇḍho 'yaṃ vakty eṣā strī pumān iva ṣaṇḍho+'yaṃ · sa vartamānākṣepo 'yaṃ kurvaty evāsitotpala vartamānākṣepo+'yaṃ · so 'yaṃ bhaviṣyadākṣepaḥ prāg evātimanasvinī so+'yaṃ
ḥ m → r m	visarga	7	0.45	caturmukhamukhāmbhojavanahaṃsavadhūr mama vadhūḥ→caturmukhamukhāmbhojavanahaṃsavadhūr +mama · vaidarbhair mālatīdāma laṅghitaṃ bhramarair iti vaidarbhair+mālatī · candanapraṇayodgandhir mando malayamārutaḥ udgandhiḥ→candanapraṇayodgandhir +mando · maṇḍalīkṛtya barhāṇi kaṇṭhair madhuragītibhiḥ kaṇṭhair+madhura
ḥ a → ḥ '	visarga	7	0.45	kim andhasyādhikāro 'sti rūpabhedopalabdhiṣu adhikāraḥ+'sti · ity anūrjita evārtho nālaṃkāro 'pi tādṛśaḥ alaṃkāraḥ+'pi · amandaś cābhiyogo 'syāḥ kāraṇaṃ kāvyasampadaḥ abhiyogaḥ+'syāḥ · naiko 'pi tvādṛśo 'dyāpi jāyamāneṣu rājasu ekaḥ+'pi
aḥ d → o d	visarga	7	0.45	api tv aniyamo dṛṣṭas tatrāpy anyair udīraṇāt aniyamo+dṛṣṭas · tadbhavas tatsamo deśīty anekaḥ prākṛtakramaḥ tatsamo+deśī · tvayi nirmatsaro diṣṭyety agrāmyo 'rtho rasāvahaḥ nirmatsaro+diṣṭyā · pavano dakṣiṇaḥ parṇaṃ jīrṇaṃ harati vīrudhāṃ pavano+dakṣiṇaḥ
api a → 'py a	consonant / other	7	0.45	kāmaṃ sarvo 'py alaṃkāro rasam arthe niṣiñcati 'py+alaṃkāro · padye 'py adākṣiṇātyānām idam ekaṃ parāyaṇam 'py+adākṣiṇātyānām · na mīlayati padmāni na nabho 'py avagāhate 'py+avagāhate · asamagro 'py asau śaśvad ayam āpūrṇamaṇḍalaḥ 'py+asau
t ā → d ā	consonant / other	6	0.39	itihāsakathodbhūtam itarad vā sadāśrayam sat+āśrayam→sadāśrayam · tathāpi na tad ākhyātuṃ sarasvatyāpi śakyate tad+ākhyātuṃ · na te sundari saṃvādīty etad ākṣeparūpakam etad+ākṣeparūpakam · sarvavākyopakāraś cet tad āhur dīpakaṃ yathā tad+āhur
m l → ṃ l	anusvāra / nasal	6	0.39	sarvatra bhinnavṛttāntair upetaṃ lokarañjanam upetaṃ+loka · indranīlanibhaṃ lakṣma saṃdadhāty anilaḥ śriyam nibham→indranīlanibhaṃ +lakṣma · tad gurūṇāṃ laghūnāṃ ca bāhulyālpatvamiśraṇaiḥ gurūṇāṃ+laghūnāṃ · kāntaṃ sarvajagatkāntaṃ laukikārthānatikramāt kāntam→sarvajagatkāntaṃ +laukika
ā u → o	vowel coalescence	6	0.39	śāstreṣu saṃskṛtād anyad apabhraṃśatayoditam apabhraṃśatayā+uditam→apabhraṃśatayoditam · arthavyaktir aneyatvam arthasya hariṇoddhṛtā hariṇā+uddhṛtā→hariṇoddhṛtā · mahī mahāvarāheṇa lohitād uddhṛtodadheḥ uddhṛtā+udadheḥ→uddhṛtodadheḥ · tau tulyau tvanmukheneti sā praśaṃsopamocyate praśaṃsopamā+ucyate→praśaṃsopamocyate
aḥ api → o 'py	visarga	6	0.39	kāmaṃ sarvo 'py alaṃkāro rasam arthe niṣiñcati sarvo+'py · mukhena mugdhaḥ so 'py eṣa jano rāgamayaḥ kṛtaḥ so+'py · na mīlayati padmāni na nabho 'py avagāhate nabho+'py · asamagro 'py asau śaśvad ayam āpūrṇamaṇḍalaḥ asamagro+'py
m dh → ṃ dh	anusvāra / nasal	6	0.39	tat te mukhaśriyaṃ dhattām ity asāvadbhutopamā śriyam→mukhaśriyaṃ +dhattām · kāntyā candramasaṃ dhāmnā sūryaṃ dhairyeṇa cārṇavam candramasaṃ+dhāmnā · kāntyā candramasaṃ dhāmnā sūryaṃ dhairyeṇa cārṇavam sūryaṃ+dhairyeṇa · tatpadavyām padaṃ dhatte tasya kakṣāṃ vigāhate padaṃ+dhatte
