rule	category	count	pct	examples
a u → o	vowel coalescence	65	1.75	nopadhāt thaphāntād vā na+upadhāt→nopadhāt · kālopasarjane ca tulyam kāla+upasarjane→kālopasarjane · propābhyāṃ samarthābhyām pra+upābhyām→propābhyāṃ · propābhyāṃ yujer ayajñapātreṣu pra+upābhyām→propābhyāṃ
aḥ a → o '	visarga	60	1.61	mithyopapadāt kṛño 'bhyāse kṛño+'bhyāse · ādhāro 'dhikaraṇam ādhāro+'dhikaraṇam · upo 'dhike ca upo+'dhike · virāmo 'vasānam virāmo+'vasānam
aḥ v → o v	visarga	58	1.56	varṇo varṇena varṇo+varṇena · veño vayiḥ veño+vayiḥ · hano vadha liṅi hano+vadha · bruvo vaciḥ bruvo+vaciḥ
m s → ṃ s	anusvāra / nasal	47	1.26	tulyāsyaprayatnaṃ savarṇam prayatnam→tulyāsyaprayatnaṃ +savarṇam · na subrahmaṇyāyāṃ svaritasya tu udāttaḥ subrahmaṇyāyāṃ+svaritasya · prathamānirdiṣṭaṃ samāsa upasarjanam nirdiṣṭam→prathamānirdiṣṭaṃ +samāsa · tad aśiṣyaṃ sañjñāpramāṇatvāt śiṣyam→aśiṣyaṃ +sañjñā
ḥ a → ḥ '	visarga	46	1.24	halo 'nantarāḥ saṃyogaḥ laḥ+'nantarāḥ · mukhanāsikāvacano 'nunāsikaḥ vacanaḥ+'nunāsikaḥ · alo 'ntyasya laḥ+'ntyasya · āmpratyayavatkṛño 'nuprayogasya kṛñaḥ+'nuprayogasya
u a → v a	vowel coalescence	43	1.15	grāmyapaśusaṅgheṣv ataruṇeṣu strī saṅgheṣu→grāmyapaśusaṅgheṣv +a · laśakv ataddhite ku→laśakv +a · svādiṣv asarvanāmasthāne ādiṣu→svādiṣv +a · tasau matvarthe matu+arthe→matvarthe
m k → ṃ k	anusvāra / nasal	43	1.15	anuparābhyāṃ kṛñaḥ parābhyām→anuparābhyāṃ +kṛñaḥ · vipratiṣedhe paraṃ kāryam paraṃ+kāryam · sādhakatamaṃ karaṇam sādhakatamaṃ+karaṇam · adhiśīṅsthāsāṃ karma āsām→adhiśīṅsthāsāṃ +karma
ḥ ch → ś ch	visarga	40	1.07	ṣaṣṭhīyuktaś chandasi vā yuktaḥ→ṣaṣṭhīyuktaś +chandasi · tṛtīyā ca hoś chandasi hoś+chandasi · gupeś chandasi gupeś+chandasi · kṛmṛdṛruhibhyaś chandasi ruhibhyaḥ→kṛmṛdṛruhibhyaś +chandasi
aḥ y → o y	visarga	38	1.02	vṛddho yūnā tallakṣaṇaś cedeva viśeṣaḥ vṛddho+yūnā · āṅo yamahanaḥ āṅo+yama · samudāṅbhyo yamo 'granthe āṅbhyaḥ→samudāṅbhyo +yamo · ṇyakṣatriyārṣañito yūni lug aṇiñoḥ itaḥ→ṇyakṣatriyārṣañito +yūni
m p → ṃ p	anusvāra / nasal	37	0.99	īdūdeddvivacanaṃ pragṛhyam dvivacanam→īdūdeddvivacanaṃ +pragṛhyam · saṃpratibhyām anādhyāne sam+pratibhyām→saṃpratibhyām · suptiṅantaṃ padam antam→suptiṅantaṃ +padam · krudhadruherṣyāsūyārthānāṃ yaṃ prati kopaḥ yaṃ+prati
t v → d v	consonant / other	37	0.99	vṛddhir yasyācām ādis tadvṛddham tat+vṛddham→tadvṛddham · nopadhāt thaphāntād vā antāt→thaphāntād +vā · lupi yuktavad vyaktivacane vat→yuktavad +vyakti · anupasargād vā upasargāt→anupasargād +vā
e a → e '	vowel coalescence	36	0.97	sthāne 'ntaratamaḥ sthāne+'ntaratamaḥ · yogapramāṇe ca tadabhāve 'darśanam syāt abhāve+'darśanam · yasmāt pratyayavidhis tadādi pratyaye 'ṅgam pratyaye+'ṅgam · dhruvam apāye 'pādānam apāye+'pādānam
i ā → y ā	vowel coalescence	35	0.94	jātyākhyāyām ekasmin bahuvacanam anyatarasyām jāti+ākhyāyām→jātyākhyāyām · pratyāṅbhyāṃ śruvaḥ prati+āṅbhyām→pratyāṅbhyāṃ · vyāṅparibhyo ramaḥ vi+āṅ→vyāṅparibhyo · pratyāṅbhyāṃ śruvaḥ pūrvasya kartā prati+āṅbhyām→pratyāṅbhyāṃ
ā a → ā	vowel coalescence	33	0.89	na lumatāṅgasya lumatā+aṅgasya→lumatāṅgasya · ṇer aṇau yat karma ṇau cet sa kartānādhyāne kartā+an→kartānādhyāne · vibhāṣākarmakāt vibhāṣā+akarmakāt→vibhāṣākarmakāt · tṛtīyārthe tṛtīyā+arthe→tṛtīyārthe
ḥ v → r v	visarga	32	0.86	ner viśaḥ ner+viśaḥ · ajer vy aghañapoḥ ajer+vy · mṛjer vibhāṣā mṛjer+vibhāṣā · dadātidadhātyor vibhāṣā dadhātyoḥ→dadātidadhātyor +vibhāṣā
a i → e	vowel coalescence	31	0.83	ādir antyena sahetā saha+itā→sahetā · na ktvā seṭ sa+iṭ→seṭ · neyaṅuvaṅsthānāv astrī na+iyaṅ→neyaṅuvaṅsthānāv · lakṣaṇetthaṃbhūtākhyānabhāgavīpsāsu pratiparyanavaḥ lakṣaṇa+itthaṃbhūta→lakṣaṇetthaṃbhūtākhyānabhāgavīpsāsu
m v → ṃ v	anusvāra / nasal	29	0.78	uccaistarāṃ vā vaṣaṭkāraḥ uccaistarāṃ+vā · strī puṃvacca pum+vat→puṃvacca · avyayaṃ vibhaktisamīpasamṛddhivyṛddhyarthābhāvātyayāsampratiśabdaprādurbhāvapaścādyathānupūrvyayaugapadyasādṛśyasampattisākalyāntavacaneṣu avyayaṃ+vibhakti · upamitaṃ vyāghrādibhiḥ sāmānyāprayoge upamitaṃ+vyāghra
aḥ n → o n	visarga	27	0.73	hrasvo napuṃsake prātipadikasya hrasvo+napuṃsake · viśiṣṭaliṅgo nadī deśo 'grāmāḥ liṅgaḥ→viśiṣṭaliṅgo +nadī · nigho nimitam nigho+nimitam · yajayācayatavicchapraccharakṣo naṅ rakṣaḥ→yajayācayatavicchapraccharakṣo +naṅ
aḥ d → o d	visarga	27	0.73	asmado dvayoś ca asmado+dvayoś · āṅo do 'nāsyaviharaṇe āṅo+do · saṅkhyāpūrvo dviguḥ pūrvaḥ→saṅkhyāpūrvo +dviguḥ · dūrāntikārthebhyo dvitīyā ca arthebhyaḥ→dūrāntikārthebhyo +dvitīyā
t ṭh → ṭ ṭh	consonant / other	27	0.73	vṛddhāṭ ṭhak sauvīreṣu bahulam vṛddhāṭ+ṭhak · lākṣārocanāṭ ṭhak rocanāt→lākṣārocanāṭ +ṭhak · āgrahāyaṇyaśvatthāṭ ṭhak aśvatthāt→āgrahāyaṇyaśvatthāṭ +ṭhak · mahārājaproṣṭhapadāṭ ṭhañ proṣṭhapadāt→mahārājaproṣṭhapadāṭ +ṭhañ
ḥ i → Ø i	visarga	26	0.7	eca igghrasvādeśe caḥ→eca +i · vija iṭ vija+iṭ · upadeśe 'janunāsika it anunāsikaḥ→'janunāsika +it · bahvaca iñaḥ prācyabharateṣu caḥ→bahvaca +iñaḥ
ḥ u → Ø u	visarga	26	0.7	alo 'ntyātpūrva upadhā pūrvaḥ→'ntyātpūrva +upadhā · tasyādita udāttam ardhahrasvam āditaḥ→tasyādita +udāttam · āṅa udgamane āṅa+udgamane · laṣapatapadasthābhūvṛṣahanakamagamaśṝbhya ukañ śṝbhyaḥ→laṣapatapadasthābhūvṛṣahanakamagamaśṝbhya +ukañ
ḥ l → r l	visarga	26	0.7	mriyater luṅliṅoś ca mriyater+luṅ · anur lakṣaṇe anur+lakṣaṇe · ado jagdhir lyap ti kiti jagdhir+lyap · bhṛśādibhyo bhuvyacver lopaś ca halaḥ cveḥ→bhuvyacver +lopaś
t y → d y	consonant / other	25	0.67	upād yamaḥ svakaraṇe upād+yamaḥ · calanaśabdārthād akarmakād yuc akarmakād+yuc · gotrād yūny astriyāṃ gotrād+yūny · rājaśvaśurād yat śvaśurāt→rājaśvaśurād +yat
au a → āv a	vowel coalescence	24	0.64	saṃbuddhau śākalyasyetāv anārṣe itau→śākalyasyetāv +an · aṇāv akarmakāc cittavatkartṛkāt ṇau→aṇāv +akarmakāc · neyaṅuvaṅsthānāv astrī sthānau→neyaṅuvaṅsthānāv +a · jīvikopaniṣadāv aupamye upaniṣadau→jīvikopaniṣadāv +aupamye
ā ā → ā	vowel coalescence	24	0.64	vāmi vā+āmi→vāmi · kumāraḥ śramaṇādibhiḥ śramaṇā+ādibhiḥ→śramaṇādibhiḥ · vāhitāgnyādiṣu vā+āhitāgni→vāhitāgnyādiṣu · sāmantritam sā+āmantritam→sāmantritam
aḥ h → o h	visarga	21	0.56	nisamupavibhyo hvaḥ vibhyaḥ→nisamupavibhyo +hvaḥ · tatprayojako hetuś ca prayojakaḥ→tatprayojako +hetuś · dhātor ekāco halādeḥ kriyāsamabhihāre yaṅ caḥ→ekāco +ha · kṛño hetutācchīlyānulomyeṣu kṛño+hetu
ḥ y → r y	visarga	20	0.54	vṛddhir yasyācām ādis tadvṛddham vṛddhir+yasya · rādhīkṣyor yasya vipraśnaḥ īkṣyoḥ→rādhīkṣyor +yasya · anur yatsamayā anur+yat · pitur yac ca pitur+yac
ḥ ṭh → ṣ ṭh	visarga	20	0.54	revatyādibhyaṣ ṭhak ādibhyaḥ→revatyādibhyaṣ +ṭhak · dadhnaṣ ṭhak dadhnaṣ+ṭhak · acittahastidhenoṣ ṭhak dhenoḥ→acittahastidhenoṣ +ṭhak · vasantādibhyaṣ ṭhak ādibhyaḥ→vasantādibhyaṣ +ṭhak
ḥ n → r n	visarga	19	0.51	tiṣyapunarvasvor nakṣatradvandve bahuvacanasya dvivacanaṃ nityam punarvasvoḥ→tiṣyapunarvasvor +nakṣatra · tyadādīni sarvair nityam sarvair+nityam · avodor niyaḥ udoḥ→avodor +niyaḥ · parinyor nīṇor dyūtābhreṣayoḥ nyoḥ→parinyor +nī
m ch → ṃ ch	anusvāra / nasal	19	0.51	caturthyarthe bahulaṃ chandasi bahulaṃ+chandasi · bahulaṃ chandasi bahulaṃ+chandasi · bahulaṃ chandasi bahulaṃ+chandasi · bahulaṃ chandasi bahulaṃ+chandasi
ḥ i → r i	visarga	18	0.48	sthāghvor icca ghvoḥ→sthāghvor +i · stambaśakṛtor in śakṛtoḥ→stambaśakṛtor +in · prajor iniḥ joḥ→prajor +iniḥ · vindur icchuḥ vindur+icchuḥ
aḥ r → o r	visarga	18	0.48	vyāṅparibhyo ramaḥ paribhyaḥ→vyāṅparibhyo +ramaḥ · karmaṇo romanthatapobhyāṃ varticaroḥ karmaṇo+romantha · dādheṭsiśadasado ruḥ sadaḥ→dādheṭsiśadasado +ruḥ · namikampismyajasakamahiṃsadīpo raḥ dīpaḥ→namikampismyajasakamahiṃsadīpo +raḥ
ḥ d → r d	visarga	18	0.48	dvyekayor dvivacanaikavacane ekayoḥ→dvyekayor +dvivacana · harater dṛtināthayoḥ paśau harater+dṛti · asūryalalāṭayor dṛśitapoḥ lalāṭayoḥ→asūryalalāṭayor +dṛśi · pūḥsarvayor dārisahoḥ sarvayoḥ→pūḥsarvayor +dāri
t ā → d ā	consonant / other	17	0.46	sthānivad ādeśo 'nalvidhau vat→sthānivad +ādeśo · akenor bhaviṣyadādhamarṇyayoḥ bhaviṣyat+ādhamarṇyayoḥ→bhaviṣyadādhamarṇyayoḥ · avyayād āpsupaḥ avyayād+āp · upamānād ācāre upamānād+ācāre
i u → y u	vowel coalescence	17	0.46	tasmād ityuttarasya iti+uttarasya→ityuttarasya · yuṣmadyupapade samānādhikaraṇe sthāniny api madhyamaḥ yuṣmadi+upapade→yuṣmadyupapade · asmady uttamaḥ asmady+uttamaḥ · ādyudāttaś ca ādi+udāttaḥ→ādyudāttaś
ā u → o	vowel coalescence	17	0.46	vibhāṣopayamane vibhāṣā+upayamane→vibhāṣopayamane · mithyopapadāt kṛño 'bhyāse mithyā+upapadāt→mithyopapadāt · vibhāṣopapadena pratīyamāne vibhāṣā+upapadena→vibhāṣopapadena · ākhyātopayoge ākhyātā+upayoge→ākhyātopayoge
aḥ ṇ → o ṇ	visarga	17	0.46	budhayudhanaśajaneṅprudrusrubhyo ṇeḥ srubhyaḥ→budhayudhanaśajaneṅprudrusrubhyo +ṇeḥ · muṇḍamiśraślakṣṇalavaṇavratavastrahalakalakṛtatūstebhyo ṇic tūstebhyaḥ→muṇḍamiśraślakṣṇalavaṇavratavastrahalakalakṛtatūstebhyo +ṇic · satyāpapāśarūpavīṇātūlaślokasenālomatvacavarmavarṇacūrṇacurādibhyo ṇic ādibhyaḥ→satyāpapāśarūpavīṇātūlaślokasenālomatvacavarmavarṇacūrṇacurādibhyo +ṇic · jvalitikasantebhyo ṇaḥ antebhyaḥ→jvalitikasantebhyo +ṇaḥ
u ā → v ā	vowel coalescence	17	0.46	svādiṣv asarvanāmasthāne su+ādiṣu→svādiṣv · svādibhyaḥ śnuḥ su+ādibhyaḥ→svādibhyaḥ · nivāsacitiśarīropasamādhāneṣv ādeś ca kaḥ upasamādhāneṣu→nivāsacitiśarīropasamādhāneṣv +ādeś · bahvādibhyaś ca bahu+ādibhyaḥ→bahvādibhyaś
aḥ l → o l	visarga	17	0.46	mantre ghasahvaranaśavṛdahādvṛckṛgamijanibhyo leḥ janibhyaḥ→ghasahvaranaśavṛdahādvṛckṛgamijanibhyo +leḥ · nandigrahipacādibhyo lyuṇinyacaḥ ādibhyaḥ→nandigrahipacādibhyo +lyu · vido laṭo vā vido+laṭo · loṭo laṅvat loṭo+laṅ
aḥ bh → o bh	visarga	17	0.46	bhṛśādibhyo bhuvyacver lopaś ca halaḥ ādibhyaḥ→bhṛśādibhyo +bhuvi · lupasadacarajapajabhadahadaśagṝbhyo bhāvagarhāyām gṝbhyaḥ→lupasadacarajapajabhadahadaśagṝbhyo +bhāva · bhuvo bhāve bhuvo+bhāve · sthāgāpāpaco bhāve pacaḥ→sthāgāpāpaco +bhāve
t ch → c ch	consonant / other	17	0.46	kyāc chandasi kyāc+chandasi · dvandvāc chaḥ dvandvāc+chaḥ · dyāvāpṛthivīśunāsīramarutvadagnīṣomavāstoṣpatigṛhamedhāc cha ca gṛhamedhāt→dyāvāpṛthivīśunāsīramarutvadagnīṣomavāstoṣpatigṛhamedhāc +cha · vṛddhāc chaḥ vṛddhāc+chaḥ
aḥ g → o g	visarga	16	0.43	iko guṇavṛddhī kaḥ→iko +guṇa · yamo gandhane yamo+gandhane · samo gamyṛcchipracchisvaratyartiśruvidibhyaḥ samo+gami · catuṣpādo garbhiṇyā catuṣpādo+garbhiṇyā
m t → ṃ t	anusvāra / nasal	16	0.43	udvibhyāṃ tapaḥ vibhyām→udvibhyāṃ +tapaḥ · yasmād adhikaṃ yasya ceśvaravacanaṃ tatra saptamī vacanam→ceśvaravacanaṃ +tatra · prasitotsukābhyāṃ tṛtīyā ca utsukābhyām→prasitotsukābhyāṃ +tṛtīyā · tulyārthair atulopamābhyāṃ tṛtīyā 'nyatarasyām upamābhyām→atulopamābhyāṃ +tṛtīyā
m y → ṃ y	anusvāra / nasal	16	0.43	propābhyāṃ yujer ayajñapātreṣu upābhyām→propābhyāṃ +yujer · krudhadruherṣyāsūyārthānāṃ yaṃ prati kopaḥ arthānām→krudhadruherṣyāsūyārthānāṃ +yaṃ · yasmād adhikaṃ yasya ceśvaravacanaṃ tatra saptamī adhikaṃ+yasya · na duhasnunamāṃ yakciṇau namām→duhasnunamāṃ +yak
ḥ ā → Ø ā	visarga	15	0.4	anudāttaṅita ātmanepadam itaḥ→anudāttaṅita +ātmanepadam · supa ātmanaḥ kyac supa+ātmanaḥ · gupūdhūpavicchipaṇipanibhya āyaḥ panibhyaḥ→gupūdhūpavicchipaṇipanibhya +āyaḥ · āyādaya ārdhadhātuke vā ādayaḥ→āyādaya +ārdhadhātuke
t i → d i	consonant / other	14	0.38	tasmād ityuttarasya tasmād+iti · dhātoḥ karmaṇaḥ samānakartṛkād icchāyāṃ vā kartṛkāt→samānakartṛkād +icchāyāṃ · sālvāvayavapratyagrathakalakūṭāśmakād iñ aśmakāt→sālvāvayavapratyagrathakalakūṭāśmakād +iñ · pāṇḍukambalād iniḥ kambalāt→pāṇḍukambalād +iniḥ
m ś → ṃ ś	anusvāra / nasal	14	0.38	svaṃ rūpaṃ śabdasyāśabdasaṃjñā rūpaṃ+śabdasya · pratyāṅbhyāṃ śruvaḥ āṅbhyām→pratyāṅbhyāṃ +śruvaḥ · pratyāṅbhyāṃ śruvaḥ pūrvasya kartā āṅbhyām→pratyāṅbhyāṃ +śruvaḥ · bhīhrībhṛhuvāṃ śluvac ca huvām→bhīhrībhṛhuvāṃ +ślu
m n → ṃ n	anusvāra / nasal	14	0.38	tiṣyapunarvasvor nakṣatradvandve bahuvacanasya dvivacanaṃ nityam dvivacanaṃ+nityam · ardhaṃ napuṃsakam ardhaṃ+napuṃsakam · apathaṃ napuṃsakam apathaṃ+napuṃsakam · strīpuṃsābhyāṃ nañsnañau bhavanāt puṃsābhyām→strīpuṃsābhyāṃ +nañ
a s → ' s	consonant / other	14	0.38	cādayo 'sattve a+sattve→'sattve · vibhāṣā guṇe 'striyām a+striyām→'striyām · vā 'sarūpo 'striyām a+striyām→'striyām · bhṛño 'sañjñāyām a+sañjñāyām→'sañjñāyām
ḥ ā → r ā	visarga	13	0.35	vṛddhir ādaic vṛddhir+ā · or āvaśyake or+āvaśyake · phalegrahir ātmambhariś ca phalegrahir+ātmambhariś · śṝvandyor āruḥ vandyoḥ→śṝvandyor +āruḥ
aḥ m → o m	visarga	13	0.35	adaso māt adaso+māt · āto maninkvanibvanipaś ca taḥ→āto +manin · ito manuṣyajāteḥ taḥ→ito +manuṣya · tadvān āsām upadhāno mantra iti iṣṭakāsu luk ca matoḥ upadhāno+mantra
ī a → y a	vowel coalescence	13	0.35	īdūtau ca saptamyarthe saptamī+arthe→saptamyarthe · dāṇaś ca sā cec caturthyarthe caturthī+arthe→caturthyarthe · pañcamyapāṅparibhiḥ pañcamī+apa→pañcamyapāṅparibhiḥ · ṣaṣṭhyatasarthapratyayena ṣaṣṭhī+atas→ṣaṣṭhyatasarthapratyayena
t l → l l	consonant / other	13	0.35	asaṃyogāl liṭ kit saṃyogāt→asaṃyogāl +liṭ · anupasargāl limpavindadhāripārivedyudejicetisātisāhibhyaś ca upasargāt→anupasargāl +limpa · kambojāl luk kambojāl+luk · proktāl luk proktāl+luk
ḥ u → r u	visarga	13	0.35	gostriyor upasarjanasya striyoḥ→gostriyor +upasarjanasya · dhārer uttamarṇaḥ dhārer+uttamarṇaḥ · krudhadruhor upasṛṣṭayoḥ karma druhoḥ→krudhadruhor +upasṛṣṭayoḥ · prahāse ca manyopapade manyater uttama ekavac ca manyater+uttama
m j → ṃ j	anusvāra / nasal	13	0.35	viparābhyāṃ jeḥ parābhyām→viparābhyāṃ +jeḥ · ślāghahnuṅsthāśapāṃ jñīpsyamānaḥ śapām→ślāghahnuṅsthāśapāṃ +jñīpsyamānaḥ · saptamyāṃ janer ḍaḥ saptamyāṃ+janer · janapadināṃ janapadavat sarvaṃ janapadena samānaśabdānāṃ bahuvacane janapadināṃ+janapada
ī ā → y ā	vowel coalescence	13	0.35	yū stryākhyau nadī strī+ākhyau→stryākhyau · ūryādicviḍācaś ca ūrī+ādi→ūryādicviḍācaś · kryādibhyaḥ śnā krī+ādibhyaḥ→kryādibhyaḥ · ṅyāpprātipadikāt ṅī+āp→ṅyāpprātipadikāt
ḥ v → Ø v	visarga	13	0.35	bhavyageyapravacanīyopasthānīyajanyāplāvyāpātyā vā āpātyāḥ→bhavyageyapravacanīyopasthānīyajanyāplāvyāpātyā +vā · pīlāyā vā pīlāyā+vā · kulaṭāyā vā kulaṭāyā+vā · śarkarāyā vā śarkarāyā+vā
ḥ e → r e	visarga	12	0.32	chandasi punarvasvorekavacanam punarvasvoḥ+ekavacanam→punarvasvorekavacanam · dvigur ekavacanam dvigur+ekavacanam · dhātor ekāco halādeḥ kriyāsamabhihāre yaṅ dhātor+eka · tayor eva kṛtyaktakhalarthāḥ tayor+eva
a e → ai	vowel coalescence	12	0.32	dvyekayor dvivacanaikavacane dvivacana+ekavacane→dvivacanaikavacane · adhikaraṇaitāvattve ca adhikaraṇa+etāvattve→adhikaraṇaitāvattve · tadrājasya bahuṣu tenaiva astriyām tena+eva→tenaiva · agāraikadeśe praghaṇapraghāṇau ca agāra+eka→agāraikadeśe
m g → ṃ g	anusvāra / nasal	12	0.32	pratyapibhyāṃ graheś chandasi apibhyām→pratyapibhyāṃ +graheś · padottarapadaṃ gṛhṇāti padam→padottarapadaṃ +gṛhṇāti · vaśaṃ gataḥ vaśaṃ+gataḥ · yojanaṃ gacchati yojanaṃ+gacchati
ḥ a → Ø a	visarga	12	0.32	eta ai taḥ→eta +ai · āta ai taḥ→āta +ai · caṭakāyā airak caṭakāyā+airak · saṅkhyāyā atiśadantāyāḥ kan saṅkhyāyā+a
m l → ṃ l	anusvāra / nasal	11	0.3	adarśanaṃ lopaḥ adarśanaṃ+lopaḥ · hrasvaṃ laghu hrasvaṃ+laghu · sibbahulaṃ leṭi bahulam→sibbahulaṃ +leṭi · garhāyāṃ laḍ apijātvoḥ garhāyāṃ+laḍ
m d → ṃ d	anusvāra / nasal	11	0.3	eṅ prācāṃ deśe prācāṃ+deśe · paravalliṅgaṃ dvandvatatpuruṣayoḥ liṅgam→paravalliṅgaṃ +dvandva · ṭhājādāv ūrdhvaṃ dvitīyād acaḥ ūrdhvaṃ+dvitīyād · tujādīnāṃ dīrgho 'bhyāsasya ādīnām→tujādīnāṃ +dīrgho
ḥ j → r j	visarga	11	0.3	na anor jñaḥ anor+jñaḥ · poṭāyuvatistokakatipayagṛṣṭidhenuvaśāvehadbaṣkayaṇīpravaktṛśrotriyādhyāpakadhūrtair jātiḥ dhūrtaiḥ→poṭāyuvatistokakatipayagṛṣṭidhenuvaśāvehadbaṣkayaṇīpravaktṛśrotriyādhyāpakadhūrtair +jātiḥ · kartror jīvapuruṣayor naśivahoḥ kartror+jīva · jher jus jher+jus
m bh → ṃ bh	anusvāra / nasal	11	0.3	bhītrārthānāṃ bhayahetuḥ arthānām→bhītrārthānāṃ +bhaya · rujārthānāṃ bhāvavacanānām ajvareḥ arthānām→rujārthānāṃ +bhāva · sañjñāyāṃ bhṛtṝvṛjidhārisahitapidamaḥ sañjñāyāṃ+bhṛ · āśaṃsāyāṃ bhūtavac ca āśaṃsāyāṃ+bhūta
m h → ṃ h	anusvāra / nasal	11	0.3	nityaṃ haste pāṇāvupayamane nityaṃ+haste · jāsiniprahaṇanāṭakrāthapiṣāṃ hiṃsāyām piṣām→jāsiniprahaṇanāṭakrāthapiṣāṃ +hiṃsāyām · rakṣoyātūnāṃ hananī yātūnām→rakṣoyātūnāṃ +hananī · aṃśaṃ hārī aṃśaṃ+hārī
aḥ b → o b	visarga	11	0.3	śeṣo bahuvrīhiḥ śeṣo+bahuvrīhiḥ · vyatyayo bahulam vyatyayo+bahulam · uṇādayo bahulam ādayaḥ→uṇādayo +bahulam · kṛtyalyuṭo bahulam lyuṭaḥ→kṛtyalyuṭo +bahulam
ḥ g → r g	visarga	11	0.3	unnyor graḥ nyoḥ→unnyor +graḥ · ākrośe 'vanyor grahaḥ nyoḥ→'vanyor +grahaḥ · aṇiñor anārṣayor gurūpottamayoḥ ṣyaṅ gotre ārṣayoḥ→anārṣayor +guru · or guṇaḥ or+guṇaḥ
ḥ e → Ø e	visarga	10	0.27	nipāta ekāj anāṅ nipāta+eka · apṛkta ekāl pratyayaḥ apṛkta+eka · sarūpāṇām ekaśeṣa ekavibhaktau śeṣaḥ→ekaśeṣa +eka · prahāse ca manyopapade manyater uttama ekavac ca uttama+ekavac
m m → ṃ m	anusvāra / nasal	10	0.27	udīcāṃ māṅo vyatīhāre udīcāṃ+māṅo · nadyāṃ matup nadyāṃ+matup · astināstidiṣṭaṃ matiḥ diṣṭam→astināstidiṣṭaṃ +matiḥ · dyudrubhyāṃ maḥ drubhyām→dyudrubhyāṃ +maḥ
ṭ a → ḍ a	consonant / other	9	0.24	suḍ anapuṃsakasya suḍ+a · loḍarthalakṣaṇe ca loṭ+artha→loḍarthalakṣaṇe · garhāyāṃ laḍ apijātvoḥ laḍ+api · viṃśatyādibhyas tamaḍ anyatarasyām tamaḍ+anyatarasyām
