rule	category	count	pct	examples
m j → ṃ j	anusvāra / nasal	6	2.01	sphurito 'py asphuritatanoḥ karoti kiṃ jantuvargasyeti kiṃ+jantu · yaṃ jarayā jharjharitaṃ kāsaśvāsādiduḥkhaviśadaṃ ca yaṃ+jarayā · nanu jīvatvaṃ nāma saṃsāritvaṃ tadviparītatvaṃ muktatvaṃ tathā ca parasparaviruddhayoḥ katham ekāyatanatvam upapannaṃ syāditi cet tad anupapannaṃ vikalpānupapatteḥ muktistāvat sarvatīrthakarasaṃmatā sā kiṃ jñeyapade niviśate na vā carame śaśaviṣāṇakalpā syāt prathame na jīvanaṃ varjanīyam ajīvato jñātṛtvānupapatteḥ kiṃ+jñeya · keṣāṃścit puṇyadṛśām unmīlati cinmayaṃ jyotiḥ mayam→cinmayaṃ +jyotiḥ
m m → ṃ m	anusvāra / nasal	5	1.68	supto'yaṃ matsamo devi mama pratyaṅgasambhavaḥ ayam→supto'yaṃ +mad · prakārāntareṇāpi jīvanmuktiyuktau neyaṃ vācoyuktiryuktimatīti cen na ṣaṭsvapi darśaneṣu dehapātānantaraṃ mukter uktatayā tatra viśvāsānupapattyā nirvicikitsapravṛtteranupapatteḥ anantaram→dehapātānantaraṃ +mukter · nanu vinaśvaratayā dṛśyamānasya dehasya kathaṃ nityatvam avamīyata iti cenmaivaṃ maṃsthāḥ ṣāṭkauśikasya śarīrasyānityatve rasābhrakapadābhilapyaharagaurīsṛṣṭijātasya nityatvopapatteḥ evam→cenmaivaṃ +maṃsthāḥ · nanu jīvatvaṃ nāma saṃsāritvaṃ tadviparītatvaṃ muktatvaṃ tathā ca parasparaviruddhayoḥ katham ekāyatanatvam upapannaṃ syāditi cet tad anupapannaṃ vikalpānupapatteḥ muktistāvat sarvatīrthakarasaṃmatā sā kiṃ jñeyapade niviśate na vā carame śaśaviṣāṇakalpā syāt prathame na jīvanaṃ varjanīyam ajīvato jñātṛtvānupapatteḥ tvam→tadviparītatvaṃ +mukta
a i → e	vowel coalescence	5	1.68	prakārāntareṇāpi jīvanmuktiyuktau neyaṃ vācoyuktiryuktimatīti cen na ṣaṭsvapi darśaneṣu dehapātānantaraṃ mukter uktatayā tatra viśvāsānupapattyā nirvicikitsapravṛtteranupapatteḥ na+iyam→neyaṃ · aṣṭādaśa saṃskārā vijñātavyāḥ prayatneneti prayatnena+iti→prayatneneti · krāmaṇavedhau bhakṣaṇam aṣṭādaśadheti rasakarmeti rasakarma+iti→rasakarmeti · na cedamadṛṣṭacaramiti mantavyaṃ viṣṇusvāmimatānusāribhiḥ nṛpañcāsyaśarīrasya nityatvopapādanāt ca+idam→cedamadṛṣṭacaramiti
t i → d i	consonant / other	5	1.68	pūrvaṃ lohe parīkṣeta paścāddehe prayojayediti prayojayet+iti→prayojayediti · nanu jīvatvaṃ nāma saṃsāritvaṃ tadviparītatvaṃ muktatvaṃ tathā ca parasparaviruddhayoḥ katham ekāyatanatvam upapannaṃ syāditi cet tad anupapannaṃ vikalpānupapatteḥ muktistāvat sarvatīrthakarasaṃmatā sā kiṃ jñeyapade niviśate na vā carame śaśaviṣāṇakalpā syāt prathame na jīvanaṃ varjanīyam ajīvato jñātṛtvānupapatteḥ syāt+iti→syāditi · nanvetat sāvayavaṃ rūpavad avabhāsamānaṃ nṛkaṇṭhoravāṅgaṃ saditi na saṃgacchata ityādinākṣepapuraḥsaraṃ sanakādipratyakṣaṃ sahasraśīrṣā puruṣa ityādiśruti tamadbhutaṃ bālakamambujekṣaṇaṃ caturbhujaṃ śaṅkhagadādyudāyudham ityādi purāṇalakṣaṇena pramāṇatrayeṇa siddhaṃ nṛpañcānanāṅgaṃ kathamasat syāditi sat+iti→saditi · nanvetat sāvayavaṃ rūpavad avabhāsamānaṃ nṛkaṇṭhoravāṅgaṃ saditi na saṃgacchata ityādinākṣepapuraḥsaraṃ sanakādipratyakṣaṃ sahasraśīrṣā puruṣa ityādiśruti tamadbhutaṃ bālakamambujekṣaṇaṃ caturbhujaṃ śaṅkhagadādyudāyudham ityādi purāṇalakṣaṇena pramāṇatrayeṇa siddhaṃ nṛpañcānanāṅgaṃ kathamasat syāditi syāt+iti→syāditi
ḥ i → Ø i	visarga	4	1.34	saṃsārasya paraṃ pāraṃ datte'sau pāradaḥ smṛta iti smṛta+iti · tatprapañcastu govindabhagavatpādācāryasarvajñarāmeśvarabhaṭṭārakaprabhṛtibhiḥ prācīnairācāryairnirūpita iti granthabhūyastvabhayād udāsyate nirūpitaḥ→prācīnairācāryairnirūpita +iti · nanvetat sāvayavaṃ rūpavad avabhāsamānaṃ nṛkaṇṭhoravāṅgaṃ saditi na saṃgacchata ityādinākṣepapuraḥsaraṃ sanakādipratyakṣaṃ sahasraśīrṣā puruṣa ityādiśruti tamadbhutaṃ bālakamambujekṣaṇaṃ caturbhujaṃ śaṅkhagadādyudāyudham ityādi purāṇalakṣaṇena pramāṇatrayeṇa siddhaṃ nṛpañcānanāṅgaṃ kathamasat syāditi puruṣa+ityādi · jāto yadyaparaṃ na vedayati ca svasmāt svayaṃ dyotate yo brahmaiva sa dainyasaṃsṛtibhayāt pāyādasau pārada iti pārada+iti
e a → e'	vowel coalescence	4	1.34	saṃsārasya paraṃ pāraṃ datte'sau pāradaḥ smṛta iti datte+asau→datte'sau · rasārṇave'pi rasārṇave+api→rasārṇave'pi · ṣaḍdarśane'pi muktistu darśitā piṇḍapātane ṣaḍdarśane+api→ṣaḍdarśane'pi · ete'nye bahavaḥ siddhā jīvanmuktāścaranti hi ete+anye→ete'nye
aḥ g → o g	visarga	4	1.34	pārado gadito yasmāt parārthaṃ sādhakottamaiḥ pārado+gadito · govindabhagavatpādācāryo govindanāyakaḥ ācāryaḥ→govindabhagavatpādācāryo +govinda · ārdratvaṃ ca ghanatvaṃ ca tejo gauravacāpalam tejo+gaurava · akṣataś ca laghudrāvī tejasvī nirmalo guruḥ nirmalo+guruḥ
aḥ y → o y	visarga	4	1.34	pārado gadito yasmāt parārthaṃ sādhakottamaiḥ gadito+yasmāt · mama deharaso yasmād rasastenāyam ucyate rasaḥ→deharaso +yasmād · vandyāste rasasiddhā mantragaṇaḥ kiṃkaro yeṣāmiti kiṃkaro+yeṣām · jāto yadyaparaṃ na vedayati ca svasmāt svayaṃ dyotate yo brahmaiva sa dainyasaṃsṛtibhayāt pāyādasau pārada iti jāto+yadi
ḥ t → s t	visarga	4	1.34	mama deharaso yasmād rasastenāyam ucyate rasaḥ+tena→rasastenāyam · ṣaḍdarśane'pi muktistu darśitā piṇḍapātane muktiḥ+tu→muktistu · vandyāste rasasiddhā mantragaṇaḥ kiṃkaro yeṣāmiti vandyāḥ+te→vandyāste · nanu jīvatvaṃ nāma saṃsāritvaṃ tadviparītatvaṃ muktatvaṃ tathā ca parasparaviruddhayoḥ katham ekāyatanatvam upapannaṃ syāditi cet tad anupapannaṃ vikalpānupapatteḥ muktistāvat sarvatīrthakarasaṃmatā sā kiṃ jñeyapade niviśate na vā carame śaśaviṣāṇakalpā syāt prathame na jīvanaṃ varjanīyam ajīvato jñātṛtvānupapatteḥ muktiḥ+tāvat→muktistāvat
a e → ai	vowel coalescence	4	1.34	yasyaitāni na dṛśyante taṃ vidyān mṛtasūtakam yasya+etāni→yasyaitāni · garbhadrutibāhyadrutikṣāraṇasarāgasāraṇāś caiva ca+eva→caiva · śreyaḥ paraṃ kimanyaccharīramajarāmaraṃ vihāyaikamiti vihāya+ekam→vihāyaikamiti · paramānandaikarasaṃ paramaṃ jyotiḥsvabhāvamavikalpam paramānanda+ekarasam→paramānandaikarasaṃ
i i → ī	vowel coalescence	3	1.01	apare māheśvarāḥ parameśvaratādātmyavādino'pi piṇḍasthairye sarvābhimatā jīvanmuktiḥ setsyatītyāsthāya piṇḍasthairyopāyaṃ pāradādipadavedanīyaṃ rasameva saṃgirante rasasya pāradatvaṃ saṃsāraparapāraprāpaṇahetutvena setsyati+iti→setsyatītyāsthāya · baddhaḥ khecaratāṃ kuryādraso vāyuśca bhairavīti bhairavi+iti→bhairavīti · tasmād adiṣṭadehanityatvam atyantādṛṣṭaṃ na bhavatīti puruṣārthakāmukaiḥ puruṣaireṣṭavyam bhavati+iti→bhavatīti
a u → o	vowel coalescence	3	1.01	pārado gadito yasmāt parārthaṃ sādhakottamaiḥ sādhaka+uttamaiḥ→sādhakottamaiḥ · karāmalakavatsāpi pratyakṣā nopalabhyate na+upalabhyate→nopalabhyate · ata evoktam eva+uktam→evoktam
t r → d r	consonant / other	3	1.01	mama deharaso yasmād rasastenāyam ucyate yasmād+rasaḥ · pūjanādrasadānācca dṛśyate ṣaḍvidhaṃ phalam pūjanāt+rasa→pūjanādrasadānācca · pramādādrasanindāyāḥ śrutāv enaṃ smaret sudhīḥ pramādāt+rasa→pramādādrasanindāyāḥ
ā e → ai	vowel coalescence	3	1.01	tadapyuktaṃ tathaiva tathā+eva→tathaiva · iti dhanaśarīrabhogānmatvā nityān sadaiva yatanīyam sadā+eva→sadaiva · jāto yadyaparaṃ na vedayati ca svasmāt svayaṃ dyotate yo brahmaiva sa dainyasaṃsṛtibhayāt pāyādasau pārada iti brahmā+eva→brahmaiva
e i → a i	vowel coalescence	3	1.01	nanu vinaśvaratayā dṛśyamānasya dehasya kathaṃ nityatvam avamīyata iti cenmaivaṃ maṃsthāḥ ṣāṭkauśikasya śarīrasyānityatve rasābhrakapadābhilapyaharagaurīsṛṣṭijātasya nityatvopapatteḥ avamīyata+iti · nanvetat sāvayavaṃ rūpavad avabhāsamānaṃ nṛkaṇṭhoravāṅgaṃ saditi na saṃgacchata ityādinākṣepapuraḥsaraṃ sanakādipratyakṣaṃ sahasraśīrṣā puruṣa ityādiśruti tamadbhutaṃ bālakamambujekṣaṇaṃ caturbhujaṃ śaṅkhagadādyudāyudham ityādi purāṇalakṣaṇena pramāṇatrayeṇa siddhaṃ nṛpañcānanāṅgaṃ kathamasat syāditi saṃgacchata+ityādinā · eko'sau rasarājaḥ śarīramajarāmaraṃ kuruta iti kuruta+iti
d t → t t	consonant / other	3	1.01	tasmājjīvanmuktiṃ samīhamānena yoginā prathamaṃ divyatanurvidheyā haragaurīsṛṣṭisaṃyogajanitatvaṃ ca rasasya harajatvenābhrakasya gaurīsambhavatvena tattadātmakatvamuktam tad+tad→tattadātmakatvamuktam · nanu saccidānandātmakaparatattvasphuraṇādeva muktisiddhau kim anena divyadehasampādanaprayāseneti cet tad etad avārttaṃ vārttaśarīrālābhe tadvārttāyā ayogāt cet+tad · nanu jīvatvaṃ nāma saṃsāritvaṃ tadviparītatvaṃ muktatvaṃ tathā ca parasparaviruddhayoḥ katham ekāyatanatvam upapannaṃ syāditi cet tad anupapannaṃ vikalpānupapatteḥ muktistāvat sarvatīrthakarasaṃmatā sā kiṃ jñeyapade niviśate na vā carame śaśaviṣāṇakalpā syāt prathame na jīvanaṃ varjanīyam ajīvato jñātṛtvānupapatteḥ cet+tad
i a → y a	vowel coalescence	3	1.01	atyalpam idam ucyate devadaityamunimānavādiṣu bahavo rasasāmarthyād divyaṃ dehamāśritya jīvanmuktimāśritāḥ śrūyante raseśvarasiddhānte ati+alpam→atyalpam · anyatra baddhasvarūpam apy abhyadhāyi apy+abhyadhāyi · jāto yadyaparaṃ na vedayati ca svasmāt svayaṃ dyotate yo brahmaiva sa dainyasaṃsṛtibhayāt pāyādasau pārada iti yadi+aparam→yadyaparaṃ
t d → d d	consonant / other	3	1.01	atyalpam idam ucyate devadaityamunimānavādiṣu bahavo rasasāmarthyād divyaṃ dehamāśritya jīvanmuktimāśritāḥ śrūyante raseśvarasiddhānte sāmarthyāt→rasasāmarthyād +divyaṃ · lohavedhastvayā deva yaddattaṃ paramīśitaḥ yat+dattam→yaddattaṃ · pūrvaṃ lohe parīkṣeta paścāddehe prayojayediti paścāt+dehe→paścāddehe
aḥ j → o j	visarga	3	1.01	mūrchito harati vyādhīn mṛto jīvayati svayam mṛto+jīvayati · nanu jīvatvaṃ nāma saṃsāritvaṃ tadviparītatvaṃ muktatvaṃ tathā ca parasparaviruddhayoḥ katham ekāyatanatvam upapannaṃ syāditi cet tad anupapannaṃ vikalpānupapatteḥ muktistāvat sarvatīrthakarasaṃmatā sā kiṃ jñeyapade niviśate na vā carame śaśaviṣāṇakalpā syāt prathame na jīvanaṃ varjanīyam ajīvato jñātṛtvānupapatteḥ jīvataḥ→ajīvato +jñātṛ · rasāṅkameyamārgokto jīvamokṣo 'sty adhomanāḥ uktaḥ→rasāṅkameyamārgokto +jīva
t m → n m	consonant / other	3	1.01	yasyaitāni na dṛśyante taṃ vidyān mṛtasūtakam vidyān+mṛta · keṣāṃścit puṇyadṛśām unmīlati cinmayaṃ jyotiḥ cit+mayam→cinmayaṃ · tasminnādhāya manaḥ sphuradakhilaṃ cinmayaṃ jagat paśyan cit+mayam→cinmayaṃ
m y → ṃ y	anusvāra / nasal	3	1.01	nājīvan jñāsyati jñeyaṃ yadato'styeva jīvanamiti jñeyaṃ+yat · kedārādīni liṅgāni pṛthivyāṃ yāni kānicit pṛthivyāṃ+yāni · bhrūyugamadhyagataṃ yat śikhividyutsūryavaj jagadbhāsi gatam→bhrūyugamadhyagataṃ +yat
m ś → ṃ ś	anusvāra / nasal	3	1.01	nanvetat sāvayavaṃ rūpavad avabhāsamānaṃ nṛkaṇṭhoravāṅgaṃ saditi na saṃgacchata ityādinākṣepapuraḥsaraṃ sanakādipratyakṣaṃ sahasraśīrṣā puruṣa ityādiśruti tamadbhutaṃ bālakamambujekṣaṇaṃ caturbhujaṃ śaṅkhagadādyudāyudham ityādi purāṇalakṣaṇena pramāṇatrayeṇa siddhaṃ nṛpañcānanāṅgaṃ kathamasat syāditi caturbhujaṃ+śaṅkha · kāśyādisarvaliṅgebhyo rasaliṅgārcanaṃ śivamiti arcanam→rasaliṅgārcanaṃ +śivam · vigalitamakalakleśaṃ jñeyaṃ śāntaṃ svayaṃvedyam jñeyaṃ+śāntaṃ
aḥ d → o d	visarga	2	0.67	supto'yaṃ matsamo devi mama pratyaṅgasambhavaḥ samaḥ→matsamo +devi · rasaśca pavanaśceti karmayogo dvidhā smṛtaḥ yogaḥ→karmayogo +dvidhā
d n → n n	consonant / other	2	0.67	prakārāntareṇāpi jīvanmuktiyuktau neyaṃ vācoyuktiryuktimatīti cen na ṣaṭsvapi darśaneṣu dehapātānantaraṃ mukter uktatayā tatra viśvāsānupapattyā nirvicikitsapravṛtteranupapatteḥ cen+na · nanu haragaurīsṛṣṭisiddhau piṇḍasthairyamāsthātuṃ pāryate tatsiddhireva kathamiti cen na aṣṭādaśasaṃskāravaśāttadupapatteḥ cen+na
t j → j j	consonant / other	2	0.67	tasmājjīvanmuktiṃ samīhamānena yoginā prathamaṃ divyatanurvidheyā haragaurīsṛṣṭisaṃyogajanitatvaṃ ca rasasya harajatvenābhrakasya gaurīsambhavatvena tattadātmakatvamuktam tasmāt+jīvanmuktim→tasmājjīvanmuktiṃ · bhrūyugamadhyagataṃ yat śikhividyutsūryavaj jagadbhāsi vat→śikhividyutsūryavaj +jagant
aḥ r → o r	visarga	2	0.67	atyalpam idam ucyate devadaityamunimānavādiṣu bahavo rasasāmarthyād divyaṃ dehamāśritya jīvanmuktimāśritāḥ śrūyante raseśvarasiddhānte bahavo+rasa · kāśyādisarvaliṅgebhyo rasaliṅgārcanaṃ śivamiti liṅgebhyaḥ→kāśyādisarvaliṅgebhyo +rasa
ḥ d → Ø d	visarga	2	0.67	devāḥ kecinmaheśādyā daityāḥ kāvyapuraḥsarāḥ ādyāḥ→kecinmaheśādyā +daityāḥ · jāto yadyaparaṃ na vedayati ca svasmāt svayaṃ dyotate yo brahmaiva sa dainyasaṃsṛtibhayāt pāyādasau pārada iti sa+dainya
ḥ n → Ø n	visarga	2	0.67	munayo vālakhilyādyā nṛpāḥ someśvarādayaḥ ādyāḥ→vālakhilyādyā +nṛpāḥ · te ca saṃskārā nirūpitāḥ saṃskārā+nirūpitāḥ
m dh → ṃ dh	anusvāra / nasal	2	0.67	na ca rasaśāstraṃ dhātuvādārthameveti mantavyaṃ dehavedhadvārā muktereva paramaprayojanatvāt śāstram→rasaśāstraṃ +dhātuvāda · āyatanaṃ vidyānāṃ mūlaṃ dharmārthakāmamokṣāṇām mūlaṃ+dharma
