rule	category	count	pct	examples
m k → ṃ k	anusvāra / nasal	825	2.33	ādyamatra kathāpīṭhaṃ kathāmukhamataḥ param kathāpīṭhaṃ+kathāmukham · uttaraṃ tasya śikharaṃ kailāsākhyo mahāgiriḥ śikharaṃ+kailāsa · taṃ kadācitsamutpannavisrambhā rahasi priyā taṃ+kadācid · kiṃ te priyaṃ karomīti babhāṣe śaśiśekharaḥ priyaṃ+karomi
m m → ṃ m	anusvāra / nasal	745	2.1	tato dadṛśatustatra jvālāliṅgaṃ mahatpuraḥ liṅgam→jvālāliṅgaṃ +mahat · tato nārāyaṇo devaḥ sa varaṃ mām ayācata varaṃ+mām · kapālamālī bhartā te kathamāhūyatāṃ makhe āhūyatām→kathamāhūyatāṃ +makhe · itthaṃ me pūrvajāyā tvaṃ kimanyatkathyate tava itthaṃ+me
aḥ a → o a	visarga	729	2.06	śūlaṃ trijagato 'pyasya hṛdayāccitramuddhṛtam trijagato+api · āvirbhūya mayā coktau varaḥ ko 'pyarthyatāmiti ko+api · apūjyastena jāto 'sāvatyāroheṇa ninditaḥ jāto+asau · bhūyāsaṃ tava śuśrūṣāparo 'haṃ bhagavanniti paraḥ→śuśrūṣāparo +'haṃ
m n → ṃ n	anusvāra / nasal	717	2.02	praṇamya vācaṃ niḥśeṣapadārthoddyotadīpikām vācaṃ+niḥśeṣa · kiṃ na bhartā mamāhūtastvayā tātocyatāmiti kiṃ+na · dhūrtastvaṃ na kathāṃ hṛdyāṃ kathayasyarthito 'pi san tvam→dhūrtastvaṃ +na · niṣkāraṇaṃ niṣedho 'dya mamāpīti kutūhalāt niṣkāraṇaṃ+niṣedho
a e → ai	vowel coalescence	669	1.89	vaidagdhyakhyātilobhāya mama naivāyamudyamaḥ na+eva→naivāyamudyamaḥ · praṇidhānādatha jñātvā jagādaivamumāpatiḥ jagāda+evam→jagādaivamumāpatiḥ · kātyāyano jagādainamupaviṣṭaḥ kṣaṇāntare jagāda+enam→jagādainamupaviṣṭaḥ · kiṃcaitanme kapālātma jagaddevi kare sthitam kiṃca+etat→kiṃcaitanme
m d → ṃ d	anusvāra / nasal	614	1.73	śriyaṃ diśatu vaḥ śaṃbhoḥ śyāmaḥ kaṇṭho manobhuvā śriyaṃ+diśatu · pāpo 'yam asmājjātena kiṃ dehena mamāmunā kiṃ+dehena · kathāṃ kathayituṃ divyāṃ tataḥ kopaṃ mumoca sā kathayituṃ+divyāṃ · taṃ dṛṣṭvā saṃsmarañjātiṃ yadā tasmai kathāmimām taṃ+dṛṣṭvā
a u → o	vowel coalescence	586	1.65	saṃdhyānuttotsave tārāḥ kareṇoddhūya vighnajit kareṇa+uddhūya→kareṇoddhūya · piṅgottuṅgajaṭājūṭagato yasyāśnute navaḥ piṅga+uttuṅga→piṅgottuṅgajaṭājūṭagato · āvirbhūya mayā coktau varaḥ ko 'pyarthyatāmiti ca+uktau→coktau · kiṃ na bhartā mamāhūtastvayā tātocyatāmiti tāta+ucyatām→tātocyatāmiti
i a → y a	vowel coalescence	498	1.4	bṛhatkathāyāḥ sārasya saṃgrahaṃ racayāmyaham racayāmi+aham→racayāmyaham · carācaragurus tatra nivasatyambikāsakhaḥ nivasati+ambikā→nivasatyambikāsakhaḥ · tasyāḥ svalpāṃ kathāmevaṃ śivaḥ saṃpratyavarṇayat saṃprati+avarṇayat→saṃpratyavarṇayat · vidyādharāṇāṃ caritam atas te varṇayāmy aham varṇayāmy+aham
ḥ c → ś c	visarga	477	1.35	alabdhāntau tapobhirmāṃ toṣayāmāsatuśca tau toṣayāmāsatuḥ+ca→toṣayāmāsatuśca · tau ca prajāpatīnanyānsṛṣṭavantau prajāśca te prajāḥ+ca→prajāśca · ayaṃ mūrkho daridraśca viparīto 'sya cānujaḥ daridraḥ+ca→daridraśca · nāmnā vararuciś cāyaṃ tat tad asmai hi rocate vararuciś+ca
ā e → ai	vowel coalescence	405	1.14	yathā mūlaṃ tathaivaitanna manāgapyatikramaḥ tathā+eva→tathaivaitanna · varjitas tv aham evaikas tato 'pṛcchyata sa tvayā evā+ekaḥ→evaikas · puruṣas tena mūrdhānam athaitasyāham achidam athā+etasya→athaitasyāham · tathaiva tanmayā sarvaṃ paṭhitaṃ paśyatos tayoḥ tathā+eva→tathaiva
i u → y u	vowel coalescence	395	1.11	ityuvāca giraṃ so 'tha tvatkarṇaviṣasūcikām iti+uvāca→ityuvāca · ityuktvā virate śaṃbhau devī kopākulābravīt iti+uktvā→ityuktvā · neha kaiścit praveṣṭavyam ity uktena tayā svayam ity+uktena · ityuktvā śailatanayā vyaramattau ca tatkṣaṇāt iti+uktvā→ityuktvā
m ś → ṃ ś	anusvāra / nasal	387	1.09	saṃdhyāpiśaṅgapūrvādriśṛṅgasaṅgasukhaṃ śaśī sukham→saṃdhyāpiśaṅgapūrvādriśṛṅgasaṅgasukhaṃ +śaśī · tasyāḥ svalpāṃ kathāmevaṃ śivaḥ saṃpratyavarṇayat evam→kathāmevaṃ +śivaḥ · yo hi nārāyaṇaḥ sā tvaṃ śaktiḥ śaktimato mama tvaṃ+śaktiḥ · iti kopātparityaktaṃ śarīraṃ tatpriye tvayā parityaktam→kopātparityaktaṃ +śarīraṃ
m r → ṃ r	anusvāra / nasal	380	1.07	bṛhatkathāyāḥ sārasya saṃgrahaṃ racayāmyaham saṃgrahaṃ+racayāmi · ko hi vittaṃ rahasyaṃ vā strīṣu śaknoti gūhitum vittaṃ+rahasyaṃ · kailāsaśailataṭakalpitakalpavallilīlāgṛheṣu dayitāṃ ramayann uvāsa dayitāṃ+ramayann · mayā tato vibhidyoruṃ raktabindurnipātitaḥ ūrum→vibhidyoruṃ +rakta
t a → d a	consonant / other	377	1.06	sūryaprabhābhidhānaśca lambakaḥ syādathāṣṭamaḥ syāt+atha→syādathāṣṭamaḥ · praṇidhānādatha jñātvā jagādaivamumāpatiḥ praṇidhānāt+atha→praṇidhānādatha · gaganādevam udabhūd aśarīrā sarasvatī udabhūd+aśarīrā · eṣa śrutadharo jāto vidyāṃ varṣādavāpsyati varṣāt+avāpsyati→varṣādavāpsyati
aḥ v → o v	visarga	373	1.05	niruddhe nandinā dvāre haro vaktuṃ pracakrame haro+vaktuṃ · tasyāṃ sa puṣpadanto vararucināmā priye jātaḥ puṣpadanto+vararuci · śāpāntaṃ prati vijñapto vadati sma dhanādhipaḥ vijñapto+vadati · itīha dhanadenāsya śāpānto vihitastadā antaḥ→śāpānto +vihitaḥ
m y → ṃ y	anusvāra / nasal	371	1.05	māhātmyam iyatīṃ bhūmim ārūḍhaṃ yasya bhūbhṛtām ārūḍhaṃ+yasya · taṃ dṛṣṭvā saṃsmarañjātiṃ yadā tasmai kathāmimām jātim→saṃsmarañjātiṃ +yadā · māṃ pavitraya bhūyo 'pi na gopyaṃ yadi mādṛśe gopyaṃ+yadi · athāvāṃ tatpuraṃ yātau pṛcchatostatra cāvayoḥ puram→tatpuraṃ +yātau
aḥ m → o m	visarga	366	1.03	śriyaṃ diśatu vaḥ śaṃbhoḥ śyāmaḥ kaṇṭho manobhuvā kaṇṭho+manobhuvā · uttaraṃ tasya śikharaṃ kailāsākhyo mahāgiriḥ ākhyaḥ→kailāsākhyo +mahā · mandaro mathite 'pyabdhau na sudhāsitatāṃ gataḥ mandaro+mathite · gaṇair vidyādharaiḥ siddhaiḥ sevyamāno maheśvaraḥ sevyamāno+maheśvaraḥ
aḥ n → o n	visarga	321	0.91	tato lāvānako nāma tṛtīyo lambako bhavet lāvānako+nāma · kauśāmbyāṃ somadattākhyo nāmnāgniśikha ityapi ākhyaḥ→somadattākhyo +nāmnā · nṛtyatyeṣa piturmittraṃ tava nando naṭaḥ suta nando+naṭaḥ · yajñadattasutāḥ sādhvyo nananduḥ phalitavratāḥ sādhvyo+nananduḥ
m bh → ṃ bh	anusvāra / nasal	312	0.88	granthavistarasaṃkṣepamātraṃ bhāṣā ca bhidyate mātram→granthavistarasaṃkṣepamātraṃ +bhāṣā · māhātmyam iyatīṃ bhūmim ārūḍhaṃ yasya bhūbhṛtām iyatīṃ+bhūmim · bhūtaṃ bhavad bhaviṣyad vā kiṃ tat syāj jagati priye bhūtaṃ+bhavad · mahīṃ bhramantau himavatpādamūlamavāpatuḥ mahīṃ+bhramantau
m g → ṃ g	anusvāra / nasal	312	0.88	mandaro mathite 'pyabdhau na sudhāsitatāṃ gataḥ tām→sudhāsitatāṃ +gataḥ · sadācāro bhavānevaṃ kathametāṃ gatiṃ gataḥ gatiṃ+gataḥ · sadācāro bhavānevaṃ kathametāṃ gatiṃ gataḥ etām→kathametāṃ +gatiṃ · tābhyāṃ gaṇābhyāṃ sahitaḥ śāpamenaṃ tariṣyati tābhyāṃ+gaṇābhyāṃ
ā i → e	vowel coalescence	291	0.82	neha kaiścit praveṣṭavyam ity uktena tayā svayam nā+iha→neha · śrutvetyānāyayaddevī puṣpadantamatikrudhā śrutvā+iti→śrutvetyānāyayaddevī · tvayā ca puṣpadantasya sa eveti smara priye evā+iti→eveti · pitṛbhiste prayuktāḥ smaḥ svarṇaṃ dattveti cābruvan dattvā+iti→dattveti
e a → e '	vowel coalescence	271	0.76	tac chrutvaivābravīd brahmā putro me 'stu bhavāniti me+'stu · tacchrutvā pratipede 'sya vihitānunayo haraḥ pratipede+'sya · dadarśa ca samīpe 'sya piśācānāṃ śatairvṛtam samīpe+'sya · ata eva vivṛddhe 'smin bālake cintayāmy aham vivṛddhe+'smin
ḥ a → ḥ '	visarga	267	0.75	ataḥ śarīrabhūto 'sau mama jātastvadātmanā bhūtaḥ+'sau · dhūrtastvaṃ na kathāṃ hṛdyāṃ kathayasyarthito 'pi san arthitaḥ+'pi · etacchrutvā vacaḥ śambhoḥ saharṣo 'ham ihāgataḥ harṣaḥ+'ham · tayorekasya putro 'yamindradatto 'parasya ca indradattaḥ+'parasya
t c → c c	consonant / other	266	0.75	syāccaturdārikākhyaśca tato madanamañcukā syāt+caturdārika→syāccaturdārikākhyaśca · śūlaṃ trijagato 'pyasya hṛdayāccitramuddhṛtam hṛdayāt+citram→hṛdayāccitramuddhṛtam · tacca tatsaṃcayāyaiva mayā soḍhaṃ tava priye tat+ca→tacca · avadacca candramauliḥ kauśāmbītyasti yā mahānagarī avadat+ca→avadacca
m h → ṃ h	anusvāra / nasal	265	0.75	cakravartī girīndrāṇāṃ himavāniti viśrutaḥ girīndrāṇāṃ+himavān · dhūrtastvaṃ na kathāṃ hṛdyāṃ kathayasyarthito 'pi san kathāṃ+hṛdyāṃ · asmajjananyośca tataḥ sphuṭitaṃ hṛdayaṃ śucā sphuṭitaṃ+hṛdayaṃ · spṛśanti na nṛśaṃsānāṃ hṛdayaṃ bandhubuddhayaḥ nṛśaṃsānāṃ+hṛdayaṃ
a i → e	vowel coalescence	258	0.73	yogī bhūtvā praviśyedaṃ puṣpadantastadāśṛṇot praviśya+idam→praviśyedaṃ · vyāḍinaivopanīto 'haṃ vedārhatvaṃ mamecchatā mama+icchatā→mamecchatā · triśrutaṃ cendradattena guruṇoktamagṛhyata ca+indradattena→cendradattena · tadiha praviśetyuktvā ceṭyastāstaṃ tathāvidham praviśa+iti→praviśetyuktvā
s s → ḥ s	consonant / other	246	0.69	śaśāṅkavatyapi tathā tataḥ syānmadirāvatī tataḥ+syāt · mahābhiṣekānugatastataḥ syātpañcalambakaḥ tatas→mahābhiṣekānugatastataḥ +syāt · tataḥ suratamañjaryapyatha padmavatī bhavet tataḥ+suratamañjarī · tataḥ sa vallabhā tasya nirbandhamakarotprabhoḥ tataḥ+sa
t v → d v	consonant / other	240	0.68	bhūtaṃ bhavad bhaviṣyad vā kiṃ tat syāj jagati priye bhaviṣyad+vā · iti devyā haro yāvad vakti tāvad upāgamat yāvad+vakti · puṣpadanta pravaktāsi tadā śāpādvimokṣyase śāpāt+vimokṣyase→śāpādvimokṣyase · prāhiṇodvindhyakāntāraṃ kāṇabhūtimavekṣitum prāhiṇot+vindhya→prāhiṇodvindhyakāntāraṃ
d k → t k	consonant / other	238	0.67	ramyāṃ kāṃcitkathāṃ brūhi devādya mama nūtanām kāṃcid+kathām→kāṃcitkathāṃ · ityuvāca giraṃ so 'tha tvatkarṇaviṣasūcikām tvad+karṇa→tvatkarṇaviṣasūcikām · alakṣito yogavaśātpraviveśa sa tatkṣaṇāt tad+kṣaṇāt→tatkṣaṇāt · mālyavantaṃ ca vijñaptiṃ kurvāṇaṃ tatkṛte gaṇam tad+kṛte→tatkṛte
m j → ṃ j	anusvāra / nasal	236	0.67	nipatya pādayostābhyāṃ jayayā saha bodhitā tābhyām→pādayostābhyāṃ +jayayā · purā kalpakṣaye vṛtte jātaṃ jalamayaṃ jagat jātaṃ+jala · purā kalpakṣaye vṛtte jātaṃ jalamayaṃ jagat mayam→jalamayaṃ +jagat · tadbrūhi nijavṛttāntaṃ janmanaḥ prabhṛti prabho vṛttāntam→nijavṛttāntaṃ +janmanaḥ
t ś → cch	consonant / other	222	0.63	tacchrutvā pratipede 'sya vihitānunayo haraḥ tat+śrutvā→tacchrutvā · tacchrutvā kṛtasauhārdaṃ kāṇabhūtistamabravīt tat+śrutvā→tacchrutvā · ujjayinyāṃ śmaśāne yacchṛṇu tatkathayāmi te yat+śṛṇu→yacchṛṇu · etacchrutvā vacaḥ śambhoḥ saharṣo 'ham ihāgataḥ etat+śrutvā→etacchrutvā
aḥ d → o d	visarga	214	0.6	tato nārāyaṇo devaḥ sa varaṃ mām ayācata nārāyaṇo+devaḥ · ekāntasukhino devā manuṣyā nityaduḥkhitāḥ sukhinaḥ→ekāntasukhino +devā · piśāco dṛśyate yo 'yameṣa vaiśravaṇānugaḥ piśāco+dṛśyate · ayaṃ mūrkho daridraśca viparīto 'sya cānujaḥ mūrkho+daridraḥ
ḥ a → r a	visarga	206	0.58	kim idam iti samantād draṣṭum abhyetya varṣaṃ stutimukharamukhaśrīr arcati sma praṇāmaiḥ śrīḥ→stutimukharamukhaśrīr +arcati · nicikṣipurathābadhnannargalena bahiśca tām nicikṣipuḥ+athā→nicikṣipurathābadhnannargalena · gatāsorasya bhūpasya śarīraṃ praviśāmyaham gatāsoḥ+asya→gatāsorasya · cārairanviṣya tanmadhye labdhvā devagṛhāttataḥ cāraiḥ+anviṣya→cārairanviṣya
t m → n m	consonant / other	183	0.52	śaśāṅkavatyapi tathā tataḥ syānmadirāvatī syāt+madirāvatī→syānmadirāvatī · svato me nāsti vijñānaṃ kiṃtu śarvānmayā śrutam śarvāt+mayā→śarvānmayā · śāpāvatīrṇād ākarṇya puṣpadantānmahākathām puṣpadantāt+mahā→puṣpadantānmahākathām · tiṣṭhatos tatra ca tayor udabhūn murajadhvaniḥ udabhūn+muraja
a ī → e	vowel coalescence	177	0.5	jānāti hi jayāpyetaditi ceśvaramabhyadhāt ca+īśvaram→ceśvaramabhyadhāt · vindhyāṭavyāṃ piśācatvamādiśad dhanadeśvaraḥ dhanada+īśvaraḥ→dhanadeśvaraḥ · śrutvaitatsahasā serṣyaṃ śarvavarmā kilāvadat sa+īrṣyam→serṣyaṃ · atrāntare sa vatseśapratidūtastadabravīt vatsa+īśa→vatseśapratidūtastadabravīt
ḥ i → Ø i	visarga	176	0.5	prasādaprāptacandrārdhā iva bhānti surāsurāḥ ardhāḥ→prasādaprāptacandrārdhā +iva · nāmnā vararuciḥ kiṃca kātyāyana iti śrutaḥ kātyāyana+iti · yakṣo mitramabhūccāsya rakṣaḥ sthūlaśirā iti sthūlaśirā+iti · smṛtvā vararucirjātiṃ suptotthita ivāvadat utthitaḥ→suptotthita +iva
d p → t p	consonant / other	172	0.49	tatastaccāṭubuddhyaiva tatprabhāvanibandhanām tad+prabhāva→tatprabhāvanibandhanām · neha kaiścit praveṣṭavyam ity uktena tayā svayam kaiścit+praveṣṭavyam · tvatprasādādgataprāyaḥ sa śāpo me śarīrataḥ tvad+prasādāt→tvatprasādādgataprāyaḥ · ahaṃ vyāḍiḥ samutpanno matpitāstaṃ gatastataḥ mad+pitā→matpitāstaṃ
t e → d e	consonant / other	169	0.48	velālambakasaṃjñaśca bhavedekādaśastataḥ bhavet+ekādaśaḥ→bhavedekādaśastataḥ · tasyāntamīkṣituṃ prāyādeka ūrdhvamadho 'paraḥ prāyāt+ekaḥ→prāyādeka · tadenaṃ dehi gacchāvo vidyādraviṇasiddhaye tat+enam→tadenaṃ · gaganādevam udabhūd aśarīrā sarasvatī gaganāt+evam→gaganādevam
m b → ṃ b	anusvāra / nasal	165	0.47	ramyāṃ kāṃcitkathāṃ brūhi devādya mama nūtanām kathām→kāṃcitkathāṃ +brūhi · asti māmīkṣituṃ pūrvaṃ brahmā nārāyaṇastathā pūrvaṃ+brahmā · sakṛcchrutamayaṃ bālaḥ sarvaṃ vai dhārayeddhṛdi ayam→sakṛcchrutamayaṃ +bālaḥ · spṛśanti na nṛśaṃsānāṃ hṛdayaṃ bandhubuddhayaḥ hṛdayaṃ+bandhu
i e → y e	vowel coalescence	165	0.47	nṛtyatyeṣa piturmittraṃ tava nando naṭaḥ suta nṛtyati+eṣa→nṛtyatyeṣa · kṛtvā mūrkhāya viprāya dadatyeva kṛte hi tāḥ dadati+eva→dadatyeva · evamuktvā vararuciḥ śṛṇvatyekāgramānase śṛṇvati+ekāgra→śṛṇvatyekāgramānase · dadāmyetadanarghaṃ vo ratnālaṃkaraṇaṃ nijam dadāmi+etat→dadāmyetadanarghaṃ
aḥ bh → o bh	visarga	162	0.46	tato lāvānako nāma tṛtīyo lambako bhavet lambako+bhavet · tato ratnaprabhā nāma lambakaḥ saptamo bhavet saptamo+bhavet · martyo bhavāvinīteti vihvalaṃ taṃ śaśāpa sā martyo+bhava · sadācāro bhavānevaṃ kathametāṃ gatiṃ gataḥ ācāraḥ→sadācāro +bhavān
ā ā → ā	vowel coalescence	162	0.46	tapasārādhitā devī svapnādeśena sā ca tam tapasā+ārādhitā→tapasārādhitā · ityuktvā sāvayoḥ sādhvī kathāmetāmavarṇayat sā+āvayoḥ→sāvayoḥ · ākarṣikākhyāṃ tasyāṃ ca nabhaso 'vatatāra saḥ ākarṣikā+ākhyām→ākarṣikākhyāṃ · athālāpe kṛte vṛtte gāndharvodvāhakarmaṇi athā+ālāpe→athālāpe
t d → d d	consonant / other	159	0.45	kapāleṣu śmaśāneṣu kasmāddeva ratistava kasmāt+deva→kasmāddeva · jalāntastadabhūdaṇḍaṃ tasmāddvedhākṛtātpumān tasmāt+dvedhā→tasmāddvedhākṛtātpumān · kiṃcaitanme kapālātma jagaddevi kare sthitam jagat+devi→jagaddevi · tasyāṃ tasmāddvijavarādeṣa jāto 'smi śāpataḥ tasmāt+dvijavarāt→tasmāddvijavarādeṣa
i ā → y ā	vowel coalescence	155	0.44	yojanānāṃ sahasrāṇi bahūnyākramya tiṣṭhati bahūni+ākramya→bahūnyākramya · supratīkābhidho yakṣaḥ kāṇabhūtyākhyayā sthitaḥ kāṇabhūti+ākhyayā→kāṇabhūtyākhyayā · ityādiṣṭaḥ sa tenaiva saharṣo 'yamihāgataḥ iti+ādiṣṭaḥ→ityādiṣṭaḥ · baddhasnehā dadhatyāśāmeṣo 'smāñjīvayediti dadhati+āśām→dadhatyāśāmeṣo
aḥ r → o r	visarga	151	0.43	babhūva putrako rājā tapo'dhīnā hi saṃpadaḥ putrako+rājā · dadāmyetadanarghaṃ vo ratnālaṃkaraṇaṃ nijam vo+ratna · abhūdanyonyasaṃmardo racayantyāṃ gatāgatam saṃmardaḥ→abhūdanyonyasaṃmardo +racayantyāṃ · prātastayā ca vijñapto rājā cārānvyasarjayat vijñapto+rājā
aḥ h → o h	visarga	147	0.41	ahaṃ tvayatnāditi yo hasatīva svakāntibhiḥ yo+hasati · yo hi nārāyaṇaḥ sā tvaṃ śaktiḥ śaktimato mama yo+hi · tacchrutvā pratipede 'sya vihitānunayo haraḥ anunayaḥ→vihitānunayo +haraḥ · ko hi vittaṃ rahasyaṃ vā strīṣu śaknoti gūhitum ko+hi
t i → d i	consonant / other	143	0.4	bhavatī yan na jānīyād iti śarvo 'py uvāca tām jānīyād+iti · sarvamājanmavṛttāntaṃ vistarādidamabravīt vistarāt+idam→vistarādidamabravīt · kva sa varṣa upādhyāyo bhaved iti divāniśam bhaved+iti · etannimittaṃ yuddhaṃ nau yo balī sa hared iti hared+iti
aḥ y → o y	visarga	140	0.39	piṅgottuṅgajaṭājūṭagato yasyāśnute navaḥ gataḥ→piṅgottuṅgajaṭājūṭagato +yasya · iti devyā haro yāvad vakti tāvad upāgamat haro+yāvad · alakṣito yogavaśātpraviveśa sa tatkṣaṇāt alakṣito+yoga · supratīkābhidho yakṣaḥ kāṇabhūtyākhyayā sthitaḥ abhidhaḥ→supratīkābhidho +yakṣaḥ
u a → v a	vowel coalescence	138	0.39	ahaṃ tvayatnāditi yo hasatīva svakāntibhiḥ tu+ayatnāt→tvayatnāditi · tasyāḥ svalpāṃ kathāmevaṃ śivaḥ saṃpratyavarṇayat su+alpām→svalpāṃ · varjitas tv aham evaikas tato 'pṛcchyata sa tvayā tv+aham · tacchrutvā putrako 'vādīt kiṃ yuddhenāstv ayaṃ paṇaḥ astu→yuddhenāstv +ayaṃ
aḥ j → o j	visarga	130	0.37	kātyāyano jagādainamupaviṣṭaḥ kṣaṇāntare kātyāyano+jagāda · eṣa śrutadharo jāto vidyāṃ varṣādavāpsyati śrutadharo+jāto · ityuktvā sa vibhuḥ svapne sādhvīstisro jagāda tāḥ tisraḥ→sādhvīstisro +jagāda · ityakasmādbahis tāvad yāmikaḥ puruṣo jagau puruṣo+jagau
ḥ v → Ø v	visarga	129	0.36	tapastuṣṭena tenāsya sarvā vidyāḥ prakāśitāḥ sarvā+vidyāḥ · ninyustaddarśanavyājāddvijā vindhyanivāsinīm dvijāḥ→ninyustaddarśanavyājāddvijā +vindhyanivāsinīm · vañcanapravaṇā veśyā dvijā matpitaro yathā pravaṇāḥ→vañcanapravaṇā +veśyā · indrotsavaṃ kadācicca prekṣituṃ nirgatā vayam nirgatā+vayam
t n → n n	consonant / other	127	0.36	bhavatī yan na jānīyād iti śarvo 'py uvāca tām yan+na · idam evaṃvidhaṃ kasmān nagaraṃ kṣetratāṃ gatam kasmān+nagaraṃ · puruṣān putrako 'pṛcchat kasmān nihatha mām iti kasmān+nihatha · yāvatkiṃcidgatā tāvanniruddhā sā purodhasā tāvat+niruddhā→tāvanniruddhā
i i → ī	vowel coalescence	125	0.35	ahaṃ tvayatnāditi yo hasatīva svakāntibhiḥ hasati+iva→hasatīva · kiṃ te priyaṃ karomīti babhāṣe śaśiśekharaḥ karomi+iti→karomīti · ityukte śaṃbhunā tatra śroṣyāmīti sakautuke śroṣyāmi+iti→śroṣyāmīti · itīha dhanadenāsya śāpānto vihitastadā iti+iha→itīha
d s → t s	consonant / other	125	0.35	taṃ kadācitsamutpannavisrambhā rahasi priyā kadācid+samutpanna→kadācitsamutpannavisrambhā · tacca tatsaṃcayāyaiva mayā soḍhaṃ tava priye tad+saṃcayāya→tatsaṃcayāyaiva · kālena svargate tasminsabhārye te ca tatsutāḥ tad+sutāḥ→tatsutāḥ · yaṣṭyā yallikhyate kiṃcitsatyaṃ saṃpadyate hi tat kiṃcid+satyam→kiṃcitsatyaṃ
