rule	category	count	pct	examples
a e → ai	vowel coalescence	45	0.9	brāhmaṇenaidhitaṃ kṣatraṃ mantrimantrābhimantritam brāhmaṇena+edhitam→brāhmaṇenaidhitaṃ · vṛttikāmāṃścopajapet etenaiva veṣeṇa rājārthaścaritavyo bhaktavetanakāle copasthātavyam iti etena+eva→etenaiva · mantrī caiṣāṃ vṛttikarmabhyāṃ viyateta ca+eṣām→caiṣāṃ · parasya caite boddhavyāstādṛśair eva tādṛśāḥ ca+ete→caite
aḥ m → o m	visarga	44	0.88	yaugapadyāt tu karmaṇām anekatvād anekasthatvācca deśakālātyayo mā bhūd iti parokṣam amātyaiḥ kārayedityamātyakarma atyayaḥ→deśakālātyayo +mā · śilpavatyaḥ striyo mūkāścitrāśca mlecchajātayaḥ striyo+mūkāḥ · tasmād guhyam eko mantrayeta iti bhāradvājaḥ eko+mantrayeta · karmaṇām ārambhopāyaḥ puruṣadravyasampad deśakālavibhāgo vinipātapratīkāraḥ kāryasiddhir iti pañcāṅgo mantraḥ aṅgaḥ→pañcāṅgo +mantraḥ
ḥ v → Ø v	visarga	39	0.78	adhikuryād yathā śaucam ityācāryā vyavasthitāḥ ācāryāḥ→ityācāryā +vyavasthitāḥ · sa vārttākarmapradiṣṭāyāṃ bhūmau prabhūtahiraṇyāntevāsī karma kārayet sa+vārttā · sa vaṇikkarmapradiṣṭāyāṃ bhūmau iti samānaṃ pūrveṇa sa+vaṇikkarma · etayā muṇḍā vṛṣalyo vyākhyātāḥ muṇḍā+vṛṣalyo
aḥ n → o n	visarga	37	0.74	yathā dāṇḍakyo nāma bhojaḥ kāmād brāhmaṇakanyām abhimanyamānaḥ sabandhurāṣṭro vinanāśa karālaśca vaidehaḥ dāṇḍakyo+nāma · tasmād rājāno nāvamantavyāḥ rājāno+na · yathā caṇḍālodapānaścaṇḍālānām evopabhogyo nānyeṣām evam ayaṃ rājā nīco nīcānām evopabhogyo na tvadvidhānām āryāṇām asau rājā puruṣaviśeṣajñaḥ tatra gamyatām iti mānivargam upajāpayet nīco+nīcānām · yathā caṇḍālodapānaścaṇḍālānām evopabhogyo nānyeṣām evam ayaṃ rājā nīco nīcānām evopabhogyo na tvadvidhānām āryāṇām asau rājā puruṣaviśeṣajñaḥ tatra gamyatām iti mānivargam upajāpayet upabhogyaḥ→evopabhogyo +na
m h → ṃ h	anusvāra / nasal	36	0.72	saṃvaraṇamātraṃ hi trayī lokayātrāvida iti mātram→saṃvaraṇamātraṃ +hi · tasyāṃ hi sarvavidyārambhāḥ pratibaddhā iti tasyāṃ+hi · dharmādharmau trayyām arthānarthau vārttāyāṃ nayānayau daṇḍanītyāṃ balābale ca etāsāṃ hetubhir anvīkṣamāṇā lokasya upakaroti vyasane 'bhyudaye ca buddhim avasthāpayati prajñāvākyakriyāvaiśāradyaṃ ca karoti etāsāṃ+hetubhir · kṛtsnaṃ hi śāstram idam indriyajayaḥ kṛtsnaṃ+hi
t i → d i	consonant / other	36	0.72	yaugapadyāt tu karmaṇām anekatvād anekasthatvācca deśakālātyayo mā bhūd iti parokṣam amātyaiḥ kārayedityamātyakarma bhūd+iti · yaugapadyāt tu karmaṇām anekatvād anekasthatvācca deśakālātyayo mā bhūd iti parokṣam amātyaiḥ kārayedityamātyakarma kārayet+iti→kārayedityamātyakarma · tasya saṃvaraṇam āyuktapuruṣarakṣaṇam ā kāryakālād iti kālāt→kāryakālād +iti · tasmād imaṃ dvyakṣaṃ sahasrākṣam āhuḥ tasmād+imaṃ
ḥ v → r v	visarga	35	0.7	bhikṣukīpratiṣedhe dvāḥsthaparamparā mātāpitṛvyañjanāḥ śilpakārikāḥ kuśīlavā dāsyo vā gītapāṭhyavādyabhāṇḍagūḍhalekhyasaṃjñābhir vā cāraṃ nirhareyuḥ saṃjñābhiḥ→gītapāṭhyavādyabhāṇḍagūḍhalekhyasaṃjñābhir +vā · mantribhistribhiścaturbhir vā saha mantrayeta caturbhiḥ→mantribhistribhiścaturbhir +vā · kṛtyapakṣopajāpam akṛtyapakṣe gūḍhapraṇidhānaṃ rāgāparāgau bhartari randhraṃ ca prakṛtīnāṃ tāpasavaidehakavyañjanābhyām upalabheta tayor antevāsibhiścikitsakapāṣaṇḍavyañjanobhayavetanair vā vetanaiḥ→antevāsibhiścikitsakapāṣaṇḍavyañjanobhayavetanair +vā · teṣām asaṃbhāṣāyāṃ yācakamattonmattasuptapralāpaiḥ puṇyasthānadevagṛhacitralekhyasaṃjñābhir vā cāram upalabheta saṃjñābhiḥ→puṇyasthānadevagṛhacitralekhyasaṃjñābhir +vā
m y → ṃ y	anusvāra / nasal	34	0.68	sāṃkhyaṃ yogo lokāyataṃ cetyānvīkṣikī sāṃkhyaṃ+yogo · sa nagarābhyāśe prabhūtamuṇḍajaṭilāntevāsī śākaṃ yavamuṣṭiṃ vā māsadvimāsāntaraṃ prakāśam aśnīyāt gūḍham iṣṭam āhāram śākaṃ+yava · tena bhṛtā rājānaḥ prajānāṃ yogakṣemāvahāḥ prajānāṃ+yogakṣema · tasmād uñchaṣaḍbhāgam āraṇyakāpi nirvapanti tasyaitad bhāgadheyaṃ yo 'smān gopāyati iti bhāgadheyaṃ+yo
aḥ h → o h	visarga	31	0.62	trayīviśeṣo hyānvīkṣikīti viśeṣaḥ→trayīviśeṣo +hi · ye janapade śūrāstyaktātmāno hastinaṃ vyālaṃ vā dravyahetoḥ pratiyodhayeyuste tīkṣṇāḥ ātmānaḥ→śūrāstyaktātmāno +hastinaṃ · yathā madāndho hastī mattenādhiṣṭhito yad yad āsādayati tat sarvaṃ pramṛdnāti evam ayam aśāstracakṣur andho rājā paurajānapadavadhāyābhyutthitaḥ śakyam asya pratihastiprotsāhanenāpakartum amarṣaḥ kriyatām iti kruddhavargam upajāpayet andhaḥ→madāndho +hastī · mantrabhedo hi dūtāmātyasvāminām iṅgitākārābhyām bhedaḥ→mantrabhedo +hi
t v → d v	consonant / other	30	0.6	tābhir dharmārthau yad vidyāt tad vidyānāṃ vidyātvam yad+vidyāt · tābhir dharmārthau yad vidyāt tad vidyānāṃ vidyātvam tad+vidyānāṃ · harṣād vātāpir agastyam atyāsādayan vṛṣṇisaṃghaśca dvaipāyanam iti harṣād+vātāpir · saṃśrutyārthān vipralabdhaḥ tulyakāriṇoḥ śilpe vopakāre vā vimānitaḥ vallabhāvaruddhaḥ samāhūya parājitaḥ pravāsopataptaḥ kṛtvā vyayam alabdhakāryaḥ svadharmād dāyādyād voparuddhaḥ mānādhikārābhyāṃ bhraṣṭaḥ kulyair antarhitaḥ prasabhābhimṛṣṭastrīkaḥ kārābhinyastaḥ paroktadaṇḍitaḥ mithyācāravāritaḥ sarvasvam āhāritaḥ bandhanaparikliṣṭaḥ pravāsitabandhuḥ iti kruddhavargaḥ dāyādyād+vā
m b → ṃ b	anusvāra / nasal	27	0.54	teṣāṃ bāhyaṃ cāraṃ chattrabhṛṅgāravyajanapādukāsanayānavāhanopagrāhiṇas tīkṣṇā vidyuḥ teṣāṃ+bāhyaṃ · ye cāsya dhānyapaśuhiraṇyānyājīvanti tair upakurvanti vyasane 'bhyudaye vā kupitaṃ bandhuṃ rāṣṭraṃ vā vyāvartayanti amitram āṭavikaṃ vā pratiṣedhayanti teṣāṃ muṇḍajaṭilavyañjanāstuṣṭātuṣṭatvaṃ vidyuḥ kupitaṃ+bandhuṃ · śāsanaṃ ca yathoktaṃ brūyāt prāṇābādhe 'pi dṛṣṭe uktam→yathoktaṃ +brūyāt · taṃ brūyāt dūtamukhā hi rājānaḥ tvaṃ cānye ca taṃ+brūyāt
t m → n m	consonant / other	25	0.5	sattvaprajñāvākyaśaktisampannānāṃ rājabhāgyam anuvyāharenmantrisaṃyogaṃ ca brūyāt anuvyāharet+mantri→anuvyāharenmantrisaṃyogaṃ · tasmān mantroddeśam anāyukto nopagacchet tasmān+mantra · tasmād rakṣen mantram rakṣen+mantram · na kaṃcid avamanyeta sarvasya śṛṇuyān matam śṛṇuyān+matam
