anchor_type	anchor_id	anchor_key_slp1	lemma_slp1	gen_source	form_key
inflection	AGrApayet	AGrApayet	AGrApi	vidyut	āghrāpayet
inflection	AKidA	AKidA	AKida	vidyut	ākhidā
inflection	AKyAd	AKyAd	AKyA	vidyut	ākhyād
inflection	AKyAtAram	AKyAtAram	AKyA	vidyut	ākhyātāram
inflection	AKyAtavat	AKyAtavat	AKyA	vidyut	ākhyātavat
inflection	ANgUzya	ANgUzya	ANgUzya	vidyut	āngūṣya
inflection	ANgam	ANgam	AaYj	vidyut	āngam
inflection	ANgirasAnAm	ANgirasAnAm	ANgirasa	vidyut	āngirasānām
inflection	APalodayakarman	APalodayakarman	APalodayakarman	vidyut	āphalodayakarman
inflection	ARqIka	ARqIka	ARqIka	vidyut	ānḍīka
inflection	ARqaja	ARqaja	ARqaja	vidyut	ānḍaja
inflection	ARqakapAla	ARqakapAla	ARqakapAla	vidyut	ānḍakapāla
inflection	ASApAla	ASApAla	ASApAla	vidyut	āśāpāla
inflection	ASApAlas	ASApAlas	ASApAla	vidyut	āśāpālas
inflection	ASAsaMSita	ASAsaMSita	ASAsaMSita	vidyut	āśāsanśita
inflection	ASAstavan	ASAstavan	ASAs	vidyut	āśāstavan
inflection	ASAsyamAna	ASAsyamAna	ASAsi	vidyut	āśāsyamāna
inflection	ASAvaha	ASAvaha	ASAvaha	vidyut	āśāvaha
inflection	ASAvat	ASAvat	ASAvat	vidyut	āśāvat
inflection	ASIrgeya	ASIrgeya	ASIrgeya	vidyut	āśīrgeya
inflection	ASIrvAdABiDAnavat	ASIrvAdABiDAnavat	ASIrvAdABiDAnavat	vidyut	āśīrvādābhidhānavat
inflection	ASItyA	ASItyA	ASI	vidyut	āśītyā
inflection	ASaMsat	ASaMsat	ASaMs	vidyut	āśansat
inflection	ASaNkin	ASaNkin	ASaNk	vidyut	āśankin
inflection	ASarIka	ASarIka	ASarIka	vidyut	āśarīka
inflection	ASas	ASas	ASi	vidyut	āśas
inflection	ASasana	ASasana	ASas	vidyut	āśasana
inflection	ASasti	ASasti	ASas	vidyut	āśasti
inflection	AScaryaBUta	AScaryaBUta	AScaryaBUta	vidyut	āścaryabhūta
inflection	AScaryarUpARi	AScaryarUpARi	AScaryarUpa	vidyut	āścaryarūpāni
inflection	AScaryarUpam	AScaryarUpam	AScaryarUpa	vidyut	āścaryarūpam
inflection	ASir	ASir	ASir	vidyut	āśir
inflection	ASizyate	ASizyate	ASi	vidyut	āśiṣyate
inflection	ASnAm	ASnAm	aS	vidyut	āśnām
inflection	ASrI	ASrI	ASri	vidyut	āśrī
inflection	ASramAlaya	ASramAlaya	ASramAlaya	vidyut	āśramālaya
inflection	ASramaBrazwa	ASramaBrazwa	ASramaBrazwa	vidyut	āśramabhraṣṭa
inflection	ASramamaRqala	ASramamaRqala	ASramamaRqala	vidyut	āśramamanḍala
inflection	ASramamaRqalam	ASramamaRqalam	ASramamaRqala	vidyut	āśramamanḍalam
inflection	ASramamaRqale	ASramamaRqale	ASramamaRqala	vidyut	āśramamanḍale
inflection	ASramapada	ASramapada	ASramapada	vidyut	āśramapada
inflection	ASramasTAna	ASramasTAna	ASramasTAna	vidyut	āśramasthāna
inflection	ASramasTAnezu	ASramasTAnezu	ASramasTAna	vidyut	āśramasthāneṣu
inflection	ASramavAsin	ASramavAsin	ASramavAsin	vidyut	āśramavāsin
inflection	ASramin	ASramin	ASramin	vidyut	āśramin
inflection	ASrayaRIyam	ASrayaRIyam	ASri	vidyut	āśrayanīyam
inflection	ASrayaRIyatva	ASrayaRIyatva	ASrayaRIyatva	vidyut	āśrayanīyatva
inflection	ASrayatA	ASrayatA	ASri	vidyut	āśrayatā
inflection	ASrayatva	ASrayatva	ASrayatva	vidyut	āśrayatva
inflection	ASrayatvam	ASrayatvam	ASrayatva	vidyut	āśrayatvam
inflection	ASrayin	ASrayin	ASrayin	vidyut	āśrayin
inflection	ASreza	ASreza	ASrezA	vidyut	āśreṣa
inflection	ASri	ASri	ASri	vidyut	āśri
inflection	ASritatva	ASritatva	ASritatva	vidyut	āśritatva
inflection	ASrutkarRa	ASrutkarRa	ASrutkarRa	vidyut	āśrutkarna
inflection	ASuSrUzave	ASuSrUzave	ASuSrUza	vidyut	āśuśrūṣave
inflection	ASugAmin	ASugAmin	ASugAmin	vidyut	āśugāmin
inflection	ASuhemA	ASuhemA	ASuheman	vidyut	āśuhemā
inflection	ASuheman	ASuheman	ASuheman	vidyut	āśuheman
inflection	ASuhezasA	ASuhezasA	ASuhezas	vidyut	āśuheṣasā
inflection	ASukArin	ASukArin	ASukArin	vidyut	āśukārin
inflection	ASupatvA	ASupatvA	ASupatvan	vidyut	āśupatvā
inflection	ASutva	ASutva	ASutva	vidyut	āśutva
inflection	ASuvikramA	ASuvikramA	ASuvikrama	vidyut	āśuvikramā
inflection	ASuvikramAt	ASuvikramAt	ASuvikrama	vidyut	āśuvikramāt
inflection	ASuvikrama	ASuvikrama	ASuvikrama	vidyut	āśuvikrama
inflection	ASvAs	ASvAs	ASva	vidyut	āśvās
inflection	ASvAsayanta	ASvAsayanta	ASvAsi	vidyut	āśvāsayanta
inflection	ASvaSvA	ASvaSvA	ASvaSva	vidyut	āśvaśvā
inflection	ASvameDa	ASvameDa	ASvameDa	vidyut	āśvamedha
inflection	ASvas	ASvas	ASvas	vidyut	āśvas
inflection	ATarvaRi	ATarvaRi	ATarvaRi	vidyut	ātharvani
inflection	AYjanAByaYjana	AYjanAByaYjana	AYjanAByaYjanA	vidyut	ānjanābhyanjana
inflection	AbaBAja	AbaBAja	ABaj	vidyut	ābabhāja
inflection	AbaDnAt	AbaDnAt	AbanD	vidyut	ābadhnāt
inflection	AbadDAByAm	AbadDAByAm	AbadDa	vidyut	ābaddhābhyām
inflection	AbadDamAlA	AbadDamAlA	AbadDamAla	vidyut	ābaddhamālā
inflection	AcArahIna	AcArahIna	AcArahIna	vidyut	ācārahīna
inflection	AcAravarjita	AcAravarjita	AcAravarjita	vidyut	ācāravarjita
inflection	AcAravat	AcAravat	AcAravat	vidyut	ācāravat
inflection	AcAryadeva	AcAryadeva	AcAryadeva	vidyut	ācāryadeva
inflection	AcAryajAyA	AcAryajAyA	AcAryajAyA	vidyut	ācāryajāyā
inflection	AcAryatA	AcAryatA	AcAryatA	vidyut	ācāryatā
inflection	AcAryavat	AcAryavat	AcAryavat	vidyut	ācāryavat
inflection	AcAryopAsana	AcAryopAsana	AcAryopAsana	vidyut	ācāryopāsana
inflection	AcAryopAsanam	AcAryopAsanam	AcAryopAsana	vidyut	ācāryopāsanam
inflection	AcCA	AcCA	AcCo	vidyut	ācchā
inflection	AcCadviDAna	AcCadviDAna	AcCadviDAna	vidyut	ācchadvidhāna
inflection	AcCedi	AcCedi	AcCedi	vidyut	ācchedi
inflection	AcCetsyasi	AcCetsyasi	AcCid	vidyut	ācchetsyasi
inflection	AcCidyanta	AcCidyanta	AcCid	vidyut	ācchidyanta
inflection	AcCidyata	AcCidyata	AcCid	vidyut	ācchidyata
inflection	AcCuritaka	AcCuritaka	AcCuritaka	vidyut	ācchuritaka
inflection	Aca	Aca	Aci	vidyut	āca
inflection	AcakrARa	AcakrARa	Akf	vidyut	ācakrāna
inflection	Acakzam	Acakzam	Acakz	vidyut	ācakṣam
inflection	AcaqQvam	AcaqQvam	Acakz	vidyut	ācaḍḍhvam
inflection	Acar	Acar	Acar	vidyut	ācar
inflection	Acarantu	Acarantu	Acar	vidyut	ācarantu
inflection	Acaratas	Acaratas	Acar	vidyut	ācaratas
inflection	Acaritavya	Acaritavya	Acar	vidyut	ācaritavya
inflection	AcaryAn	AcaryAn	Acar	vidyut	ācaryān
inflection	AdAra	AdAra	AdAri	vidyut	ādāra
inflection	AdAsyAma	AdAsyAma	AdA	vidyut	ādāsyāma
inflection	AdAsyamAna	AdAsyamAna	AdA	vidyut	ādāsyamāna
inflection	AdAsyat	AdAsyat	AdA	vidyut	ādāsyat
inflection	AdAtavya	AdAtavya	AdA	vidyut	ādātavya
inflection	AdAtf	AdAtf	AdA	vidyut	ādātṛ
inflection	AdAvane	AdAvane	AdAvi	vidyut	ādāvane
inflection	AdIpayat	AdIpayat	AdIpi	vidyut	ādīpayat
inflection	AdaDarza	AdaDarza	ADfz	vidyut	ādadharṣa
inflection	AdaDatI	AdaDatI	ADA	vidyut	ādadhatī
inflection	AdaDatu	AdaDatu	ADA	vidyut	ādadhatu
inflection	Adardira	Adardira	Adardira	vidyut	ādardira
inflection	Adava	Adava	Adu	vidyut	ādava
inflection	Adedizwa	Adedizwa	AdediS	vidyut	ādediṣṭa
inflection	Adeha	Adeha	Adehi	vidyut	ādeha
inflection	AdevI	AdevI	Adiv	vidyut	ādevī
inflection	AdiBUta	AdiBUta	AdiBUta	vidyut	ādibhūta
inflection	AdiSAm	AdiSAm	AdiS	vidyut	ādiśām
inflection	AdiSarIra	AdiSarIra	AdiSarIra	vidyut	ādiśarīra
inflection	Adid	Adid	Aditsi	vidyut	ādid
inflection	AdikAle	AdikAle	AdikAla	vidyut	ādikāle
inflection	AdikAraRa	AdikAraRa	AdikAraRa	vidyut	ādikārana
inflection	Adikartf	Adikartf	Adikartf	vidyut	ādikartṛ
inflection	Adimattva	Adimattva	Adimattva	vidyut	ādimattva
inflection	Adinava	Adinava	Adinava	vidyut	ādinava
inflection	AdirUpeRa	AdirUpeRa	AdirUpa	vidyut	ādirūpena
inflection	Adit	Adit	Aditsi	vidyut	ādit
inflection	Adite	Adite	AditA	vidyut	ādite
inflection	Adityadevata	Adityadevata	Adityadevata	vidyut	ādityadevata
inflection	Adityagata	Adityagata	Adityagata	vidyut	ādityagata
inflection	AdityajUta	AdityajUta	AdityajUta	vidyut	ādityajūta
inflection	Adityajyotis	Adityajyotis	Adityajyotis	vidyut	ādityajyotis
inflection	Adityaloka	Adityaloka	Adityaloka	vidyut	ādityaloka
inflection	AdityamaRqala	AdityamaRqala	AdityamaRqala	vidyut	ādityamanḍala
inflection	AdityamaRqalam	AdityamaRqalam	AdityamaRqala	vidyut	ādityamanḍalam
inflection	AdityatIrTa	AdityatIrTa	AdityatIrTa	vidyut	ādityatīrtha
inflection	Adityatva	Adityatva	Adityatva	vidyut	ādityatva
inflection	Adityatvam	Adityatvam	Adityatva	vidyut	ādityatvam
inflection	AdityavarRa	AdityavarRa	AdityavarRa	vidyut	ādityavarna
inflection	AdityavarRam	AdityavarRam	AdityavarRa	vidyut	ādityavarnam
inflection	AdityavarRena	AdityavarRena	AdityavarRa	vidyut	ādityavarnena
inflection	AdivaMSa	AdivaMSa	AdivaMSa	vidyut	ādivanśa
inflection	Adivat	Adivat	ad	vidyut	ādivat
inflection	Adyanta	Adyanta	Adyanta	vidyut	ādyanta
inflection	Adyantavanti	Adyantavanti	Adyantavat	vidyut	ādyantavanti
inflection	Adyantavat	Adyantavat	Adyantavat	vidyut	ādyantavat
inflection	Ag	Ag	Aci	vidyut	āg
inflection	AgAmin	AgAmin	Agam	vidyut	āgāmin
inflection	AgAtf	AgAtf	AgE	vidyut	āgātṛ
inflection	AgacCamAna	AgacCamAna	Agam	vidyut	āgacchamāna
inflection	Agam	Agam	ag	vidyut	āgam
inflection	AgamApAyin	AgamApAyin	AgamApAyin	vidyut	āgamāpāyin
inflection	AgamasaMhita	AgamasaMhita	AgamasaMhita	vidyut	āgamasanhita
inflection	Agamin	Agamin	AgAmi	vidyut	āgamin
inflection	Agamyase	Agamyase	AgAmi	vidyut	āgamyase
inflection	Agantavya	Agantavya	Agam	vidyut	āgantavya
inflection	Agantf	Agantf	Agam	vidyut	āgantṛ
inflection	AgatAgama	AgatAgama	AgatAgama	vidyut	āgatāgama
inflection	AgatAgamam	AgatAgamam	AgatAgama	vidyut	āgatāgamam
inflection	AgatAsTa	AgatAsTa	AgatAsTa	vidyut	āgatāstha
inflection	AgatavismayAni	AgatavismayAni	Agatavismaya	vidyut	āgatavismayāni
inflection	AgniveSi	AgniveSi	AgniveSi	vidyut	āgniveśi
inflection	AgrayaRaka	AgrayaRaka	AgrayaRaka	vidyut	āgrayanaka
inflection	AhAraSudDi	AhAraSudDi	AhAraSudDi	vidyut	āhāraśuddhi
inflection	AhAraSudDyA	AhAraSudDyA	AhAraSudDi	vidyut	āhāraśuddhyā
inflection	AhArasamBavam	AhArasamBavam	AhArasaMBava	vidyut	āhārasambhavam
inflection	AhAraya	AhAraya	AhAri	vidyut	āhāraya
inflection	AhUyantAm	AhUyantAm	Ahu	vidyut	āhūyantām
inflection	AhUyate	AhUyate	Ahu	vidyut	āhūyate
inflection	Aham	Aham	Ahi	vidyut	āham
inflection	Ahanas	Ahanas	Ahanas	vidyut	āhanas
inflection	AhanyamAnAnAm	AhanyamAnAnAm	Ahan	vidyut	āhanyamānānām
inflection	AhanyamAna	AhanyamAna	Ahan	vidyut	āhanyamāna
inflection	Ahanyata	Ahanyata	Ahan	vidyut	āhanyata
inflection	Ahare	Ahare	Ahf	vidyut	āhare
inflection	AhatalakzaRa	AhatalakzaRa	AhatalakzaRa	vidyut	āhatalakṣana
inflection	AhavaSoBin	AhavaSoBin	AhavaSoBin	vidyut	āhavaśobhin
inflection	AhavaSoBinA	AhavaSoBinA	AhavaSoBin	vidyut	āhavaśobhinā
inflection	AhavaSoBinam	AhavaSoBinam	AhavaSoBin	vidyut	āhavaśobhinam
inflection	Aheya	Aheya	Ahi	vidyut	āheya
inflection	Ahftim	Ahftim	Ahf	vidyut	āhṛtim
inflection	AhitalakzaRa	AhitalakzaRa	AhitalakzaRa	vidyut	āhitalakṣana
inflection	Ahitavat	Ahitavat	Ahi	vidyut	āhitavat
inflection	AhotA	AhotA	Ahu	vidyut	āhotā
inflection	AhvAyayAmAsa	AhvAyayAmAsa	AhvAyi	vidyut	āhvāyayāmāsa
inflection	AhvayamAna	AhvayamAna	Ahve	vidyut	āhvayamāna
inflection	Ahvayana	Ahvayana	Ahvayana	vidyut	āhvayana
inflection	AjAnadeva	AjAnadeva	AjAnadeva	vidyut	ājānadeva
inflection	AjAnaja	AjAnaja	AjAnaja	vidyut	ājānaja
inflection	AjAnubAhu	AjAnubAhu	AjAnubAhu	vidyut	ājānubāhu
inflection	AjAvas	AjAvas	Aaj	vidyut	ājāvas
inflection	AjAyamAnam	AjAyamAnam	Ajan	vidyut	ājāyamānam
inflection	AjI	AjI	AjIvi	vidyut	ājī
inflection	AjIvika	AjIvika	AjIvika	vidyut	ājīvika
inflection	AjYAcakra	AjYAcakra	AjYAcakra	vidyut	ājnācakra
inflection	AjYApayantI	AjYApayantI	AjYApi	vidyut	ājnāpayantī
inflection	AjYApayanta	AjYApayanta	AjYApi	vidyut	ājnāpayanta
inflection	AjYAyi	AjYAyi	AjYA	vidyut	ājnāyi
inflection	AjYapti	AjYapti	AjYapti	vidyut	ājnapti
inflection	Ajagara	Ajagara	AgF	vidyut	ājagara
inflection	Ajagava	Ajagava	Ajagava	vidyut	ājagava
inflection	Ajanana	Ajanana	Ajan	vidyut	ājanana
inflection	Ajayat	Ajayat	Aji	vidyut	ājayat
inflection	AjiGrat	AjiGrat	AGrA	vidyut	ājighrat
inflection	AjihIrzu	AjihIrzu	AjihIrza	vidyut	ājihīrṣu
inflection	Ajikft	Ajikft	Ajikft	vidyut	ājikṛt
inflection	Ajipati	Ajipati	Ajipati	vidyut	ājipati
inflection	Ajire	Ajire	Ajiri	vidyut	ājire
inflection	Ajituram	Ajituram	Ajitur	vidyut	ājituram
inflection	AjyAhuti	AjyAhuti	AjyAhuti	vidyut	ājyāhuti
inflection	Ajyalepa	Ajyalepa	Ajyalepa	vidyut	ājyalepa
inflection	Ajyapa	Ajyapa	Ajyapa	vidyut	ājyapa
inflection	AkANkza	AkANkza	AkANkz	vidyut	ākānkṣa
inflection	AkASAtmA	AkASAtmA	AkASAtman	vidyut	ākāśātmā
inflection	AkASAtman	AkASAtman	AkASAtman	vidyut	ākāśātman
inflection	AkASacArin	AkASacArin	AkASacArin	vidyut	ākāśacārin
inflection	AkASadeSam	AkASadeSam	AkASadeSa	vidyut	ākāśadeśam
inflection	AkASagAni	AkASagAni	AkASaga	vidyut	ākāśagāni
inflection	AkASaga	AkASaga	AkASaga	vidyut	ākāśaga
inflection	AkASagam	AkASagam	AkASaga	vidyut	ākāśagam
inflection	AkASagata	AkASagata	AkASagata	vidyut	ākāśagata
inflection	AkASamaya	AkASamaya	AkASamaya	vidyut	ākāśamaya
inflection	AkASasTa	AkASasTa	AkASasTa	vidyut	ākāśastha
inflection	AkASavat	AkASavat	AkASavat	vidyut	ākāśavat
inflection	AkAlikI	AkAlikI	AkAlikI	vidyut	ākālikī
inflection	AkAma	AkAma	ak	vidyut	ākāma
inflection	AkArayantI	AkArayantI	AkAri	vidyut	ākārayantī
inflection	AkArayitum	AkArayitum	AkAri	vidyut	ākārayitum
inflection	AkAryam	AkAryam	AkAri	vidyut	ākāryam
inflection	AkAyya	AkAyya	AkAyya	vidyut	ākāyya
inflection	AkIryamARam	AkIryamARam	AkF	vidyut	ākīryamānam
inflection	AkarRamukta	AkarRamukta	AkarRamukta	vidyut	ākarnamukta
inflection	Akarzat	Akarzat	Akfz	vidyut	ākarṣat
inflection	Akarzatu	Akarzatu	Akfz	vidyut	ākarṣatu
inflection	AkarzetAm	AkarzetAm	Akfz	vidyut	ākarṣetām
inflection	AkfzyamARAni	AkfzyamARAni	Akfz	vidyut	ākṛṣyamānāni
inflection	AkirantI	AkirantI	AkF	vidyut	ākirantī
inflection	AkrIqaBUmi	AkrIqaBUmi	AkrIqaBUmi	vidyut	ākrīḍabhūmi
inflection	AkrIqanta	AkrIqanta	AkrIq	vidyut	ākrīḍanta
inflection	AkrIqaparvata	AkrIqaparvata	AkrIqaparvata	vidyut	ākrīḍaparvata
inflection	Akramasva	Akramasva	Akram	vidyut	ākramasva
inflection	AkrandamAna	AkrandamAna	Akrand	vidyut	ākrandamāna
inflection	Akrozwf	Akrozwf	AkruS	vidyut	ākroṣṭṛ
inflection	AkulatayA	AkulatayA	AkulatA	vidyut	ākulatayā
inflection	AkulendriyA	AkulendriyA	Akulendriya	vidyut	ākulendriyā
inflection	Akulendriya	Akulendriya	Akulendriya	vidyut	ākulendriya
inflection	AkurvatI	AkurvatI	Akf	vidyut	ākurvatī
inflection	AkzAraya	AkzAraya	AkzAri	vidyut	ākṣāraya
inflection	Akzepin	Akzepin	Akzip	vidyut	ākṣepin
inflection	Akzip	Akzip	Akzip	vidyut	ākṣip
inflection	AkzipantI	AkzipantI	Akzip	vidyut	ākṣipantī
inflection	AlAbu	AlAbu	AlAbu	vidyut	ālābu
inflection	AlApayizyaTa	AlApayizyaTa	AlAli	vidyut	ālāpayiṣyatha
inflection	AlamBanIya	AlamBanIya	AlaB	vidyut	ālambhanīya
inflection	AlambIputra	AlambIputra	AlambIputra	vidyut	ālambīputra
inflection	AlapantIm	AlapantIm	Alap	vidyut	ālapantīm
inflection	Alayat	Alayat	Ali	vidyut	ālayat
inflection	AleBAnAt	AleBAnAt	AlaB	vidyut	ālebhānāt
inflection	AleKyaSeza	AleKyaSeza	AleKyaSeza	vidyut	ālekhyaśeṣa
inflection	AleKyasamarpita	AleKyasamarpita	AleKyasamarpita	vidyut	ālekhyasamarpita
inflection	AliKantI	AliKantI	AliK	vidyut	ālikhantī
inflection	AliNgitAyAm	AliNgitAyAm	AliNgita	vidyut	ālingitāyām
inflection	Alipyata	Alipyata	Alip	vidyut	ālipyata
inflection	Alita	Alita	Ali	vidyut	ālita
inflection	Alok	Alok	Alok	vidyut	ālok
inflection	AlokamArga	AlokamArga	AlokamArga	vidyut	ālokamārga
inflection	AlokapaTAt	AlokapaTAt	AlokapaTa	vidyut	ālokapathāt
inflection	Alokayanta	Alokayanta	Aloki	vidyut	ālokayanta
inflection	AlokayatAm	AlokayatAm	Aloki	vidyut	ālokayatām
inflection	Alokayeta	Alokayeta	Aloki	vidyut	ālokayeta
inflection	Alokayizyan	Alokayizyan	Aloki	vidyut	ālokayiṣyan
inflection	AlokyA	AlokyA	Alok	vidyut	ālokyā
inflection	AmAtyA	AmAtyA	AmAtya	vidyut	āmātyā
inflection	AmAtya	AmAtya	AmAtya	vidyut	āmātya
inflection	AmIlana	AmIlana	AmIlana	vidyut	āmīlana
inflection	AmaMsi	AmaMsi	Aman	vidyut	āmansi
inflection	Amanet	Amanet	AmnA	vidyut	āmanet
inflection	Amantrayan	Amantrayan	Amantri	vidyut	āmantrayan
inflection	Amanyata	Amanyata	Aman	vidyut	āmanyata
inflection	AmapAtra	AmapAtra	AmapAtra	vidyut	āmapātra
inflection	Amati	Amati	Aman	vidyut	āmati
inflection	Amayad	Amayad	Ami	vidyut	āmayad
inflection	Amayas	Amayas	Ami	vidyut	āmayas
inflection	AmfSyate	AmfSyate	AmfS	vidyut	āmṛśyate
inflection	Amfta	Amfta	Amfta	vidyut	āmṛta
inflection	Amftena	Amftena	Amfta	vidyut	āmṛtena
inflection	Amfzyata	Amfzyata	Amfz	vidyut	āmṛṣyata
inflection	Amitra	Amitra	Amitra	vidyut	āmitra
inflection	AmizatA	AmizatA	AmizatA	vidyut	āmiṣatā
inflection	AmlAna	AmlAna	AmlAna	vidyut	āmlāna
inflection	AmnAyasAriRIm	AmnAyasAriRIm	AmnAyasArin	vidyut	āmnāyasārinīm
inflection	Amodin	Amodin	Amud	vidyut	āmodin
inflection	AmrAtakeSvara	AmrAtakeSvara	AmrAtakeSvara	vidyut	āmrātakeśvara
inflection	AmuKa	AmuKa	AmuKa	vidyut	āmukha
inflection	Amumoca	Amumoca	Amuc	vidyut	āmumoca
inflection	AnAdayan	AnAdayan	AnAdi	vidyut	ānādayan
inflection	AnAdayat	AnAdayat	AnAdi	vidyut	ānādayat
inflection	AnAkaraTavartman	AnAkaraTavartman	AnAkaraTavartman	vidyut	ānākarathavartman
inflection	AnAyin	AnAyin	AnI	vidyut	ānāyin
inflection	AnUka	AnUka	AnUka	vidyut	ānūka
inflection	Anadat	Anadat	Anad	vidyut	ānadat
inflection	Anam	Anam	Ani	vidyut	ānam
inflection	Anama	Anama	AnAmi	vidyut	ānama
inflection	Anamaya	Anamaya	AnAmi	vidyut	ānamaya
inflection	Aname	Aname	AnAmi	vidyut	āname
inflection	AnandaGana	AnandaGana	AnandaGana	vidyut	ānandaghana
inflection	Anandaja	Anandaja	Anandaja	vidyut	ānandaja
inflection	Anandajam	Anandajam	Anandaja	vidyut	ānandajam
inflection	Anandamaya	Anandamaya	Anandamaya	vidyut	ānandamaya
inflection	AnandarUpA	AnandarUpA	AnandarUpa	vidyut	ānandarūpā
inflection	AnandarUpa	AnandarUpa	AnandarUpa	vidyut	ānandarūpa
inflection	AnandarUpam	AnandarUpam	AnandarUpa	vidyut	ānandarūpam
inflection	AnandatA	AnandatA	AnandatA	vidyut	ānandatā
inflection	AnandavarDana	AnandavarDana	AnandavarDana	vidyut	ānandavardhana
inflection	Anandayate	Anandayate	Anandi	vidyut	ānandayate
inflection	Anandayitavya	Anandayitavya	Anandi	vidyut	ānandayitavya
inflection	AnandayitrI	AnandayitrI	Anandi	vidyut	ānandayitrī
inflection	Anarda	Anarda	Anard	vidyut	ānarda
inflection	Anayeya	Anayeya	Ani	vidyut	ānayeya
inflection	Anena	Anena	Ani	vidyut	ānena
inflection	AnfSaMsA	AnfSaMsA	AnfSaMsa	vidyut	ānṛśansā
inflection	AnonavIti	AnonavIti	Anonu	vidyut	ānonavīti
inflection	AntAt	AntAt	am	vidyut	āntāt
inflection	Anta	Anta	am	vidyut	ānta
inflection	AntaHpurika	AntaHpurika	AntaHpurika	vidyut	āntaḥpurika
inflection	AntarikzAt	AntarikzAt	Antarikza	vidyut	āntarikṣāt
inflection	AnuSAsanika	AnuSAsanika	AnuSAsanika	vidyut	ānuśāsanika
inflection	AnuSAsanikam	AnuSAsanikam	AnuSAsanika	vidyut	ānuśāsanikam
inflection	AnukUlyatas	AnukUlyatas	AnukUlyatas	vidyut	ānukūlyatas
inflection	Anulomya	Anulomya	Anulomya	vidyut	ānulomya
inflection	Anum	Anum	Anu	vidyut	ānum
inflection	AnusUya	AnusUya	AnusUya	vidyut	ānusūya
inflection	Anyam	Anyam	an	vidyut	ānyam
inflection	ApAdyamAna	ApAdyamAna	ApAdi	vidyut	āpādyamāna
inflection	ApAdyate	ApAdyate	ApAdi	vidyut	āpādyate
inflection	ApAkAt	ApAkAt	ApA	vidyut	āpākāt
inflection	ApAkesTa	ApAkesTa	ApAkesTa	vidyut	āpākestha
inflection	ApAntamanyu	ApAntamanyu	ApAntamanyu	vidyut	āpāntamanyu
inflection	ApAtayet	ApAtayet	ApAti	vidyut	āpātayet
inflection	ApIqin	ApIqin	ApIqi	vidyut	āpīḍin
inflection	ApUr	ApUr	ApF	vidyut	āpūr
inflection	ApUryamARapakza	ApUryamARapakza	ApUryamARapakza	vidyut	āpūryamānapakṣa
inflection	ApUryanta	ApUryanta	ApF	vidyut	āpūryanta
inflection	ApaSyam	ApaSyam	AdfS	vidyut	āpaśyam
inflection	ApaSyat	ApaSyat	AdfS	vidyut	āpaśyat
inflection	ApadDarma	ApadDarma	ApadDarma	vidyut	āpaddharma
inflection	Apadgata	Apadgata	Apadgata	vidyut	āpadgata
inflection	Apaneya	Apaneya	Apaneya	vidyut	āpaneya
