anchor_key_slp1	dcs_lemma_id	dcs_lemma_iast	tier	evidence_count
DUmra	42875	dhūmrā	relaxed	3
DUnay	219450	dhunay	relaxed	2
DUsara	42972	dhūsarā	relaxed	1
Dam	212297	dhām	relaxed	2
Dam	212956	ḍhaṃ	relaxed	3
Damani	91865	dhamanī	relaxed	9
Dan	215700	ḍhañ	relaxed	12
Danika	91724	dhanikā	relaxed	6
Danika	167422	dhānikā	relaxed	1
Danin	42367	dhānin	relaxed	1
Danva	205202	dhānva	relaxed	1
Danva	224292	dhānva	relaxed	1
Danvantari	209050	dhanvantarī	relaxed	1
Danvantari	224309	dhānvantari	relaxed	2
DaraRIya	42526	dhāraṇīyā	relaxed	1
Darmin	200169	dhārmin	relaxed	3
Darmya	224391	dhārmya	relaxed	5
Daya	42445	dhāya	relaxed	1
Daya	42446	dhāya	relaxed	1
DenukA	43090	dhenuka	relaxed	21
DenukA	43092	dhenuka	relaxed	2
DenukA	217289	dhenūka	relaxed	2
DizRya	42650	dhiṣṇyā	relaxed	2
DrAji	43239	dhraji	relaxed	3
Druva	43251	dhruvā	relaxed	161
Durya	224744	dhūrya	relaxed	1
Dvasra	223497	dhvasrā	relaxed	2
EndrI	39966	aindri	relaxed	9
ErAvata	210489	airavata	relaxed	1
EzIka	40011	aiśika	relaxed	1
EzIka	207906	aiṣika	relaxed	4
GAsa	156758	ghasa	relaxed	3
GAway	159217	ghātay	relaxed	243
GAway	169279	ghaṭay	relaxed	40
Gana	165713	ghanā	relaxed	7
Gana	223835	ghāṇa	relaxed	1
Gasi	156767	ghāsi	relaxed	2
GawI	226078	ghāṭī	relaxed	1
GawikA	157015	ghāṭikā	relaxed	1
GawikA	161127	ghāṭika	relaxed	1
GftAcI	156918	ghṛtāci	relaxed	1
Gora	161207	ghorā	relaxed	3
Goza	161151	ghoṣā	relaxed	12
ISvara	64100	īśvarā	relaxed	125
IdfSa	169610	īdṛṣa	relaxed	1
IkzA	63978	īkṣa	relaxed	1
Ir	215310	ir	relaxed	2
IrzyA	64047	īrṣya	relaxed	1
JarA	95501	jhara	relaxed	4
Jaza	95532	jhaṣā	relaxed	2
JillI	95571	jhilli	relaxed	1
JillikA	95576	jhillīka	relaxed	2
KAdira	128770	khadira	relaxed	228
KAdira	128771	khadirā	relaxed	3
KAta	128712	khaṭa	relaxed	2
KAta	128854	khāṭa	relaxed	1
KaRqana	128761	khaṇḍanā	relaxed	4
Kala	128836	khalā	relaxed	8
Kanaka	128791	khānaka	relaxed	1
Kela	128907	khelā	relaxed	4
KyA	213657	khya	relaxed	1
KyAti	198999	khyātī	relaxed	1
OSira	358	auśīra	relaxed	1
OdArya	93	audarya	relaxed	11
OpaDika	262	aupādhika	relaxed	6
Opala	222	aupalā	relaxed	1
PAlguna	154142	phalguna	relaxed	3
PAlguna	154143	phalguna	relaxed	334
PAlguna	202085	phalgunā	relaxed	1
PaRa	152829	phaṇā	relaxed	19
PaRavant	152836	phaṇāvant	relaxed	2
PalIkaraRa	153307	phālīkaraṇa	relaxed	1
Palaka	212874	phālaka	relaxed	2
Palgu	226445	phālgu	relaxed	1
PeYcaka	173689	pheñcāka	relaxed	1
Pena	154168	phenā	relaxed	3
Penila	154175	phenilā	relaxed	1
SANKika	173643	śaṅkhikā	relaxed	2
SARqilya	208169	śāṇḍilyā	relaxed	1
SASi	171958	śaśi	relaxed	3
SASi	213882	śāsi	relaxed	1
SASi	214849	śasi	relaxed	1
SAkalya	111749	sākalya	relaxed	15
SAkalya	222498	śakalya	relaxed	1
SAkinI	175448	sākinī	relaxed	1
SAktIka	131184	śāktika	relaxed	1
SAktIka	203609	śaktika	relaxed	3
SAktIka	209320	śaktikā	relaxed	1
SAktIka	212859	śaktīka	relaxed	1
SAktIka	217827	saktikā	relaxed	1
SAkunika	116366	śakunikā	relaxed	1
SAkunika	198600	śakunika	relaxed	1
SAkya	114849	śakya	relaxed	846
SAlIna	132447	śālīnā	relaxed	2
SAlaNkAyana	176618	sālaṅkāyana	relaxed	2
SAli	131370	śālī	relaxed	2
SAlin	174745	śalin	relaxed	2
SAmbarI	116760	śambarī	relaxed	9
SAnta	132273	śāntā	relaxed	38
SAnta	167449	sānta	relaxed	3
SAnta	217224	santa	relaxed	2
SAnti	198900	śāntī	relaxed	1
SAnti	217863	śaṇṭī	relaxed	1
SAri	113121	sāri	relaxed	1
SAri	113130	sārī	relaxed	3
SAri	116798	śarī	relaxed	1
SAri	132352	śārī	relaxed	5
SArvarI	127999	śarvarī	relaxed	136
SAstriya	131563	śāstrīya	relaxed	4
SAtahrada	116554	śatahrada	relaxed	2
SAtahrada	116555	śatahradā	relaxed	23
SAtana	115505	śatana	relaxed	6
SAtana	214240	sātana	relaxed	1
SAtodara	116588	śatodara	relaxed	1
SAvIra	219260	śavīra	relaxed	2
SEkya	99883	saikya	relaxed	2
SEkya	207276	saikya	relaxed	1
SEla	127715	śailā	relaxed	1
SIGra	126094	śīghrā	relaxed	4
SIkara	167144	sīkara	relaxed	9
SIkara	204071	śīkāra	relaxed	1
SIkara	208852	śikāra	relaxed	7
SIkay	223968	śīkāy	relaxed	1
SItala	123579	śītalā	relaxed	6
SItalatA	105953	sitalatā	relaxed	1
SOrasena	101892	saurasena	relaxed	1
SOri	101811	saurī	relaxed	4
SOri	101841	sauri	relaxed	19
SUla	127228	śūlā	relaxed	4
SUnya	127179	śūnyā	relaxed	5
SUraRa	97539	suraṇa	relaxed	3
SUraRa	97541	suraṇa	relaxed	2
SUraRa	99303	sūraṇa	relaxed	49
SUratA	97543	surata	relaxed	1
SUratA	97544	suratā	relaxed	1
SUratA	97545	surata	relaxed	104
SUza	98564	suṣā	relaxed	4
SUza	99546	sūṣā	relaxed	3
SUza	127149	śuṣa	relaxed	1
SUza	173709	śuṣā	relaxed	2
SaNKa	116389	śaṅkhā	relaxed	2
SaNKa	131221	śāṅkha	relaxed	2
SaPa	18311	sapha	relaxed	7
SaSvatI	132500	śāśvatī	relaxed	2
Sagma	8748	sagma	relaxed	3
Sak	214893	sak	relaxed	1
Sakawa	131156	śākaṭa	relaxed	1
SakrASana	114924	śakrāsana	relaxed	1
Sakunta	208163	śākunta	relaxed	1
Sallaka	166986	sallaka	relaxed	2
Salva	132489	śālva	relaxed	188
Salva	132490	śālva	relaxed	1
Salva	225616	salva	relaxed	2
Salya	131042	śalyā	relaxed	2
SamaTa	115759	śamaṭha	relaxed	2
SambUka	115924	śambuka	relaxed	6
SambUka	172859	śambūkā	relaxed	1
Sambala	204209	saṃbala	relaxed	3
Santiva	130881	śāntivā	relaxed	1
SapaTa	174481	sapāṭha	relaxed	1
Sapta	18059	sapta	relaxed	5
Sapta	112500	sāpta	relaxed	5
Sapta	112515	sāpta	relaxed	4
SarAva	113076	sārava	relaxed	2
SarAva	198609	śaravā	relaxed	1
SarIraka	132381	śārīraka	relaxed	1
SaraBa	116853	śarabhā	relaxed	1
SaraBa	202317	śārabha	relaxed	2
SaraBya	214477	śārabhya	relaxed	1
Sarad	104239	saraḍ	relaxed	3
Saru	104269	saru	relaxed	3
Sarya	116831	śaryā	relaxed	8
Sasta	41929	ṣaṣṭa	relaxed	1
Sasta	113410	sāṣṭa	relaxed	7
SastrI	209588	śāstrī	relaxed	1
SatasA	167027	satasā	relaxed	1
Satika	16570	satīka	relaxed	1
Satika	131234	śāṭikā	relaxed	3
Satika	167582	śaṭikā	relaxed	3
Savas	105324	savas	relaxed	13
SavasAna	167788	śavāsana	relaxed	5
SavasAna	209668	śavāsanā	relaxed	1
Saṁsana	8221	saṃśāna	relaxed	3
Saṁsana	224917	sāṃśāna	relaxed	1
Saṁvant	42311	saṃvant	relaxed	2
Selu	99792	selu	relaxed	1
Sevala	127333	śevāla	relaxed	5
SfNKala	126598	śṛṅkhalā	relaxed	54
Sfta	99551	sṛta	relaxed	9
SiKA	132545	śikha	relaxed	1
SiKara	132567	śikharā	relaxed	1
SiSira	132828	śiśirā	relaxed	2
Sikz	219761	sīkṣ	relaxed	4
SikzA	123457	śīkṣā	relaxed	3
SikzA	132531	śikṣa	relaxed	1
SiloYCa	224694	śiloñchā	relaxed	3
Sim	106515	sīm	relaxed	55
Simba	132622	śimbā	relaxed	1
Simbi	131801	śimbī	relaxed	17
SiprA	106399	siprā	relaxed	5
Sivi	205676	śivī	relaxed	1
Sizwa	123698	śīṣṭa	relaxed	3
SlAGA	214467	ślāgha	relaxed	1
SlAGana	41111	ślāghanā	relaxed	1
SlakzRa	41082	ślakṣṇā	relaxed	2
Sleza	41138	śleṣā	relaxed	1
SmaSAna	169324	śmaśānā	relaxed	1
SoBA	127822	śobha	relaxed	16
SoBana	127828	śobhanā	relaxed	7
SoDaka	216585	soḍhāka	relaxed	1
SoPa	167277	śophā	relaxed	1
SoRa	172132	śoṇā	relaxed	4
Soza	204593	śoṣā	relaxed	1
SrA	214499	śra	relaxed	2
SrAvaka	114273	srāvaka	relaxed	1
SrAya	40275	śraya	relaxed	4
SrISa	40692	śrīśā	relaxed	1
SrOzwi	221078	śrauṣṭī	relaxed	1
SradDin	40448	śrāddhin	relaxed	24
Sram	169740	srāṃ	relaxed	1
Sram	169749	sraṃ	relaxed	2
Sram	212972	śrāṃ	relaxed	3
SramB	215491	srambh	relaxed	1
SramaRa	40249	śramaṇā	relaxed	11
SramaRa	199109	śrāmaṇa	relaxed	2
Srapay	225938	śrāpay	relaxed	1
Sravasya	219415	śravasyā	relaxed	10
SreRi	40919	śreṇī	relaxed	8
SrezWa	40949	śreṣṭhā	relaxed	23
Sru	114300	srū	relaxed	16
Sru	157552	sru	relaxed	538
Sru	213485	sru	relaxed	4
Sru	222989	śrū	relaxed	7
Srutya	114286	srutya	relaxed	1
SuB	224388	subh	relaxed	3
SuBa	108305	subha	relaxed	2
SuBa	126384	śubhā	relaxed	19
SuBra	127128	śubhrā	relaxed	6
SuRqA	107773	sunda	relaxed	30
SuRqA	126328	śuṇḍa	relaxed	3
SuSrUsu	126051	śuśrūṣu	relaxed	87
SudDa	126335	śuddhā	relaxed	2
Suk	214933	ṣuk	relaxed	3
Sukla	126286	śuklā	relaxed	23
Sukra	167218	śukrā	relaxed	4
SukriyA	126283	śukriya	relaxed	12
SukriyA	126284	śukriya	relaxed	32
SumBa	108465	sumbha	relaxed	2
Sumbala	205109	sumbala	relaxed	2
SunI	125902	śuni	relaxed	2
Suzka	206645	śuṣkā	relaxed	2
SvAnI	224115	śvanī	relaxed	1
SvAsa	120036	svasā	relaxed	6
SvAsa	200207	śvasā	relaxed	1
SvAsa	214842	śvasa	relaxed	1
SvaYc	219663	svañc	relaxed	6
Svasana	171479	śvāsana	relaxed	2
Svasita	120033	svasita	relaxed	3
Svasita	203903	svaśīta	relaxed	1
Sveta	41441	śvetā	relaxed	69
Svetya	41675	śvetyā	relaxed	1
SyA	213489	sya	relaxed	7
SyAma	127914	śyāmā	relaxed	158
SyAmala	127929	śyāmalā	relaxed	4
UDan	57055	udhan	relaxed	6
Uhana	38328	uhāna	relaxed	1
UrRA	38425	ūrṇa	relaxed	12
Urva	38022	urva	relaxed	2
Uzman	38280	uṣman	relaxed	19
aBAva	22059	abhava	relaxed	47
aBIka	22079	abhika	relaxed	4
aBIka	58867	ābhīka	relaxed	4
aBIra	58871	ābhīra	relaxed	36
aBIzwa	31236	abhīṣṭā	relaxed	1
aBaya	22038	abhayā	relaxed	180
aBiBava	221225	abhībhava	relaxed	1
aBiDA	204922	abhidha	relaxed	3
aBiSApa	30998	abhīśāpa	relaxed	1
aBiSAs	219233	abhiśas	relaxed	1
aBiSrI	159052	abhiśri	relaxed	1
aBicAra	22157	abhicara	relaxed	1
aBicAra	22169	abhīcāra	relaxed	1
aBijana	58842	ābhijana	relaxed	1
aBimAti	22435	abhimati	relaxed	3
aBipaw	158744	abhipat	relaxed	185
aBiprAya	158819	abhiprayā	relaxed	38
aBiraj	158912	abhirāj	relaxed	2
aBiru	31207	abhīru	relaxed	1
aBiru	31208	abhīru	relaxed	24
aBiru	214427	ābhīru	relaxed	1
aBisAra	31152	abhisara	relaxed	14
aBisAra	31163	abhīsāra	relaxed	2
aBisaYj	159059	abhiṣañj	relaxed	12
aBisac	218864	abhiṣāc	relaxed	7
aBisad	159060	abhiṣad	relaxed	3
aBisah	159061	abhiṣah	relaxed	1
aBisah	220442	abhīṣāh	relaxed	5
aBisic	159062	abhiṣic	relaxed	805
aBisyand	159082	abhiṣyand	relaxed	9
aBiviKya	158966	abhivikhyā	relaxed	30
aBivijYA	168110	abhivijña	relaxed	1
aBivyakta	209237	abhivyaktā	relaxed	1
aBizava	58882	ābhīśava	relaxed	6
aBizeka	58863	ābhiṣeka	relaxed	1
aBizwi	31244	abhīṣṭi	relaxed	4
aByAgArika	58915	ābhyāgārika	relaxed	1
aByaYj	223789	abhyāñj	relaxed	2
aDArmika	58155	ādharmika	relaxed	3
aDIta	58198	ādhīta	relaxed	4
aDIti	58200	ādhīti	relaxed	4
aDarmisWa	7822	adharmiṣṭha	relaxed	17
aDarzay	173346	ādharṣay	relaxed	4
aDidevatA	223106	adhidevata	relaxed	27
aDigA	199501	adhiga	relaxed	1
aDikAra	9601	adhīkāra	relaxed	15
aDipuruza	170710	adhipūruṣa	relaxed	2
aDirAjya	58193	ādhirājya	relaxed	6
aDivAsa	173530	adhīvāsa	relaxed	30
aDivAsana	169677	adhivāsanā	relaxed	15
aDivAsana	172998	adhivasana	relaxed	1
aDizWA	218304	adhiṣṭha	relaxed	1
aDvara	174673	adhvarā	relaxed	3
aDyas	157659	adhyās	relaxed	131
aDyas	203399	adhyaś	relaxed	1
aDyavasAna	225212	adhyavasana	relaxed	1
aDyayana	169654	adhyāyana	relaxed	2
aGa	6037	aghā	relaxed	1
aNgAra	211527	āṅgāra	relaxed	2
aNgada	6163	aṅgadā	relaxed	3
aNguri	168281	aṅgurī	relaxed	1
aNguzWa	213070	aṅguṣṭhā	relaxed	1
aNkuSa	6122	aṅkuśā	relaxed	7
aNkura	6127	aṅkūra	relaxed	8
aPala	21884	aphalā	relaxed	1
aPala	211212	aphāla	relaxed	3
aRqa	57670	āṇḍa	relaxed	23
aRqa	57671	āṇḍa	relaxed	10
aSanAyA	215010	aśanāya	relaxed	1
aSanAyA	222448	aśanayā	relaxed	12
aSani	59903	aśanī	relaxed	5
aSaraRa	60892	asaraṇa	relaxed	1
aSoka	60037	aśokā	relaxed	3
aSradDeya	60138	aśrāddheya	relaxed	1
aSravaRa	62778	āśrāvaṇa	relaxed	6
aSrika	60155	aśrīka	relaxed	2
aSruta	61422	asruta	relaxed	1
aSruta	62783	āśruta	relaxed	7
aSvayuj	62806	āśvayuj	relaxed	4
aSvinI	62823	āśvinī	relaxed	6
aYj	159760	āñj	relaxed	81
abraHmaRya	22010	abrahmaṇya	relaxed	3
acCa	217522	acchā	relaxed	256
acetana	6375	acetāna	relaxed	2
acetana	209124	acetanā	relaxed	2
acira	6364	acirā	relaxed	1
adAyin	57967	ādāyin	relaxed	8
adantya	214494	ādāntya	relaxed	1
adarSana	198855	ādarśana	relaxed	2
adaya	57964	ādāya	relaxed	2
adaya	216322	ādāya	relaxed	1
adeva	58140	ādeva	relaxed	7
adfS	226212	ādṛś	relaxed	1
adri	205214	adrī	relaxed	1
adyaSvInA	7688	adyaśvīna	relaxed	2
adyut	159785	ādyut	relaxed	2
agADa	62070	āgādha	relaxed	1
agADa	204311	agāḍha	relaxed	2
agADa	220541	āgāḍha	relaxed	1
agamya	5646	agamyā	relaxed	30
agniD	5907	agnīdh	relaxed	227
agnizoma	168534	agnīṣoma	relaxed	214
agriya	6010	agrīya	relaxed	4
agrya	6025	agryā	relaxed	2
ah	215074	āh	relaxed	1
ahan	160033	āhan	relaxed	529
ahata	63087	āhata	relaxed	2
aho	210238	āho	relaxed	19
aj	159750	āj	relaxed	14
ajAvika	57505	ājāvika	relaxed	2
ajana	57512	ājāna	relaxed	10
ajana	57513	ājānā	relaxed	1
ajaqa	6469	ajāda	relaxed	1
ajaqa	6496	ajaḍā	relaxed	6
ajara	6516	ajarā	relaxed	6
akAla	1810	akala	relaxed	9
akAraka	174604	ākāraka	relaxed	8
akUpAra	5302	akūpārā	relaxed	1
akUpAra	61820	ākūpāra	relaxed	7
akalya	5265	akālya	relaxed	3
akarRa	175294	ākarṇa	relaxed	3
akarRa	202645	ākarṇa	relaxed	21
akfzwa	223331	ākṛṣṭa	relaxed	1
akta	5349	aktā	relaxed	1
akulatA	61808	ākulatā	relaxed	4
akza	61914	ākṣa	relaxed	3
akza	61915	ākṣa	relaxed	1
akza	224039	akṣā	relaxed	1
akzan	202369	ākṣan	relaxed	1
akzara	5511	akṣarā	relaxed	6
akzara	5514	akṣāra	relaxed	12
akzara	61926	ākṣāra	relaxed	7
akzata	5458	akṣatā	relaxed	8
akzata	166748	akṣatā	relaxed	3
akzita	199751	akṣitā	relaxed	1
alAbu	53740	alābū	relaxed	10
alAta	62287	ālāta	relaxed	1
alIka	53767	alika	relaxed	5
alIka	208050	alikā	relaxed	4
alakta	62234	ālākta	relaxed	1
alakta	174002	alaktā	relaxed	1
alaktaka	205624	ālaktaka	relaxed	4
alarka	62280	ālarka	relaxed	2
alasa	53746	alāsa	relaxed	3
alepaka	226341	ālepaka	relaxed	1
aliNga	62316	āliṅga	relaxed	3
amala	31740	amalā	relaxed	10
amala	207972	āmala	relaxed	3
amanda	58962	āmaṇḍa	relaxed	3
amara	31659	amarā	relaxed	4
amara	31790	amāra	relaxed	1
amarzaRa	59050	āmarśana	relaxed	7
ambA	59070	āmba	relaxed	4
ambA	216299	amba	relaxed	1
ambazWa	32060	ambaṣṭhā	relaxed	37
ambikA	219950	ambika	relaxed	1
amita	218343	amitā	relaxed	1
amitra	59002	āmitra	relaxed	9
amla	59111	āmla	relaxed	2
amla	59112	āmlā	relaxed	1
amla	166250	amlā	relaxed	5
amla	199718	āmlā	relaxed	1
