slp1	hom	sense_id	n_ls	n_ls_resolved	n_dcs_assigned	variant_of	gloss
sTA	1	11c	2	2	0		verbleibend in ( loc. ) so v. a. befolgend: BHĀG. P. 3,1,45 . BHAṬṬ. 15,14
sTA	1	11d	7	7	0		begriffen in, obliegend, bedacht auf; mit loc. : MBH. 2,1228 . M. 8,42 . 10,74 . R. 6,88,14 ( ). BHĀG. P. 4,17,18 . die 
sTA	1	11e	1	1	0		Jmd ( acc. ) obliegend: KUMĀRAS. 2,28
sTA	1	11f	2	2	0		bereit zu ( dat. ): PAÑCAT. 91,6 . 7
sTA	1	11g	16	16	0		feststehend, beständig, keinem Wandel unterworfen KAṬHOP. 2,22 . R. 5,56,56 . in Bezug auf 6,10,32 . so v. a. fest besch
sTA	1	11h	1	1	0		gelungen: misslungen R. 5,51,9
sTA	1	11i	3	3	0		beschaffen, sich verhaltend: unter diesen Verhältnissen PAÑCAT. 180,20 . 196,18 . 237,19
sTA	1	11k	4	4	0		mit acc. α〉 stehend bei: HARIV. 14728 . zur linken Seite R. 5,73,26 . — β〉 hingegeben, sich hingebend: MBH. 13,272 . R. 
sTA	1	6a	115	114	0		geordnet stehend BHAG. 1,20 / a〉 aufgestanden MBH. 5,7232 . R. 5,3,6 . RAGH. 2,61 . 3,61 . ŚIŚ. 9,72 . KATHĀS. 72,394 . 
sTA	1	6b	70	69	0		stehend: HARIV. 11310 . eine Stelle einnehmend, postirt, stehend [Page7-1298] —, befindlich auf, bei u. s. w. : MBH. 5,7
sTA	1	6c	45	45	0		gewartet —, verweilt habend MBH. 5,7050 / c〉 feststehend, seinen Halt habend an, beruhend auf, in: Pflanzen TS. 6,3,3,5 
sTA	1	6d	9	9	0		beruhend auf ( loc. ), abhängig von: KĀM. NĪTIS. 2,6 . Spr. (II) 1003 . 2981 . 5285 . MĀLATĪM. 70,7 . Z. d. d. m. G. 27,
sTA	1	6e	8	8	0		entschlossen zu ( loc. ): MBH. 5,7124 . 7145 . R. 4,24,1 / e〉 übergegangen auf ( loc. ): HARIV. 6813 . ŚĀK. 98,9 , v. l 
sTA	1	6f	33	33	0		beharrend in, haltend an: R. 2,60,22 . 5,14,67 . Spr. (II) 4948 . YĀJÑ. 2,110 . MBH. 5,5431 . R. 2,23,42 . 95,16 ( 104,1
sTA	1	6g	59	58	0		feststehend, festgesetzt: M. 3,265 . 9,117 . 120 . 179 . 10,68 . Spr. (II) 3685 . R. 5,14,60 . adj. 81,5 . so v. a. sich
sTA	1	6h	22	22	0		daseiend, vorhanden, sich vorfindend: BHAG. 3,34 . R. 3,27,5 . 4,61,40 . ŚAṂK. _zu_ BṚH. ĀR. UP. S. 277 . SARVADARŚANAS.
sTA	1	6i	31	31	0		dastehend —, erscheinend als: die Ergänzung α〉 ein nom. : Verz. d. Oxf. H. 41,a, N. 2 . MĀRK. P. 99,39 . KĀM. NĪTIS. 12,
sTA	1	5a	12	12	0		stehend —, sitzend auf: R. 2,46,33 . MBH. 3,15652 . R. 2,96,13 / a〉 aufgestanden, der sich erhoben hat DAŚAK. 69,10 . PA
sTA	1	5b	2	2	0		verharrend in: R. GORR. 1,67,21 / b〉 hoch stehend, sich auszeichnend durch: Verz. d. Oxf. H. 217,a,23
sTA	1	5c	10	10	0		der Etwas angetreten —, zu Etwas gegriffen —, an Etwas sich gemacht —, zu Etwas sich angeschickt hat: R. 5,50,18 . MBH. 
sTA	1	1c	1	1	0		eingekommen (von Geldern u. s. w. ): Spr. (II) 4600
sTA	1	1d	14	14	0		= AK. H. an. MED. zu einer That bereit, mit Energie sich einer Sache hingebend: MBH. 1,3232 . KĀM. NĪTIS. 8,49 . 1,17 . 
sTA	1	1e	5	5	0		hoch —, oben an stehend ṚV. PRĀT. 18,3 . ( Gegens. ) Spr. (II) 1206 . = AK. H. an. MED
sTA	1	1f	1	1	0		n. Gang und Stand AV. 3,15,4 . — Vgl. fgg. , fgg. , . — caus
sTA	1	2e	5	5	0		hoch —, oben an stehend ṚV. PRĀT. 18,3 . ( Gegens. ) Spr. (II) 1206 . = AK. H. an. MED
sTA	1	2f	1	1	0		n. Gang und Stand AV. 3,15,4 . — Vgl. fgg. , fgg. , . — caus
sTA	1	5d	4	4	0		gegangen an, sich anschickend zu: zu einem Geschäft NIR. 9,4 . MBH. 12,4130 . [Page7-1305] ohne Ergänzung BHĀG. P. 3,26,
sTA	1	5e	18	18	0		angefallen, angegriffen: R. GORR. 2,125,3 . — Vgl. fgg. — aufgehen (von einem Gestirn): HARIV. 1356 . — sich aufmachen z
sTA	1	3a	17	16	0		herangekommen, genaht BHAG. 1,28 . MBH. 3,2278 (nach der Lesart der ed. Bomb. ). 5,7552 . R. 2,58,3 . R. GORR. 2,83,2 . 
sTA	1	3b	10	9	0		sitzend auf ( loc. ) R. 5,56,73 . liegend 13,39 . so v. a. sie stiessen auf PAÑCAT. 226,10 / b〉 mit pass. Bed. zu / b〉 n
sTA	1	3c	1	1	0		entstanden: HARIV. 8476
sTA	1	3d	25	25	0		eingetreten, gekommen von Leblosem: BHĀG. P. 4,8,32 . R. 4,43,3 . HARIV. 9301 . MBH. 4,1291 . 5,5969 . R. 1,48,3 ( 49,4 
sTA	1	3e	7	7	0		gegangen an so v. a. bereit zu: MBH. 6,793 . 7,9290 . 14,1801 . BHĀG. P. 2,9,18 . — caus. aufstellen SUŚR. 1,240,5 . — ,
sTA	1	4d	38	38	0		aufgebrochen, der sich aufgemacht hat MBH. 1,7654 . 3,2728 . 2896 . 13,330 . HARIV. 9616 . R. 1,61,1 . RAGH. 1,89 . ŚĀK.
sTA	1	6k	3	2	0		n. α〉 das Verhalten: Verz. d. Oxf. H. 48,b,30 . — β〉 Form, Gestalt MBH. 5,5894 nach der Lesart der ed. Bomb
sTA	1	6l	2	1	0		MBH. 6,93 fehlerhaft für (so ed. Bomb. )
sTA	1	2a	0	0	0		
han	1	2	256	255	0		zu Fall —, inʼs Verderben bringen, schädigen, zu Grunde richten, vernichten überh. , zerstören: ṚV. 6,25,3 . 31,4 . 7,99
han	1	5	87	86	0		an sich unterdrücken, aufgeben, fahren lassen: MBH. 1,6145 . 3,16826 . 4,648 . R. GORR. 1,28,17 . R. SCHL. 2,44,19 . Spr
han	1	6a	196	196	0		geschlagen; getroffen, erschlagen, vernichtet ṚV. 1,104,3 . 10,86,18 . 113,7 . AV. 10,4,12 . 11,9,7 . vom Blitz 7,59,1 .
han	1	6b	8	8	0		angeschlagen von einer Trommel KATHĀS. 18,48 / b〉 erschlagen UTTARAR. 133,11 (176, . der nicht weiss, was Schlagen und S
han	1	6c	120	120	0		geschlagen beim Waschen, ( s. auch bes. ) ungewaschen, neu von Gewändern KAUṢ. UP. 2,15 . R. 2,3,10 . 91,62 . BHĀG. P. 5
han	1	6d	4	4	0		f. so v. a. fututa: MBH. 8,2037 / d〉 unbestritten: Spr. (II) 4310 . — Vgl. fgg. , fgg. , . — , partic. beschädigt, getrü
han	1	6e	1	1	0		aufgewirbelt, erregt: ŚĀK. 31
han	1	6f	2	2	0		gekommen um: Spr. (II) 6250 . entzogen: dem Anblick R. 5,19,35 . Vgl
han	1	6g	11	11	0		multiplicirt TRIK. 3,1,25 . ARYABH. 2,7 . 19 . Journ. of the Am. Or. S. 6,558 . VARĀH. BṚH. S. 8,20 . BṚH. 7,4 . 26 (, 8
han	1	4a	117	116	0		α〉 getroffen, geschlagen, gestossen AV. 11,10,22 . AIT. BR. 4,2 . SUŚR. 1,182,7 . MBH. 1,663 . 4,754 . 5,7275 . 13,4794 
han	1	4b	70	68	0		beschädigt: SĀMAVIDH. BR. 1,8,13 . — Vgl. fgg. und . — caus. partic. getroffen: MBH. 8,4319 . — desid. treffen —, [Page7
han	1	4c	35	34	0		angeschlagen, in Bewegung gesetzt. MBH. 5,1909 . eine Trommel u. s. w. : 7241 . 14,2395 . HARIV. 3322 . 8056 . 10296 . R
han	1	4d	17	17	0		gehämmert: Spr. (II) 4074 . MBH. 2,2091 ( NĪLAK. ). geprägt oder gestempelt AK. 2,9,92 . TRIK. 3,3,319 . H. 1046 . P. 5,
han	1	4e	30	30	0		zu Nichte gemacht, vereitelt: BHĀG. P. 3,28,21 . (= ) R. 2,23,20 . VARĀH. BṚH. S. 46,5 . BHĀG. P. 3,9,10 . 8,7,14 / e〉 h
han	1	4f	18	18	0		multiplicirt AK. 3,2,38 . TRIK. 3,3,149 . H. 1483 . H. an. MED. VARĀH. BṚH. S. 8,22 . 81,9 . ĀRYABH. 4,28 . 30 / f〉 stro
han	1	4g	15	15	0		ungereimt ( vgl. ) AK. 1,1,5,21 . TRIK. H. an. MED / g〉 in Bewegung versetzt, erregt (die v. l. oft richtiger ): das Mee
han	1	4h	13	13	0		getroffen heisst ein Visarga , wenn er mit einem vorangehenden zu geworden ist, SĀH. D. 219,4 . 17 . — KATHĀS. 49,102 fe
han	1	3a	6	6	0		zusammengeschlagen: ARJ. 3,40 ( MBH. 3,11974 ). zusammengefügt, verbunden NIR. 1,1 / a〉 ab-, weggeschlagen, vertrieben: 
han	1	3b	26	26	0		getroffen, geschlagen: HARIV. 4263 . 9867 . R. 1,32,17 ( 33,17 GORR. ). 2,9,51 . R. GORR. 2,20,39 . 7,21,30 . PAÑCAT. 12
han	1	3c	2	2	0		angeschlagen: eine Trommel Spr. (II) 1316 . KATHĀS. 20,226 (fälschlich ). — Vgl
han	1	4i	7	7	0		m. N. pr. eines Esels PAÑCAT. 247,25 . — Vgl. fg. , . — s. . — caus. durch ein Beispiel erläutern SĀY. _zu_ ŚAT. BR. UP.
han	1	9	5	5	0		mit gesenktem Tone d. i. mit dem Anudātta sprechen ṚV. PRĀT. 11,27 . Ind. St. 4,174 . 330 . ĀŚV. ŚR. 7,11,5 . P. 8,1,35 
han	1	10	1	1	0		multipliciren Comm. zu ĀRYABH. 4,25 u. s. w
han	1	11a	37	37	0		geschleudert: ṚV. 6,27,4 . niedergeschlagen: Spr. (II) 5197 . R. 3,35,51 . VARĀH. BṚH. S. 32,2 . ein Planet von einem an
han	1	11b	8	8	0		zerstört, zu Grunde gerichtet, vernichtet: MBH. 3,1703 . VARĀH. BṚH. S. 11,62 . PRAB. 70,12 . R. 2,47,18 . 5,56,93 . KAT
han	1	11c	5	5	0		mit dem Anudātta gesprochen Ind. St. 4,366 . Kār. 1 aus SIDDH. K. _zu_ P. 7,2,10 . Comm. zu TS. PRĀT. 19,3 . n. 4
han	1	11d	7	6	0		fehlerhaft für R. 2,82,16 ( ed. Bomb. ). VARĀH. BṚH. S. 4,2 ( die Hdschrr. ). dagegen KIR. 14,14 fehlerhaft für . Vgl. f
han	1	8a	5	5	0		wogegen Etwas schlägt: ŚĀK. 32 . RĀJA-TAR. 1,372 . anschlagend an: ( v. l. ) ŚĀK. 50 . R. 3,61,9 . = H. an. 4,113
han	1	8b	71	71	0		zurückgeschlagen, abgewehrt: MBH. 3,11965 . BHĀG. P. 8,11,33 . 36 . 10,59,20 . 9,4,13 . MBH. 3,12142 . zurückgewiesen, a
han	1	8c	1	1	0		abgelaufen: ( sc. ) PĀR. GṚHY. 2,1
han	1	8d	1	1	0		beschränkt, dumm: adj. Spr. (II) 2047
han	1	8e	2	2	0		verhasst TRIK. 3,3,170 . H. an. , wo st. zu lesen ist
han	1	8f	2	2	0		in seinen Erwartungen getäuscht AK. 3,1,41 . H. 439
han	1	8g	2	2	0		= TRIK. 3,3,105 . = von Zähnen d. i. stumpf (von Säuren) P. 7,2,29, Vārtt. 2 , Schol
han	1	8h	3	3	0		schlechte Lesart für H. 1492 . — caus. Jmd abwehren: MBH. 7,6993 . — Vgl. fgg. , und fgg. — pass. sich stossen: CARAKA 1
han	1	7a	83	83	0		an —, auf einander gelegt, zusammengefügt, geschlossen, zusammenstossend, anschliessend, eng verbunden AK. 3,4,12,47 . H
han	1	7b	18	18	0		fest —, consistent geworden: MĀRK. P. 47,12 . HARIV. 590 . fest, hart, compact; = H. an. MED. MṚCCH. 55,22 . VARĀH. BṚH.
han	1	7c	1	1	0		stark, intensiv: VARĀH. BṚH. S. 68,63
han	1	7d	11	9	0		Bez. eines best. Geruchs MBH. 12,6848 . 14,1409 . eines best. Tons 1420 . wohl so v. a. zusammengesetzt. — Vgl. fgg. , .
amfta		1a	2	2	1		nicht gestorben BRĀHMAṆ. 3,18 / a〉 MBH. 13,23
amfta		1b	28	28	0		unsterblich Kār. zu P. 3,2,188 . ṚV. 1,38,4 . 7,4,4 . 8,48,1 . 1,166,3 . 3,20,3 . 4,35,8 . u. s. w. ŚAT. BR. 2,2,2,8 . w
amfta		1c	7	7	1		unvergänglich: ṚV. 3,43,5 . 7,4,6 . 6,44,16 . VS. 4,18 . 26 . 34,3 . Auf solche Stellen mag zum Theil die Bedeutung Gold
amfta		1d	2	2	0		= schön und = sehr lieblich VYĀḌI _im_ ŚKDR. (hier als m. )
amfta		2a	0	0	0		Gott, s. u. 1,b
amfta		2b	2	2	0		N. einer Wurzel ( ) RĀJAN. _im_ ŚKDR
amfta		2c	0	0	1		N. einer Pflanze, Phaseolus trilobus Ait. ( ) id
amfta		2d	1	1	0		ein Bein. Śiva ʼs ŚIV
amfta		2e	2	2	0		ein Bein. Dhanvantari ʼs H. an. 3,236 . MED. t. 77
amfta		3a	2	2	0		[Page1-0379] ein berauschendes Getränk RĀJAN. _im_ ŚKDR
amfta		3b	33	33	0		N. verschiedener Pflanzen: α〉 Emblica officinalis Gaertn. ( ) AK. 2,4,2,38 . TRIK. 3,3,143 . H. an. 3,237 . MED. t. 77 .
amfta		3c	3	3	0		N. pr. Mutter von Parīkṣit MBH. 1,3794 . LIA. I, Anh. XXIV. Tochter Siṃhahanu ʼs und Schwester Amṛtodana ʼs SCHIEFNER, L
amfta		4a	3	3	0		das Unsterbliche, d. i. die Gesammtheit der Unsterblichen: ṚV. 1,35,2 . 13,5 . 170,4
amfta		4b	16	16	0		Unsterblichkeit: ṚV. 10,13,4 . 129,2 . 1,125,6 . AV. 8,1,1 . ṚV. 1,83,15 . 10,121,2 . ŚAT. BR. 7,3,1,46 . u. s. w. 14,9,
amfta		4c	13	13	0		die Welt der Unsterblichkeit, das ewige Reich, die Ewigkeit: ṚV. 3,61,3 . 4,35,3 . 58,1 . 10,13,1 . 1,91,18 . heissen di
amfta		4d	32	32	0		der Trank der Unsterblichkeit, Lebensessenz, ἀμβροσία AK. 1,1,1,44 . 3,4,104 . TRIK. 3,3,143 . H. 89 . an. 3,235 . MED. 
amfta		4e	7	7	0		N. einer Mixtur gegen Vergiftung SUŚR. 2,250,17 . 285,9 . = H. an. 3,236 . = RĀJAN. _im_ ŚKDR / e〉 ein best. Heilmittel 
amfta		4f	6	6	0		Ueberbleibsel eines Opfers AK. 2,7,28 . TRIK. 3,3,143 . H. 834 . an. 3,235 . MED. t. 76 . M. 3,285
amfta		4g	7	7	0		unerbettelte, freiwillig dargebotene Almosen AK. 2,9,3 . TRIK. 3,3,143 . H. 866 . an. 3,235 . MED. t. 77 . [Page1-0380] 
amfta		4h	2	1	0		N. pr. eines Ortes: HARIV. 14095 . erscheint ebend. S. 927, Z. 4, v. u. als ein Beiname Viṣṇu ʼs. Die Lexicographen führ
amfta		4i	7	7	0		Wasser NAIGH. 1,12 . AK. 1,2,3,3 . 3,4,14,78 . TRIK. 3,3,143 . H. 1069 . an. 3,235 . MED. t. 76
amfta		4k	2	2	0		Gold NAIGH. 1,2 . H. an. 3,236 . Vgl. 1,c. und
amfta		4l	2	2	0		geklärte Butter ( ) H. an. 3,236 . MED. t. 76
amfta		4m	5	5	0		Milch H. an. RĀJAN. _im_ ŚKDR. warme Milch H. ś. 98 / m〉 Spr. (II) 2986
amfta		4n	1	1	0		Speise ( ) H. an
amfta		4o	0	0	0		gekochter Reis ( ) id
amfta		4p	1	1	0		Süssigkeit ( ) id / p〉 R. 7,7,3 . = Schol
amfta		4q	0	0	0		Liebliches ( ) id
amfta		4r	0	0	0		Eigenthum ( ) id
amfta		4s	2	2	0		eine Art Gift, und RĀJAN. _im_ ŚKDR
amfta		4t	0	0	0		Quecksilber id
amfta		4u	5	5	0		Strahl YĀDAVA _bei_ MALLIN. _zu_ RAGH. 10,59 . ŚAṂK. _zu_ BṚH. ĀR. UP. 4,4,16 / u〉 RAGH. 10,59
amfta		4v	7	7	0		die letzte Befreiung ( ) AK. 1,1,4,15 . TRIK. 1,1,134 . 3,3,143 . H. 74 . an. 3,235 . MED. t. 77 / v〉 Verz. d. Oxf. H. 2
amfta		3d	2	2	0		Bein. der Dākṣāyaṇī Verz. d. Oxf. H. 39,b,19 . 31
amfta		3e	1	1	0		N. der ersten Kalā des Mondes Verz. d. Oxf. H. 18,b,24
amfta		4w	3	3	0		ein Metrum von 4×54 Silben ṚV. PRĀT. 17,4 . Ind. St. 8,107 . 111
Siva		1	99	99	1		adj. ( f. ) gütig, freundlich, günstig; angenehm, zuträglich, wohlthuend, heilsam, segensreich, lieb ( Gegens. ) NAIGH. 
Siva		2a	2	2	0		Heil, Wohlfahrt: R. 5,56,36 . = Erlösung MED. v. 25 ; vgl. neutr
Siva		2b	59	59	0		ein N. des Rudra : der Gütige, Freundliche (euphemistisch gesagt). Von ihm, mit andern Namen und Attributen auf den in d
Siva		2c	7	6	1		ein secundärer Śiva bei den Śaiva so v. a. ein Erlöster mit übernatürlicher Macht: SARVADARŚANAS. 85,10 . 84,10 . 88,22 
Siva		2d	3	3	0		= UṆĀDIK. _im_ ŚKDR. hierher wohl Verz. d. Oxf. H. 85,b,1
Siva		2e	2	2	0		Gott überh. ŚABDAR. _im_ ŚKDR
Siva		2f	2	2	0		die heilige Schrift H. an. MED
Siva		2g	1	1	0		Bez. des 6ten Monats Ind. St. 10,298
Siva		2h	9	9	0		ein Pfosten, an den die Kühe gebunden werden oder an dem sie sich kratzen, = TRIK. 3,3,422 . H. 1274 . H. an. MED. ( tre
Siva		2i	3	2	0		Bdellion H. an. MED. AUṢ. 96
Siva		2k	2	2	0		die wohlriechende Rinde von Feronia elephantum ( ) MED. st. dessen H. an
Siva		2l	2	2	0		= H. an. MED. [Page7-0202]
Siva		2m	2	2	0		= RĀJAN. _im_ ŚKDR
Siva		2n	2	2	0		Quecksilber ( vgl. ) RĀJAN. _im_ ŚKDR
Siva		2o	5	5	0		Bez. einer best. Glück verheissenden Constellation TRIK. 3,3,422 . H. an. MED. KOṢṬHĪPR. _im_ ŚKDR
Siva		2p	1	1	0		Bez. eines best. Krankheitsdämons, neben HARIV. 9560
Siva		2q	2	2	0		pl. N. pr. einer Klasse von Göttern im 3ten Manvantara VP. 261 . MĀRK. P. 73,3
Siva		2r	7	7	0		N. pr. eines Sohnes des Medhātithi MĀRK. P. 53,29. fg. des Idhmajihva BHĀG. P. 5,20,2 . 3 . N. pr. eines Fürsten HALL. 1
Siva		2s	2	2	0		= m. , und m. NĀNĀRTHADHVANIM. _in_ Verz. d. Oxf. H. 194,a, No. 445
Siva		3a	18	18	0		Śiva ʼs Energie, personif. als seine Gattin AK. 1,1,1,32 . 3,4,27,214 . H. 204 . H. an. MED. VAIJ. _bei_ MALLIN. _zu_ KI
Siva		3b	32	32	0		Schakal (ein Unglück verheissendes Thier, also euphemistisch so genannt) AK. 2,5,5 . 3,4,27,214 . H. 1289 . H. an. MED. 
Siva		3c	25	25	0		Bez. verschiedener Pflanzen: = AK. 2,4,2,32 . H. an. MED. ( fehlerhaft für ). Terminalia Chebula oder citrina AK. 2,4,2,
Siva		3d	1	1	0		die Wurzel von Piper longum Lin. RATNAM. 99
Siva		3e	2	2	0		ein best. gelbes Pigment RĀJAN. _im_ ŚKDR
Siva		3f	1	1	0		ein best Metrum: 2 Mal ⏑ – ⏑ – – ⏑ ⏑ – ⏑ – –, – – ⏑ – – ⏑ ⏑ – ⏑ – – Journ. of the Am. Or. S. 6,514
Siva		3g	5	4	0		N. pr. der Gattin des Anila MBH. 1,2589 . HARIV. 156 . des Aṅgiras MBH. 3,14209. fgg. einer Brahmanin 5,3796 (die Lesart
Siva		4	1	1	0		f. = Śiva ʼs Gattin H. 204 , Schol
Siva		5a	61	61	0		Heil, Wohlfahrt, Wohlergehen; = u. s. w. AK. 1,1,4,3 . TRIK. 1,1,113 . 3,3,423 . H. 86 . H. an. MED. HALĀY. 1,122 . TBR.
Siva		5b	2	2	0		Wasser H. an. MED
Siva		5c	3	2	0		Bez. verschiedener Glück bringender Dinge: = und RĀJAN. _im_ ŚKDR. = n. , und AUṢ. 96
Siva		5d	1	1	0		N. pr. des Hauses, in dem die Pāṇḍava verbrannt werden sollten, MBH. 1,5778
Siva		5e	2	2	1		N. pr. eines Varṣa in Plakṣadvīpa MĀRK. P. 53,30 . in Jambudvīpa BHĀG. P. 5,20,3
Siva		5f	1	1	0		N. eines Purāṇa , = Verz. d. Oxf. H. 80,a,4 . — Vgl. und
nanda		1a	4	4	0		Lust ŚABDAR. _im_ ŚKDR. VS. 20,9 . AV. 10,2,9
nanda		1b	2	2	0		eine Art Flöte SAṂGĪTAD. _im_ ŚKDR
nanda		1c	1	1	0		N. einer der beiden Trommeln des Yudhiṣṭhira MBH. 7,1032
nanda		1d	3	3	0		N. eines der 9 Schätze des Kuvera TRIK. 1,1,79 . MED. d. 6 . 7
nanda		1e	1	1	0		Bein. Viṣṇu ʼs MBH. 13,7005
nanda		1f	2	2	0		N. pr. eines Wesens im Gefolge von Skanda MBH. 9,2566 . 2567
nanda		1g	2	2	0		N. pr. einer buddh. Gottheit LALIT. ed. Calc. 4,15 . FOUCAUX und eine andere Stelle der Calc. Ausg. haben statt dessen
nanda		1h	5	5	0		N. pr. eines Nāga ( vgl. ) MBH. 5,3628 . BURN. Intr. 184 . Lot. de la b. l. 3 . SCHIEFNER, Lebensb. 271 ( . eines Nāgarā
nanda		1i	1	1	0		N. pr. eines Mannes im Gefolge des Dakṣa BHĀG. P. 4,7,25
nanda		1k	3	3	0		N. pr. eines Sohnes des Königs Dhṛtarāṣṭra ( vgl. ) MBH. 1,2731 . 4544 . 8,2446
nanda		1l	4	4	0		N. pr. eines Bruders des Śākyamuni ( vgl. ) VYUTP. 92 . LIA. II, Anh. II. SCHIEFNER, Lebensb. 265 . 266 (35. . [Page4-00
nanda		1m	2	2	0		N. pr. eines Sohnes des Vasudeva VP. 439 . BHĀG. P. 9,24,47
