anchor_key_slp1	anchor_id	n_records	status	best_tier	evidence_count
AleKya-samarpita	kochergina:e1386	1	corpus-gap	-	0
Alepa	kochergina:e1387	1	attested	exact	66
Alepana	kochergina:e1389	1	attested	exact	50
Ali	kochergina:e1391	2	attested	exact	55
AliK	kochergina:e1397	1	attested	exact	87
AliNgana	kochergina:e1401	1	attested	exact	62
AliS	kochergina:e1405	1	corpus-gap	-	0
Alih	kochergina:e1395	1	attested	exact	6
Alip	kochergina:e1404	1	attested	exact	75
Aloc	kochergina:e1407	1	corpus-gap	-	0
Alocana	kochergina:e1408	1	attested	exact	5
Alohita	kochergina:e1409	1	attested	exact	12
Alok	kochergina:e1410	1	attested	exact	5
Aloka	kochergina:e1411	1	attested	exact	235
Alokana	kochergina:e1412	1	attested	exact	30
Alokin	kochergina:e1413	1	attested	exact	4
Alu	kochergina:e1428	1	attested	exact	2
Alup	kochergina:e1432	1	attested	exact	6
Aluq	kochergina:e1430	1	attested	exact	1
Am	kochergina:e1434	1	attested	exact	53
AmAd	kochergina:e1439	1	attested	exact	1
AmAvAsya	kochergina:e1486	1	attested	exact	33
AmI	kochergina:e1508	1	attested	exact	2
AmUlam	kochergina:e1544	1	attested	exact	2
Ama	kochergina:e1438	1	attested	exact	595
AmaT	kochergina:e1478	1	attested	exact	3
AmantraRa	kochergina:e1447	1	attested	exact	30
Amantrita	kochergina:e1448	1	attested	exact	9
AmarSa	kochergina:e1469	1	attested	exact	20
AmaraRAnta	kochergina:e1456	1	attested	exact	1
AmaraRAntika	kochergina:e1457	1	attested	exact	2
Amaya	kochergina:e1488	1	attested	exact	612
AmiSla	kochergina:e1514	1	corpus-gap	-	0
AmiSra	kochergina:e1515	1	corpus-gap	-	0
AmikzA	kochergina:e1509	1	attested	exact	94
Amis	kochergina:e1511	1	attested	exact	2
AmizASin	kochergina:e1513	1	corpus-gap	-	0
Amiza	kochergina:e1512	1	attested	exact	226
AmnAya	kochergina:e1524	1	attested	exact	72
Amoda	kochergina:e1525	1	attested	exact	90
Amra	kochergina:e1526	1	attested	exact	170
Amreqa	kochergina:e1527	1	corpus-gap	-	0
Amreqita	kochergina:e1528	1	attested	exact	6
Amuz	kochergina:e1546	1	attested	exact	2
Amuzmika	kochergina:e1547	1	attested	exact	8
AnDra	kochergina:e1724	1	attested	exact	15
AnDya	kochergina:e1725	1	attested	exact	36
AnI	kochergina:e1737	1	attested	exact	1178
AnIla	kochergina:e1749	1	attested	exact	17
AnIta	kochergina:e1775	1	corpus-gap	-	0
AnIti	kochergina:e1777	1	corpus-gap	-	0
Ana	kochergina:e1603	1	attested	exact	6
AnadDa	kochergina:e1611	1	attested	exact	2
Anah	kochergina:e1628	1	attested	exact	28
Anaka-dunduBi	kochergina:e1631	1	corpus-gap	-	0
Anam	kochergina:e1638	1	attested	exact	129
Anana	kochergina:e1645	1	attested	exact	758
Ananda	kochergina:e1646	1	attested	exact	1113
Ananda-giri	kochergina:e1647	1	corpus-gap	-	0
Anandamaya	kochergina:e1648	1	corpus-gap	-	0
Anantarya	kochergina:e1653	1	attested	exact	37
Anantya	kochergina:e1656	1	attested	exact	123
Anata	kochergina:e1688	1	corpus-gap	-	0
Anati	kochergina:e1690	1	attested	exact	18
Anayana	kochergina:e1709	1	attested	exact	47
Anetar	kochergina:e1733	1	corpus-gap	-	0
AnetrI	kochergina:e1734	1	corpus-gap	-	0
AnfRya	kochergina:e1800	1	attested	exact	38
AnfRyatA	kochergina:e1801	1	corpus-gap	-	0
AnfSaṁsa	kochergina:e1802	1	attested	floor	5
AnfSaṁsya	kochergina:e1803	1	attested	floor	121
Antara	kochergina:e1829	1	attested	exact	37
Antra	kochergina:e1860	1	attested	exact	20
Anu	kochergina:e1864	1	corpus-gap	-	0
AnupUrva	kochergina:e2008	1	attested	exact	61
AnupUrvya	kochergina:e2009	1	attested	exact	112
Anuzak	kochergina:e2024	1	attested	exact	44
